key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
BALLFLAME_DESC,Shoots a blazing ball that ignites on impact.\nCauses the enemy to burn.,Tire une boule ardente qui s'embrase à l'impact.\nCause des brûlures à un ennemi.,Una sfera di fuoco che incendia tutto ciò che colpisce. \nInfligge bruciatura al nemico.,,피격 시 점화된 화염구를 날린다.\n적에게 화상을 입힌다.,Dispara una bola en llamas que se enciende al impactar. \nCausa quemadura al enemigo.,Lanza una bola ardiente que se enciende al impactar. Provoca quemaduras al enemigo.,Lança uma bola quente que se incendeia ao impacto.\nCausa queimadura no inimigo.,"Wystrzeliwuje płonącą kulę, której dotyk podpala. Powoduje podpalenie wroga.","Schießt einen Brennball, der sich beim Aufprall entzündet. Verursacht Verbrennungen.",Выстрел горящим снарядом.\nПоджигает врага.,Стріляє палаючою кулею.\nСпричиняє опіки у ворога.\n,发射一颗炽热的火球，命中时点燃目标。\n使敌人陷入灼烧状态。
BASH_NAME,Bash,Frappe,Colpisci,たたく,때리기,Golpear,Golpear,Bater,Uderzenie,Attacke,Удар,Удар,击打
BASH_DESC,Deals a low amount of damage against an enemy.,Inflige des dégâts mineurs à un ennemi.,Infligge danno lieve a un nemico.,てきに　ダメージをあたえる。,적에게 약간의 피해를 준다.,Inflige una pequeña cantidad de daño contra un enemigo.,Inflige un poco de daño a un enemigo.,Causa uma pequena quantidade de dano a um inimigo.,Zadaje niewielkie obrażenia wrogowi.,Fügt einem Gegner geringen Schaden zu.,Немного ранит врага.,Завдає невеликої шкоди ворогу.,对一名敌人造成少量伤害。
BASH_DIALOG,{n0}{name} attacks!,{n0}{name} attaque ¦,{n0}{name} attacca!,{name}の　こうげき！,{name}의 공격!,¡{n0}{name} ataca!,¡{n0}{name} ataca!,{n0}{name} ataca!,{name} atakuje!,{n0}{n10} greift an!,{name} атаку{n9}!,{name} атакує!,{n0}{name}的攻击！
BATTINGATHOUSAND_NAME,Batting a Thousand,Sans-faute,Battuta perfetta,どこんじょう,백발백중,Bateo imparable,Pleno al bate,Rebatida Perfeita,Na Sto Dwa,Tausend-Treffer,Спортивный азарт,Приголомшливий успіх,百分百安打
BATTINGATHOUSAND_DESC,Raises the user's guts.,Augmente l'audace du lanceur.,Aumenta la Combattività di chi la usa.,じぶんの　ガッツをあげる。,시전자의 용기를 증가시킨다.,Aumenta el coraje del usuario.,Aumenta las agallas del usuario.,Aumenta a coragem do usuário.,Zwiększa odwagę użytkownika.,Steigert den Mut des Anwenders.,Повышает дерзость.,Підвищує Сміливість.,提升使用者的勇气。
BATTINGATHOUSAND_ART,,,,,"은,이,을,과",,,,",Na Sto Dwa",,"спортивный азарт,спортивного азарта,спортивному азарту,спортивный азарт","приголомшливий успіх,приголомшливого успіху,приголомшливому успіху,приголомшливий успіх",
BATTINGATHOUSAND_DIALOG,{n0}{name} felt a surge of confidence!,{n0}{name} éprouve un regain de confiance ¦,{n0}{name} si sente più sicur{n6} di sé!,{name}は　ちからがみなぎった！,{name}{n0} 자신감이 솟구치는 것을 느꼈다!,¡{n0}{name} se sintió más confiad{n6}!,¡{n0}{name} se siente más confiad{n6}!,{n0}{name} se sentiu mais confiante!,{name} poczuł{n4} przypływ odwagi!,{n0}{n10} gewann an Selbstvertrauen!,{name} чувствует прилив уверенности!,{name} відчуває наплив впевненості!,{n0}{name}感到信心大增！
BIGGRIN_NAME,Big Grin,Simulacre,Sorrisone,けはいをころす,함박웃음,Gran sonrisa,Sonrisa,Sorriso,Szeroki Uśmiech,Tot stellen,Широкий оскал,Широка посмішка,灿烂的笑容。
BIGGRIN_DESC,Display a big grin.,Trompe l'ennemi en se faisant passer pour mort.,Fai un gran sorriso a trentadue denti.,いきをひそめて　あいてのようすをみる。,함박웃음을 보여준다.,Muestra una gran sonrisa.,Muestra una gran sonrisa.,Dá um largo sorriso.,Pokazuje szeroki uśmiech.,"Täuscht Gegner, indem man sich tot stellt.",Страшная улыбка во весь рот.,Посмішка на всі тридцять два.,露出了灿烂的笑容。
BIGGRIN_DIALOG,{n0}{name} has a big grin on {n4} face!,{n0}{name} essaye de faire le mort...,{n0}{name} fa un sorriso grande!,{name}は　けはいを　ころしている。,{name}{n0} 함박웃음을 지어 보였다.,¡{n0}{name} tiene una gran sonrisa en su cara!,¡{n0}{name} tiene una gran sonrisa en la cara!,{n0}{name} está com um sorriso na cara!,{name} szeroko się uśmiecha!,{n0}{n10} versucht sich tot zu stellen ...,{name} скалит зубы!,{name} широко посміхається!,{n0}{name}的脸上露出了{n4}灿烂的笑容！
BITE_NAME,Bite,Morsure,Mordi,かみつく,깨물기,Mordisco,Mordisco,Morder,Ugryzienie,Biss,Укус,Укус,咬
BITE_DESC,A bite using sharp fangs.,Inflige une morsure à l'aide de ses crocs acérés.,Un morso con zanne affilate.,するどいキバで　かみつく。,날카로운 송곳니로 깨물어 버린다.,Un mordisco con colmillos afilados.,Un mordisco con colmillos afilados.,Uma mordida usando presas afiadas.,Ugryzienie za pomocą ostrych kłów.,Ein Biss mit scharfen Reißzähnen.,Укус острыми клыками.,Укус гострими іклами.,用锋利的獠牙咬了一口。
BITE_DIALOG,{n0}{name} bit into {t1}{target}!,{n0}{name} mord {t1}{target} ¦,{n0}{name} morde {t1}{target}!,{name}は　するどいキバで\n{target}に　かみついた！,{name}{n0} {target}{t2} 깨물었다!,¡{n0}{name} mordió {t5}{target}!,¡{n0}{name} ha mordido {t5}{target}!,{n0}{name} mordeu {t1}{target}!,{name} wgryzł{n4} się w {t3}!,{n0}{n10} biss {t5}{t13}!,{name} укусил{n6} {t3}!,{name} вкуси{n6} {t3}!,{n0}{name}一口咬向了{t1}{target}！
BLINDINGTHROW_NAME,Blinding Throw,Jet de poussière,Lancio accecante,すなかけ,시야 방해,Tiro cegador,Tiro cegador,Truque Cegante,Oślepiający Rzut,Erblindender Wurf,Ослепляющий бросок,Осліплюючий кидок,致盲投掷
BLINDINGTHROW_DESC,Throw dirt at the opponent's eyes to blind them.,Jette de la poussière dans les yeux de l'ennemi pour l'aveugler.,Lancia sporcizia sugli occhi del nemico per accecarlo.,あいてにすなを　なげて　めくらましをする。,흙을 던져 적의 시야를 가린다.,Lanza tierra a los ojos al enemigo para cegarlo.,Tira tierra a los ojos del enemigo para cegarlo.,Joga terra no olho do inimigo para cegá-lo.,"Rzuć ziemią w oczy wroga, aby go oślepić.","Werfe Erde in die Augen des Gegners, um ihn zu erblinden.",Ослепляет врага брошенной в глаза землёй.,Осліплити ворога кинутою у вічі землею.,向一名敌人的眼睛里扬撒沙土使其失明。
BLINDINGTHROW_DIALOG,{n0}{name} threw dirt at {t1}{target}'s eyes!,{n0}{name} jette de la poussière dans les yeux {t4}{target} ¦,{n0}{name} lancia sporcizia contro gli occhi {t4}{target}!,{name}は\n{target}の　めに　すなをなげつけた！,{name}{n0} {target}의 눈에 흙을 뿌렸다!,¡{n0}{name} lanzó tierra a los ojos {t4}{target}!,¡{n0}{name} ha tirado tierra a los ojos {t4}{target}!,{n0}{name} jogou terra nos olhos d{t4} {target}!,{name} rzucił{n4} ziemią w oczy {t1}!,{n0}{n10} warf Dreck in die Augen {t7} {t12}!,{name} швырнул{n6} грязь {t2} в глаза!,{name} кину{n6} землю у очі {t1}!,{n0}{name}朝{t1}{target}的眼睛扬了一把沙土！
BRAINSHOCK_NAME,Brainshock,Choc mental,Shock mentale,ブレインショック,브레인쇼크,Shock cerebral,Shock mental,Choque Mental,Szok Mózgu,Hirnschock,Мозгошок,Мозковий шок,脑震荡
BRAINSHOCK_ART,,,,,"는,가,를,와",,,,",Szok Mózgu",,"Мозгошок,Мозгошока,Мозгошоку,Мозгошок","Мозковий шок,Мозкового шоку,Мозковому шоку,Мозковий шок",
BRAINSHOCKA_DESC,Causes one enemy to feel confused.,Rend un ennemi confus.,Causa confusione a un nemico.,１たいを　こんらんにする。,적 하나를 혼란스럽게 한다.,Causa confusión a un enemigo.,Hace que un enemigo se sienta confuso.,Causa confusão em um inimigo.,Powoduje zdezorientowanie wroga.,Verursacht bei einem Gegner Verwirrung.,Дезориентирует одного врага.,Дезорієнтує ворога.,让一名敌人感到混乱。
BRAINSHOCKO_DESC,Causes all enemies to feel confused.,Rend tous les ennemis confus.,Causa confusione a tutti i nemici.,ぜんたいを　こんらんにする。,모든 적을 혼란스럽게 한다.,Causa confusión a todos los enemigos.,Hace que todos los enemigos se sientan confusos.,Causa confusão em todos os inimigos.,Powoduje zdezorientowanie wszystkich wrogów.,Verursacht bei allen Gegnern Verwirrung.,Дезориентирует всех врагов.,Дезорієнтує всіх ворогів.,让全体敌人感到混乱。
BRANDISHPITCHFORK_NAME,Brandish Pitchfork,Coup de fourche,Brandisci forcone,のうぐをふりまわす,쇠스랑질,Blandir horca,Blandir Horca,Golpear Forcado,Zamach Widłami,Mistgabel schwingen,Махание вилами,Розмах вилами,挥舞干草叉
BRANDISHPITCHFORK_DESC,Brandish a pitchfork around to attack multiple enemies.,Attaque plusieurs ennemis à l'aide d'une fourche.,Brandisci un forcone per attaccare più nemici.,のうぐをふりまわして\nぜんたいを　こうげきする。,적들을 한꺼번에 꽂아버린다.,Blande una horca para atacar a varios enemigos.,Blande una horca para atacar a varios enemigos.,Golpeia com o forcado para atacar vários inimigos.,"Machnij widłami, aby zaatakować wielu wrogów.","Fuchtel mit einer Mistgabel herum, um mehrere Gegner anzugreifen.",Удар вилами по нескольким врагам.,"Розмахувати вилами, щоб ударити декількох ворогів.",挥舞干草叉来攻击多个敌人。
BRANDISHPITCHFORK_DIALOG,{n0}{name} brandished {n4} pitchfork!,{n0}{name} brandit sa fourche ¦,{n0}{name} brandisce un forcone!,{name}は\nのうぐを　ふりまわした！,{name}{n0} 쇠스랑으로 찔렀다!,¡{n0}{name} blandió su horca!,¡{n0}{name} ha cargado con su horca!,{n0}{name} golpeou com o forcado!,{name} wymachuje widłami!,{n0}{n10} zückte {n4}e Mistgabel!,{name} размахивает вилами!,{name} розмахує вилами!,{n0}{name}挥舞着{n4}干草叉！
CALLHELP_NAME,Call Help,Appel à l'aide,Chiama aiuto,たすけをよぶ,도움 요청,Pedir ayuda,Pedir ayuda,Chamar Ajuda,Wezwanie Pomocy,Hilferuf,Зов о помощи,Поклик на допомогу,呼叫援助
CALLHELP_DESC,Summons an ally into battle.,Appelle un allié à rejoindre le combat.,Chiama un alleato in battaglia.,なかまを　せんとうに　よびつける。,아군을 전투로 불러들인다.,Invoca a un aliado a la batalla.,Invoca a un aliado para la batalla.,Invoca um aliado para a batalha.,Przywołuje sojusznika do walki.,Holt Verbündete zum Kampf hinzu.,Призыв союзника.,Закликає союзника до битви.,召唤一位盟友加入战斗
CALLHELP_DIALOG,{n0}{name} called for help!,{n0}{name} appelle des renforts ¦,{n0}{name} chiama aiuto!,{name}は　なかまを　よんだ！,{name}{n0} 도움을 요청했다!,¡{n0}{name} pidió ayuda!,¡{n0}{name} ha pedido ayuda!,{n0}{name} chamou ajuda!,{name} wezwał{n4} pomoc!,{n0}{n10} rief um Hilfe!,{name} позвал{n6} на помощь!,{name} поклика{n6} на допомогу!,{n0}{name}在呼救！
CALLHELP_FAIL,But nobody came!,Mais personne ne vient ¦,Ma non arriva nessuno!,しかし　だれもきてくれなかったのだ。,하지만 아무도 오지 않았다!,¡Pero nadie vino!,¡Pero no ha venido nadie!,Mas ninguém veio!,Ale nikt nie przyszedł!,Doch es kam niemand!,Но никто не пришёл!,Але ніхто не прийшов!,但是没有人来！
CALLHELPRATKING_DIALOG,{n0}{name} summoned {n4} subject!,{n0}{name} appelle l'un de ses sujets ¦,{n0}{name} chiama un suddito!,,{name}{n0} 신하를 불러들였다!,¡{n0}{name} ha convocado a un súbdito!,¡{n0}{name} ha convocado a un súbdito!,{n0}{name} chamou um súdito!,{name} przywołał{n4} swego podwładnego!,{n0}{n10} rief nach {n4}er Gefolgschaft!,{name} позвал{n6} к себе подданного!,{name} поклика{n6} до себе підданого!,{n0}{name}召唤了随从{n4}！
CALLHELPSTARMANJR_DESC,Summons an animal into battle.,Appelle un animal à rejoindre le combat.,Chiama un animale in battaglia.,どうぶつを　せんとうに　よびつける。,동물을 전투로 불러들인다.,Invoca un animal a la batalla.,Invoca a un animal para la batalla.,Invoca um animal para a batalha.,Przywołuje zwierzę do walki.,Holt ein Tier in den Kampf hinzu.,Призыв дикого животного.,Закликає дику тварину до битви.,召唤一只动物加入战斗。
CALLHELPSTARMANJR_DIALOG,{n0}{name} emitted a high frequency sound!,{n0}{name} émet un son à haute fréquence ¦,{n0}{name} emette un souno ad alta frequenza!,{name}は　ちょうおんぱを　はっした！,{name}{n0} 초음파를 발사했다!,¡{n0}{name} emitió un sonido de alta frecuencia!,¡{n0}{name} ha emitido un ultrasonido!,{n0}{name} emitiu um som de alta frequência!,{name} wyemitował{n4} głośny pisk!,{n0}{n10} machte hochfrequenten Lärm!,{name} издал{n6} высокочастотный звук!,{name} вида{n6} високочастотний звук!,{n0}{name}释放出高频音波！
CANARYLIFE1_DIALOG1,{n0}{name} walked around!,{n0}{name} se balade dans les parages ¦,{n0}{name} se ne va in giro!,{name}は　トコトコと\nあるきまわっている。,{name}{n0} 주위를 돌아다닌다!,¡{n0}{name} caminó por ahí!,¡{n0}{name} se ha dado un paseo!,{n0}{name} andou por aí!,{name} chodził w kółko!,{n0}{n10} ging umher!,{name} ходит кругами!,{name} ходить кругами!,{n0}{name}走来走去！
CANARYLIFE1_DIALOG2,{n0}{name} chirped softly!,{n0}{name} piaille doucement ¦,{n0}{name} cinguetta dolcemente!,{name}は　チュンとないた！,{name}{n0} 부드럽게 지저귄다!,¡{n0}{name} pió suavemente!,¡{n0}{name} ha piado con dulzura!,{n0}{name} cantou suavemente!,{name} ćwierknął cichutko!,{n0}{n10} zwitcherte sanft!,{name} тихо щебечет!,{name} тихо щебече!,{n0}{name}轻声鸣叫！
CANARYLIFE1_DIALOG3,{n0}{name} hopped in place!,{n0}{name} sautille sur place ¦,{n0}{name} saltella sul posto!,{name}は　ピョンピョンはねた！,{name}{n0} 제자리에서 폴짝폴짝 뛴다!,¡{n0}{name} dio saltitos en su lugar!,¡{n0}{name} ha dado unos saltitos!,{n0}{name} ciscou o chão!,{name} podskoczył w miejscu!,{n0}{n10} hüpfte herum!,{name} подпрыгнул{n6}!,{name} підстрибну{n6}!,{n0}{name}在原地跳着！
CANARYLIFE1_DIALOG4,{n0}{name} sneezed! It was adorable.,{n0}{name} éternue ¦\nC'est trop mignon.,{n0}{name} ha starnutito! Che carino.,{name}は　くしゃみをした！,{name}{n0} 재채기했다! 정말 깜찍하다.,¡{n0}{name} estornudó! Fue adorable.,¡{n0}{name} ha estornudado! Qué mono.,{n0}{name} espirrou! Foi adorável.,{name} kichnął! To było urocze.,{n0}{n10} nieste! Es war herzergreifend!,{name} чихнул{n6}! Какая милота!,{name} чхну{n6}! Це було мило.,{n0}{name}打了个喷嚏！可爱极了。
CANARYLIFE1_DIALOG5,{n0}{name} pecked at a pebble on the ground!,{n0}{name} picore un caillou par terre ¦,{n0}{name} becca un sassolino per terra!,{name}は\nじめんの　こいしを　つついている・・・。,{name}{n0} 땅에 자갈을 쪼아댔다!,¡{n0}{name} picoteó una piedrita del suelo!,¡{n0}{name} ha picoteado una piedra!,{n0}{name} bicou uma pedrinha do chão!,{name} dziobnął kamyk leżący na ziemi!,{n0}{n10} pickte auf einen Kieselstein am Boden ein!,{name} клюнул{n6} камушек!,{name} клюну{n6} каміньчик на землі!,{n0}{name}啄了啄地上的小石子！
CANARYLIFE1_DIALOG6,{n0}{name} tried to intimidate {t1}{target}... but only let out a tiny “peep”.,{n0}{name} essaye d'intimider {t1}{target}... mais émet juste un petit « piou ». ,{n0}{name} prova a spaventare {t1}{target}... ma fa solo “pio”.,{name}は　{target}をいかくしてみた・・・\nてきは　ぜんぜん　どうじていない！,{name}{n0} {target}{t2} 위협했다... 하지만 그저 귀여운 “짹짹”이였다.,{n0}{name} intentó intimidar {t5}{target}... pero solo emitió un pequeño “¡pío!”.,{n0}{name} quería intimidar {t5}{target}... pero solo ha soltado un pequeño «pío».,{n0}{name} tentou intimidar {t1}{target}... mas só soltou um pequeno “piu”.,{name} próbował zastraszyć {t3}... ale wydał z siebie tylko malutki „pisk”.,{n0}{n10} versuchte {t5}{t13} einzuschüchtern ... Doch gab nur nur ein leises „Fiep“ von sich.,{name} попробовал{n6} припугнуть {t3}... но издал{n6} только небольшое «пи».,{name} спробува{n6} залякати {t3}... але вида{n6} лише невелике «Піп!».,{n0}{name}试图恐吓{t1}{target}…结果只发出了细细的一声“啾”。
CANARYLIFE1_DIALOG7,{n0}{name} stared at {t1}{target}!\n{t0}{target} was unsure how to respond.,{n0}{name} regarde {t1}{target} fixement ¦\n{t0}{target} ne sait pas comment réagir.,{n0}{name} fissa {t1}{target}!\n{t0}{target} non sa come reagire.,{name}は　{target}を\nジロジロと　みている・・・。,{name}{n0} {target}{t2} 노려봤다! {target}{t0} 어떻게 대답해야할지 확신이 서지 않는다.,¡{n0}{name} miró fijamente {t5}{target}! {t0}{target} no sabía cómo reaccionar.,¡{n0}{name} ha mirado fijamente {t5}{target}!\n{t0}{target} no ha sabido muy bien qué hacer.,{n0}{name} encarou {t1}{target}! {t0}{target} não soube como reagir.,"{name} spojrzał na {t3}!\n{target} nie wiedział{n4}, jak zareagować.","{n0}{n10} starrte auf {t5}{t13}! {t0}{t10} war sich unsicher, wie {t4}e Reaktion aussehen soll.","{name} уставил{n8} на {t3}! {target} не знает, как на это реагировать.","{name} витріща{n6}ся на {t3}!\n{target} не впевнен{t7}, як на таке відповісти.",{n0}{name}紧紧盯着{t1}{target}！\n{t0}{target}不知该如何回应。
CANARYLIFE1_DIALOG8,{n0}{name} puffed up to look menacing!,{n0}{name} gonfle les plumes pour avoir l'air menaçant{n6} ¦,{n0}{name} si gonfia con fare minaccioso!,{name}は　いかくしようと\nはねを　さかだてた！,{name}{n0} 위협적으로 보이기 위해 몸을 부풀렸다!,¡{n0}{name} se esponjó para parecer amenazante!,¡{n0}{name} se ha hinchado para dar miedo!,{n0}{name} encheu o peito para parecer intimidador!,"{name} napuszył się, by wyglądać groźnie!","{n0}{n10} plusterte sich auf, um bedrohlich zu wirken!","{name} взъерошил{n8}, чтобы выглядеть угрожающе!","{name} наду{n6}ся, щоб виглядати грізно!",{n0}{name}鼓起身子，想让自己看起来很吓人！
CANARYLIFE2_DIALOG1,{n0}{name} brought {t1}{target} a twig!,{n0}{name} apporte une brindille à {t1}{target} ¦,{n0}{name} porta un ramoscello {t1}{target}!,{name}は　{target}に\nこえだをプレゼントした！,{name}{n0} {target}에게 잔가지를 줬다!,¡{n0}{name} le trajo una ramita {t5}{target}!,¡{n0}{name} le ha traído {t5}{target} una rama!,{n0}{name} trouxe um graveto pr{t4}{target}!,{name} przyniósł {t2} gałązkę!,{n0}{n10} brachte {t5}{t13} einen Zweig!,{name} приносит {t2} веточку!,{name} принес{n6} {t2} гілочку!,{n0}{name}给{t1}{target}叼来了一根小树枝！
CONFUSION_NAME,Confusion,Confusion,Confusione,こんらん,혼란,Confusión,Confusión,Confusão,Dezorientacja,Verwirrung,Сбивание с толку,Дезорієнтація,混乱
CONFUSION_DESC,Makes one enemy confused.,Rend un ennemi confus.,Confonde un nemico.,１たいを　こんらんにする。,적 하나를 혼란스럽게 만든다.,Confunde a un enemigo.,Confunde a un enemigo.,Deixa um inimigo confuso.,Czyni jednego wroga zdezorientowanym.,Verwirrt einen Gegner.,Приводит врага в замешательство.,Дезорієнтує ворога.,让一名敌人感到混乱。
CONFUSION_DIALOG,{n0}{name} made {t1}{target} confused!,{n0}{name} fait quelque chose de dérangeant ¦,{n0}{name} ha confuso {t1}{target}!,{name}は　{target}を　こんらんさせた！,{name}{n0} {target}{t2} 혼란스럽게 만들었다.,¡{n0}{name} dejó {t5}{target} confundid{t6}!,¡{n0}{name} ha dejado {t5}{target} confus{t6}!,{n0}{name} deixou {t1}{target} confuso!,{name} zdezorientował {t3}!,{n0}{n10} verwirrte {t5}{t13}!,{name} сбил{n6} {t3} с толку!,{name} зби{n6} {t3} з пантелику!,{n0}{name}让{t1}{target}陷入混乱！
CONTINUOUSATTACK_NAME,Continuous Attack,Attaque combo,Attacco concatenato,れんぞくこうげき,연속 공격,Ataque continuo,Ataque continuo,Ataque Contínuo,Ciągły Atak,Kontinuitäts-Angriff,Серия ударов,Подвійна атака,连续攻击
CONTINUOUSATTACK_DESC,Deals minor damage to an enemy twice in a row.,Inflige des dégâts mineurs à un ennemi deux fois de suite.,Infligge danni lievi a un nemico due volte di fila.,１たいに　かるいダメージを　２れんぱつ。,"적에게 두 번 연속, 약한 피해를 준다.",Inflige daño leve a un enemigo dos veces seguidas.,Inflige daño leve a un enemigo dos veces seguidas.,Causa dano leve a um inimigo duas vezes em sequência.,Zadaje niewielkie obrażenia wrogowi dwa razy z rzędu.,Fügt einem Gegner zweimal geringen Schaden zu.,Дважды наносит небольшой урон врагу.,Завдає невеликої шкоди ворогу двічі поспіль.,对一名敌人连续造成两次少量伤害。
CONTINUOUSATTACK_DIALOG,{n0}{name} unleashed a continuous attack!,{n0}{name} effectue une attaque combo ¦,{n0}{name} scatena un attacco concatenato!,{name}の　れんぞくこうげき！,{name}{n0} 연속으로 공격하기 시작했다!,¡{n0}{name} desató un ataque continuo!,¡{n0}{name} ha desatado un ataque continuo!,{n0}{name} lança um ataque contínuo!,{name} rozpoczyna ciągły atak!,{n0}{n10} griff ununterbrochen an!,{name} делает серию ударов!,{name} випусти{n6} подвійну атаку!,{n0}{name}使出了连续攻击！
COUNTER_NAME,Counter,Contre,Scudo riflettente,カウンター,카운터,Reflejo,Reflejo,Revidar,Kontra,Konter,Рефлектор,Щит-дзеркало,减半反射
COUNTER_ART,,,,,"는,가,를,와",,,,",Kontry",,"Рефлектор,Рефлектора,Рефлектору,Рефлектор","Щит-дзеркало,Щита-дзеркала,Щиту-дзеркалу,Щит-дзеркало",
COUNTERA_DESC,"Reflects physical damage to one ally.\nSome attacks can't be reflected, however.",Renvoie les dégâts physiques reçus par un allié.\nCertaines attaques ne peuvent être renvoyées.,Riflette i danni fisici inflitti a un alleato.\nNon funziona con alcuni attacchi.,ひとりに　ぶつりはんしゃバリア。\nはんしゃできないものもある。,한 아군이 받는 물리 피해를 반사한다.\n일부 공격은 반사할 수 없다.,Refleja el daño físico hacia un aliado.\nAlgunos ataques no pueden ser reflejados.,Refleja el daño físico infligido a un aliado.\nNo sirve con todos los ataques.,"Reflete o dano físico de um aliado.\nPorém, alguns ataques não podem ser refletidos.",Sojusznik odbija fizyczne obrażenia. Nie działa to na niektóre ataki.,Reflektiert physischen Schaden des Verbündeten.\nEinige Angriffe können nicht reflektiert werden.,Отражает большинство физических ударов\nпо одному союзнику обратно во врага.,"Повертає шкоду, завдану союзнику.\nНе працює проти деяких атак.",为一名队友反射物理伤害。\n然而部分攻击无法被反射。
COUNTERO_DESC,"Reflects physical damage to all allies.\nSome attacks can't be reflected, however.",Renvoie les dégâts physiques reçus par tous les alliés.\nCertaines attaques ne peuvent être renvoyées.,Riflette i danni fisici inflitti a tutti gli alleati.\nNon funziona con alcuni attacchi.,ぜんいんに　ぶつりはんしゃバリア。\nはんしゃできないものもある。,아군 전체가 받는 물리 피해를 반사한다.\n일부 공격은 반사할 수 없다.,Refleja el daño físico hacia todos los aliados.\nAlgunos ataques no pueden ser reflejados.,Refleja el daño físico infligido a todos los aliados.\nNo sirve con todos los ataques.,"Reflete o dano físico de todos os aliados.\nPorém, alguns ataques não podem ser refletidos.",Wszyscy sojusznicy odbijają fizyczne obrażenia. Nie działa to na niektóre ataki.,Reflektiert physischen Schaden aller Verbündeten.\nEinige Angriffe können nicht reflektiert werden.,Отражает большинство физических ударов\nпо всем союзникам обратно во врага.,"Повертає шкоду, завдану союзникам.\nНе працює проти деяких атак.",为全体队友反射物理伤害。\n然而部分攻击无法被反射。
COURAGE_NAME,Courage,Encouragement,Coraggio,ゆうき,용기,Animar,Aliento,Encorajar,Zachęta,Mutmachung,Моральный дух,Відвага,勇气
