key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
DIALOGUE_REUSABLE_DAD_NORMAL_7,[@](Click! Beep-beep-beep...),[@](Clic ! Bip-bip-bip...),[@](Click! Bip-bip-bip...),[@]ガチャン　ツーツーツー,[@](딸깍! 삡-삐-삐...),[@](¡Click! Bip-bip-bip...),[@](¡Clic! Bip-bip-bip...),[@](Clic! Tu... tu... tu...),[@](Klik! Bip-bip-bip...),[@](Klick! Biep-biep-biep ...),[@](Щёлк! Би-и-ип... би-и-ип... би-и-ип...),[@](Клац! Бі-і-іп... бі-і-іп... бі-і-іп...),[@]（咔哒！哔-哔-哔…）
DIALOGUE_REUSABLE_DAD_NORMAL_SPEAKER_Dad,Dad,Papa,Papà,パパ,아빠,Papá,Papá,Pai,Tata,Papa,Папа,Тато,爸爸
DIALOGUE_REUSABLE_DOORBLOCKED_0,[@]The door won't open!,[@]La porte ne s'ouvre pas !,[@]La porta non si apre!,[@]ドアが　ひらかない！,[@]문은 열려있지 않다!,[@]¡La puerta no se abrirá!,[@]¡La puerta no se abre!,[@]A porta não quer abrir!,[@]Drzwi się nie otwierają!,[@]Die Tür lässt sich nicht öffnen!,[@]Дверь не открывается!,[@]Двері не відчиняються!,[@]门打不开！
DIALOGUE_REUSABLE_EASYTOBREAK_0,[@]You could easily break this with your bat.,[@]Vous devriez pouvoir facilement briser ceci avec votre batte.,[@]Si potrebbe rompere con la tua mazza.,[@]ふるびたバットで　こわしてしまおう。,[@]배트로 쉽게 부술 수 있을 것 같다.,[@]Podrías romperlo facilmente con tu bate.,[@]Podrías romper esto fácilmente con tu bate.,[@]Dá pra quebrar isso facilmente com o seu taco.,[@]Można to łatwo złamać kijem.,[@]Mit deinem Baseballschläger könntest du sie mit Leichtigkeit zerstören.,[@]Здесь справится твоя бита.,[@]Ось тут впорається бита.,[@]使用你的棒球球棒就能轻松击碎这个。
DIALOGUE_REUSABLE_ERROR_0,[@]Hello this is an Error message.,[@]Bonjour ceci est un message d'erreur.,[@]Salve. Questo è un messaggio di errore.,[@]おかしいな　このメッセージはエラーだよ。,"[@]안녕하세요, 이것은 에러 메시지입니다.","[@]Hola, este es un mensaje de Error.","[@]Hola, este es un mensje de Error.","[@]Olá, essa é uma mensagem de Erro.","[@]Witam, to jest komunikat błędu.","[@]Hallo, dies ist eine Fehlermeldung.","[@]Привет, это сообщение — ошибка.","[@]Привіт, це повідомлення про помилку.",[@]你好，这是一个错误信息。
DIALOGUE_REUSABLE_GAMEOVER_0,[@][Ninten]![WAIT@]It looks like you got your head handed to you.,[@][Ninten] ![WAIT@]On dirait que tu as subi un cuisant échec.,[@][Ninten]! [Ninten]![WAIT@]Ti hanno proprio conciato per le feste.,[@][Ninten]！[Ninten]！[WAIT@]たたかいに　つかれたようだな。,[@][Ninten]! [Ninten]![WAIT@]싸움에 지친 것 같구나.,[@]¡[Ninten]![WAIT@]Parece que te han dado una paliza.,[@]¡[Ninten]![WAIT@]Parece que te han metido una buena paliza.,[@][Ninten]![WAIT@]Parece que você entrou numa fria.,"[@][Ninten]![WAIT@]Wygląda na to, że zebrałeś parę batów.","[@][Ninten]![WAIT@]Sieht aus, als wärst du absolut zunichte gemacht worden.","[@]Да, [Ninten],[D:6] хорошенько тебе досталось.","[@][Ninten]![WAIT@]Схоже, ти отримав непоганого прочухана.",[@][Ninten]！[WAIT@]看样子你被彻底打败了啊。
DIALOGUE_REUSABLE_GAMEOVER_2,"[@]So, how about giving it another shot?","[@]Alors, que dirais-tu de retenter ta chance ?",[@]Che dici? Te la senti di fare un altro tentativo?,[@]もういちど　チャレンジするか？,[@]한번 더 도전하겠니?,[@]¿Qué tal si lo intentas de nuevo?,[@]¿Qué tal si lo intentas de nuevo?,"[@]Então, que tal tentar outra vez?",[@]A może by tak spróbować jeszcze raz?,"[@]Also, willst du es noch einmal versuchen?",[@]Возьмёшь реванш?,[@]Хочеш взяти реванш?,[@]那么，想再回去挑战一次吗？
DIALOGUE_REUSABLE_GAMEOVER_2-OPT_0,Yes,Oui,Sì,つづける,계속한다,Sí,Sí,Sim,Tak,Ja,Да,Так,回去
DIALOGUE_REUSABLE_GAMEOVER_2-OPT_1,No,Non,,おわる,끝낸다,,,Não,Nie,Nein,Нет,Ні,放弃
DIALOGUE_REUSABLE_GAMEOVER_3,"[@]Are you sure?[WAIT@]The next time you start your adventure, you'll begin where you last saved.[WAIT@]Is that okay?","[@]Tu en es sûr ?[WAIT@]La prochaine fois que reprendras ton aventure, tu partiras de l'endroit où tu as sauvegardé pour la dernière fois.[WAIT@]Ça te convient ?",[@]Sei sicuro?[WAIT@]Così tornerai al tuo salvataggio precedente.[WAIT@]Va bene?,[@]ここで　おわると　さいごの[WAIT@]セーブデータまで　もどるが[WAIT@]それで　よいのか？,[@]여기서 끝내면 마지막에 저장한 곳으로 돌아간단다.[WAIT@]지금까지의 여정이 사라지는 것이지.[WAIT@]그래도 괜찮니?,"[@]¿Estás seguro?[WAIT@]La próxima vez que sigas con tu aventura, empezarás en el lugar en el que guardaste la última vez.[WAIT@]¿Está bien?","[@]¿Estás seguro?[WAIT@]La próxima vez que continúes tu aventura, empezarás desde el lugar donde guardaste por última vez.[WAIT@]¿Está bien?","[@]Tem certeza?[WAIT@]Quando você voltar à sua aventura, começará de onde salvou da última vez.[WAIT@]Tudo bem?","[@]Na pewno?[WAIT@]Następnym razem, gdy rozpoczniesz przygodę, zaczniesz od miejsca, w którym ostatnio zapisałeś grę.[WAIT@]Czy to ci pasuje?","[@]Bist du sicher?[WAIT@]Das nächste Mal, wenn du das Abenteuer startest, fängst du dort an, wo du als letztes gespeichert hast.[WAIT@]Ist das in Ordnung?",[@]Точно?[WAIT@]Тогда в следующий раз приключение продолжится с последней точки сохранения.[WAIT@]Пойдёт?,"[@]Ти впевнений?[WAIT@]Наступного разу, твоя пригода почнеться з останнього місця збереження.[WAIT@]Добре?",[@]你确定吗？[WAIT@]那么在下次开始冒险时，你将从上次记录的位置开始。[WAIT@]这样可以吗？
DIALOGUE_REUSABLE_GAMEOVER_5-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_GAMEOVER_5-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,不
DIALOGUE_REUSABLE_GAMEOVER_6,"[@]It must have all just been a bad dream.[WAIT@]See you, [Ninten]!","[@]Ce n'était sûrement qu'un mauvais rêve.[WAIT@]À la prochaine, [Ninten] !","[@]Dev'essere stato solo un brutto sogno.[WAIT@]Ci vediamo, [Ninten]!",[@][Ninten]は　わるいゆめを　みたのだ。[WAIT@]がんばれ！[Ninten]！,"[@]전부 그저 나쁜 꿈이었을 거야.[WAIT@]또 보자, [Ninten]!","[@]Todo esto debe de haber sido un mal sueño.[WAIT@]¡Hasta pronto, [Ninten]!","[@]Todo esto debe de haber sido una pesadilla.[WAIT@]¡Hasta pronto, [Ninten]!","[@]Tudo não deve ter passado de um pesadelo.[WAIT@]Até mais, [Ninten]!","[@]To musiał być tylko zły sen.[WAIT@]Żegnaj, [Ninten]!","[@]Es muss alles nur ein böser Traum gewesen sein.[WAIT@]Man sieht sich, [Ninten]!","[@]Всё это просто дурной сон.[WAIT@]До встречи, [Ninten]!","[@]Схоже, це був лиш поганий сон.[WAIT@]До зустрічі, [Ninten]!",[@]这一切只是一场噩梦。[WAIT@]回头见，[Ninten]！
DIALOGUE_REUSABLE_GAMEOVER_8,"[@][Ninten] decided to return after summoning all the courage and energy he had.[WAIT@]Good luck, [Ninten]!","[@][Ninten] décide de relever la tête après avoir rassemblé son courage et son énergie.[WAIT@]Bonne chance, [Ninten] !","[@][Ninten] si fa coraggio, ritrova le energie e decide di riprovarci.[WAIT@]Buona fortuna, [Ninten]!",[@][Ninten]は　さいごのきりょくを\nふりしぼって　たたかいのばに　ふっかつした。[WAIT@]がんばってくれ　[Ninten]！,"[@][Ninten][particle:Ninten:0][BR]마지막 기력을 쥐어짜 내서 싸움터에 부활했다.[WAIT@]힘내거라, [Ninten]!","[@][Ninten] decidió volver después de reunir todo el coraje y la energía que tenía.[WAIT@]¡Buena suerte, [Ninten]!","[@][Ninten] ha decidido volver, después de reunir todo el coraje y la energía que le quedaban.[WAIT@]¡Buena suerte, [Ninten]!","[@][Ninten] juntou toda a sua coragem e energia e se levantou.[WAIT@]Boa sorte, [Ninten]!","[@][Ninten] postanowił wrócić po zebraniu całej swojej odwagi i energii.[WAIT@]Powodzenia, [Ninten]!","[@]Nachdem [Ninten] all seinen Mut und seine Kräfte gesammelt hatte, beschloss er, zurückzukehren.[WAIT@]Viel Glück, [Ninten]!","[@]Собравшись с силами и взяв волю в кулак,[BR][Ninten] решает вернуться.[WAIT@]Удачи, [Ninten]!","[@][Ninten] вирішив повернутися, зібравшись з силами.[WAIT@]Удачі, [Ninten]!",[@][Ninten]重新鼓起了全部的勇气与力量后决定回去。[WAIT@]祝你好运，[Ninten]！
DIALOGUE_REUSABLE_HARDTOBREAK_0,[@]This looks too hard to break.,[@]Ça a l'air trop difficile à briser.,[@]Sembra troppo difficile da rompere.,[@]どうにもならないし　どうしようもない。,[@]부수기 어려워 보인다.,[@]Se ve muy difícil de romper.,[@]Parece demasiado difícil de romper.,[@]Parece duro demais para quebrar.,[@]Wydaje się zbyt twarde do złamania.,[@]Sieht zu hart aus zum Zerstören.,[@]Это так просто не сломать.,"[@]Здається, це не зламати.",[@]看起来硬到无法击碎。
DIALOGUE_REUSABLE_HEALER_0,"[@]Though you may not believe it, I'm a healer.[WAIT@]If you have some illness that cannot be treated at the hospital, it's my job to cure you.","[@]Crois-le ou non, mais je suis un guérisseur.[WAIT@]Si tu as une maladie qui ne peut pas être traitée à l'hôpital, c'est mon rôle de te guérir.","[@]Non ci crederai, ma sono un guaritore.[WAIT@]Se hai qualche malattia che non puoi curare all'ospedale, lascia fare a me.",[@]しんじようが　しんじまいが\nわたしはヒーラー。[WAIT@]びょういんで　ちりょうできない\nびょうきでもなおせるのだ。,"[@]안 믿기겠지만, 저는 힐러예요.[WAIT@]병원에서 치료할 수 없는 병도 치료하는 것이 저의\n일이에요.","[@]Aunque no me creas, soy un Curandero.[WAIT@]Si tienes una enfermedad que no puede ser tratada en el hospital, es mi trabajo curarte.","[@]Lo creas o no, soy un sanador.[WAIT@]Si tienes alguna enfermedad que no puedan tratar en el hospital, mi labor es curarte.","[@]Acredite ou não, eu sou um curandeiro.[WAIT@]Se você está com alguma doença que o hospital não trata, é o meu trabalho te curar.","[@]Może[if party:plural]cie[else]sz[/if] mi nie wierzyć, ale jestem uzdrowicielem.[WAIT@]Jeśli ma[if party:plural]cie[else]sz[/if] jakąś chorobę, której nie można wyleczyć w szpitalu, moim zadaniem jest [if party:plural]was[else]cię[/if] wyleczyć.","[@]Auch wenn [if party:plural]ihr[else]du[/if] mir vielleicht nicht glauben [if party:plural]mögt[else]magst[/if], ich bin tatsächlich ein Heiler.[WAIT@]Wenn [if party:plural]ihr[else]du[/if] etwas [if party:plural]habt[else]hast[/if], das nicht im Krankenhaus behandelt werden kann, ist es mein Job, [if party:plural]euch[else]dich[/if] zu heilen.","[@]Може[if party:plural]те[else]шь[/if] не верить, но я целитель.[WAIT@]Если у [if party:plural]кого-то из вас[else]тебя[/if] есть недуг, который не лечится в больнице, моя задача — его устранить.","[@][if party:plural]Можете[else]Можеш[/if] не вірити, але я цілитель.[WAIT@]Якщо у [if party:plural]когось із вас[else]тебе[/if] є недуга, яку не усунути в лікарні, моя місія — її зігнати.",[@]虽然你可能不信，但我是个治疗师。[WAIT@]要是你有什么医院里治不了的病，我的工作就是把你[BR]给治好。
DIALOGUE_REUSABLE_HEALER_2,[@]It will cost $120 to cure any and all ailments from your body.,[@]Ça te coûtera 120 $ pour guérir toutes tes altérations d'état.,[@]Guarire tutti tuoi problemi di stato ti costerà 120 $.,[@]１２０ドルで　すべての　びょうきを\nなおすことができるが　どうしたい？,[@]병을 치료하는 데 $120가 드는데 괜찮나요?,[@]Te costará $120 para curar todas las dolencias de tu cuerpo.,[@]Curar todas las dolencias de tu cuerpo costará 120 $.,[@]Vai custar $120 para curar todas as enfermidades do seu corpo.,[@]Wyleczenie wszystkich dolegliwości kosztuje 120 $.,"[@]Es kostet [if party:plural]euch[else]dich[/if] nur 120 $, um [if party:singular]deinen[else]eure[/if] Körper von jeglichen Beschwerden zu heilen.",[@]Избавление от всех недугов обойдётся [if party:plural]вам[else]тебе[/if] в 120 $.,[@]Позбавлення від всіх недуг коштуватиме [if party:plural]вам[else]тобі[/if] 120 $.,[@]把你身上的所有症状治好需要120美元。[BR]你愿意治疗吗？
DIALOGUE_REUSABLE_HEALER_2-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_HEALER_2-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_REUSABLE_HEALER_3,[@]Who needs healing?,[@]Qui a besoin d'être guéri ?,[@]Chi devo guarire?,[@]だれを　ヒーリングする？,[@]치료가 필요하신 환자분?,[@]¿Quién necesita ser tratado?,[@]¿Quién necesita sanación?,[@]Quem precisa de cura?,[@]Kto potrzebuje uzdrowienia?,[@]Braucht wer eine Heilung?,[@]Кого исцелить?,[@]Кому потрібне оздоровлення?,[@]那么谁需要治疗？
DIALOGUE_REUSABLE_HEALER_5,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.,[@]已经完成了哦。
DIALOGUE_REUSABLE_HEALER_7,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.,[@]已经完成了哦。
DIALOGUE_REUSABLE_HEALER_9,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.,[@]已经完成了哦。
DIALOGUE_REUSABLE_HEALER_11,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.,[@]已经完成了哦。
DIALOGUE_REUSABLE_HEALER_13,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.,[@]已经完成了哦。
DIALOGUE_REUSABLE_HEALER_14,[@]Does anyone else need healing?,[@]Est-ce que quelqu'un d'autre a besoin d'être guéri ?,[@]Devo guarire qualcun altro?,[@]ほかにも　ちりょうがひつような\nひとは　いるかい？,[@]또 치료가 필요하신 환자분 있나요?,[@]¿Alguien más necesita ser tratado?,[@]¿Alguien más necesita sanación?,[@]Alguém mais precisa de cura?,[@]Czy ktoś jeszcze potrzebuje uzdrowienia?,[@]Braucht noch jemand eine Heilung?,[@]Кого-то ещё надо исцелить?,[@]Комусь іще потрібне оздоровлення?,[@]还有其他人需要治疗吗？
DIALOGUE_REUSABLE_HEALER_14-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_HEALER_14-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_REUSABLE_HEALER_15,"[@]Mmm, come back when necessary.","[@]Mmh, reviens quand tu en auras besoin.","[@]Mmm, torna se ci fosse bisogno.",[@]いつでも　もどってきてくれ。,"[@]음, 지금은 치료할 게 없어 보이네요.","[@]Mmm, regresa cuando sea necesario.","[@]Mmm, vuelve cuando sea necesario.","[@]Hmm, volte quando for necessário.","[@]Mmm, wróć[if party:plural]cie[/if] w razie potrzeby.","[@]Mm-hmm, komm[if party:plural]t[/if] wieder, wenn es nötig ist.","[@]М-м-м, возвращай[if party:plural]тесь[else]ся[/if], если потребуется.","[@]М-м-м, [if party:plural]повертайтесь[else]повертайся[/if], коли потрібно.",[@]嗯，有需要的话随时都可以来找我。
DIALOGUE_REUSABLE_HEALER_16,[@]This person doesn't have an illness I can treat.,[@]Cette personne n'est pas atteinte d'une maladie que je puisse traiter.,[@]Questa persona non ha malattie che posso guarire.,[@]いたって　けんこうなようだが・・・。,[@]나중에 다치면 와주세요!,[@]Esta persona no tiene una enfermedad que pueda curar.,[@]Esta persona no tiene ninguna enfermedad que yo pueda tratar.,[@]Essa pessoa não tem uma doença que eu posso tratar.,"[@]Ta osoba nie cierpi na chorobę, którą mogę wyleczyć.","[@]Diese Person hat keine Krankheit, die ich heilen könnte.",[@]Я не смогу исцелить этого человека.,[@]Я не зможу зцілити цю людину.,[@]这个人的身上并没有这种症状。
DIALOGUE_REUSABLE_HEALER_18,"[@]If you don't have any money, I'm afraid you'll just have to keep on going in your current state.","[@]Si tu n'as pas d'argent, je crains fort que tu ne doives rester comme ça.","[@]Se non ti bastano i soldi, temo che dovrai andare avanti così come sei.",[@]おかねが　なければ　ちりょうできんのだ。,[@]돈이 부족하면 치료할 수 없어요.,"[@]Si no tienes dinero, me temo que seguirás teniendo tus dolencias.","[@]Si no tienes dinero, me temo que tendré que dejarte[BR]en tu estado actual.","[@]Sinto muito, mas se você está sem dinheiro, vai ter que ficar assim mesmo.","[@]Jeśli nie ma[if party:plural]cie[else]sz[/if] pieniędzy, obawiam się, że musi[if party:plural]cie[else]sz[/if] dalej żyć w obecnym stanie.","[@]Wenn du kein Geld hast, fürchte ich, dass du in deinem jetzigen Zustand beharren musst.","[@]Боюсь, если у [if party:plural]вас[else]тебя[/if] нет денег, [if party:plural]вам[else]тебе[/if] так и придётся жить в этом состоянии.","[@]Гм-м... Якщо у [if party:plural]вас[else]тебе[/if] немає грошей, [if party:plural]вам[else]тобі[/if] так і доведеться існувати в цьому стані.",[@]抱歉，如果没有钱的话，恐怕你就只能维持现在这个[BR]状态了。
DIALOGUE_REUSABLE_HEALER_SPEAKER_Healer,Healer,Guérisseur,Guaritore,ヒーラー,힐러,Curandero,Sanador,Curandeiro,Uzdrowiciel,Heiler,Целитель,Цілитель,治疗师
DIALOGUE_REUSABLE_LLOYD_SPEAKER,[Lloyd],,,,,,,,,,,,
DIALOGUE_REUSABLE_LOCKLOCKED_0,[@]It's locked.,[@]C'est fermé.,[@]È chiuso.,[@]カギが　かかっている。,[@]잠겨있다.,[@]Está cerrado.,[@]Cerrado.,[@]Está trancado.,[@]Zamknięte.,[@]Verschlossen.,[@]Закрыто.,[@]Закрито.,[@]锁住了。
DIALOGUE_REUSABLE_LOCKOPENED_0,[@][PartyLead] used [ItemArt1][ItemName].,[@][PartyLead] utilise [ItemArt1][ItemName].,[@][PartyLead] usa [ItemArt1][ItemName].,[@][PartyLead]は　[ItemName]を\nつかった。,[@][PartyLead][LeadArt0] [ItemName][ItemArt2] 사용했다.,[@][PartyLead] usó [ItemArt1][ItemName].,[@][PartyLead] ha usado [ItemArt1][ItemName].,[@][PartyLead] usou [ItemArt1][ItemName].,[@][PartyLead] użył[LeadArt4] [ItemArt3].,[@][PartyLead] benutzte [ItemArt6][ItemName].,[@][PartyLead] использует [ItemArt3].,[@][PartyLead] використовує [ItemArt3].,[@][PartyLead]使用了[ItemArt1][ItemName]。
DIALOGUE_REUSABLE_NOPROBLEM_0,[@]No problem here.,[@]Pas de problème ici.,[@]Nessun problema qui.,[@]もんだいなし。,[@]문제없다.,[@]Nada interesante.,[@]Nada interesante.,[@]Nada de interessante aqui.,[@]Tu nic nie ma.,[@]Hier ist alles in Ordnung.,[@]Ничего интересного.,[@]Нічого цікавого.,[@]这里没有问题。
