key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN,pr
BANANA_DESC,Can be made into an appealing gun.\nRestores [ItemValue] HP.,On peut en faire une très chouette arme à feu.\nRend [ItemValue] PV.,"Se la sbucci, diventa una pistola.\nRipristina [ItemValue] PS.",むくと　ひとかわむけた　じゅうにもなる。\nたべると　ＨＰを[ItemValue]かいふく。,흥미로운 총으로 만들 수 있다.\nHP를 [ItemValue]만큼 회복한다.,"Si la pelas, se vuelve una pistola.\nRestaura [ItemValue] PV.",Se puede convertir en una pistola que es la monda. Recupera [ItemValue] PV.,Dá para criar uma arma bacana.\nRecupera [ItemValue] HP.,"Mimo że to nie cytrus, to może być z niego niezły oręż. Przywraca [ItemValue] HP.",Kann in eine schicke Waffe verarbeitet werden.\nStellt [ItemValue] KP wieder her.,Может стать аппетитным пистолетом.\nВосстанавливает [ItemValue] ОЗ.,Може стати апетитним пістолетом.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,可以将其制作成一把具有吸引力的枪械。[BR]回复[ItemValue]点HP。,
BANANA_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Banana,Bananowi,Banana,","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","банан,банана,банану,банан,банане,,,ён,ся,ит,его","банан,банана,банану,банан,,,в,ий,є,ить,його",",,,,这个,它,是",
BASEBALLCAP_NAME,Baseball Cap,Casquette de baseball,Cappello da Baseball,やきゅうぼう,야구 모자,Gorra de béisbol,Gorra de béisbol,Boné de Beisebol,Czapka Baseballowa,Baseballmütze,Бейсболка,Бейсболка,棒球帽,
BASEBALLCAP_DESC,A hat for baseball players.\nOther @ Defense +[ItemValue].,Un couvre-chef pour les joueurs de baseball.\nAutre @ Défense +[ItemValue].,Un cappello per giocatori di baseball.\nAltro @ Difesa +[ItemValue].,やきゅうしょうねんの　ためのぼうし。\nそのた＠ディフェンス＋[ItemValue],야구 선수들을 위한 모자.\n기타 ＠ 디펜스 +[ItemValue].,Una gorra para jugadores de béisbol.\nOtro @ Defensa +[ItemValue].,Una gorra para jugadores de béisbol.\nOtro @ Defensa +[ItemValue].,Um chapéu para jogadores de beisebol.\nOutro @ Defesa +[ItemValue].,Czapka dla graczy baseballa.\nInne @ Obrona +[ItemValue].,Eine Mütze für Baseball-Spieler.\nAnderes @ Verteidigung +[ItemValue].,Бейсбольная кепка.\nПрочее @ Защита +[ItemValue].,Кепка бейсболіста.\nІнше @ Захист +[ItemValue].,一顶棒球手的帽子。[BR]其他@防御力+[ItemValue]。,
BASEBALLCAP_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Czapki Baseballowej,Czapce Baseballowej,Czapkę Baseballową,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","бейсболка,бейсболки,бейсболке,бейсболку,бейсболке,,а,ена,ась,ит,её","бейсболка,бейсболки,бейсболці,бейсболку,,,ла,а,е,ить,її",",,,,这个,它,是",
BASEBALLCAPMR_NAME,Mr. Baseball Cap,Casquette de pro,Cappello Mr. Baseball,ミスターのぼうし,미스터 야구 모자,Gorra Sr. Béisbol,Gorra del Sr. Béisbol,Boné Sr. Beisebol,Czapka Mr. Baseball,Mr. Baseballmütze,Кепка «М-р Бейсбол»,Кепка «М-р Бейсбол»,棒球先生帽,
BASEBALLCAPMR_DESC,A hat for seasoned baseball players.\nOther @ Defense +[ItemValue].,Un couvre-chef pour les joueurs de baseball professionnels. Autre @ Défense +[ItemValue].,Un cappello per giocatori di baseball esperti.\nAltro @ Difesa +[ItemValue].,ミスターとよばれはじめた　とあるせんしゅの\nぼうし。そのた＠ディフェンス＋[ItemValue],노련한 야구 선수들을 위한 모자.\n기타 @ 디펜스 +[ItemValue].,Una gorra para beisbolistas con experiencia.\nOtro @ Defensa +[ItemValue].,Una gorra para veteranos del béisbol.\nOtro @ Defensa +[ItemValue].,Um boné para jogadores de beisebol experientes.\nOutro @ Defesa +[ItemValue].,Czapka dla doświadczonych baseballistów.\nInne @ Obrona +[ItemValue].,Eine Mütze für erfahrene Baseballspieler.\nAnderes @ Verteidigung +[ItemValue].,Для профессионалов своего дела.\nПрочее @ Защита +[ItemValue].,Кепка для досвідчених бейсболістів.\nІнше @ Захист +[ItemValue].,一顶资深棒球手的帽子。[BR]其他@防御力+[ItemValue]。,
BASEBALLCAPMR_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Czapki Mr. Baseball,Czapce Mr. Baseball,Czapkę Mr. Baseball,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","кепка «Мистер Бейсбол»,кепки «Мистер Бейсбол»,кепке «Мистер Бейсбол»,кепку «Мистер Бейсбол»,кепке «Мистер Бейсбол»,,а,ена,ась,ит,её","кепка «Містер Бейсбол»,кепки «Містер Бейсбол»,кепці «Містер Бейсбол»,кепку «Містер Бейсбол»,,,ла,а,є,ить,її",",,,,这个,它,是",
BATALUMINUM_NAME,Aluminum Bat,Batte en aluminium,Mazza di alluminio,いいバット,알루미늄 배트,Bate de aluminio,Bate de aluminio,Taco de Alumínio,Aluminiowy Kij,Aluminium-Schläger,Алюминиевая бита,Алюмінієва бита,铝制球棒,
BATALUMINUM_DESC,"Sleek and lightweight, but hits hard.\nWeapon @ Offense +[ItemValue].","Légère et profilée, mais frappe fort.\nArme @ Attaque +[ItemValue].","Liscia e leggera, ma fa un male cane.\nArma @ Attacco +[ItemValue].",そうびすれば　つよいてきとも　たたかえる。\nぶき＠オフェンス＋[ItemValue],세련되고 가벼우면서도 강하다.\n무기 @ 오펜스 +[ItemValue].,"Liso y ligero, pero golpea fuerte.\nArma @ Ofensa +[ItemValue].","Liso y ligero, pero golpea fuerte.\nArma @ Fuerza +[ItemValue].","Fino e leve, porém bem forte.\nArma @ Ataque +[ItemValue].","Elegancki i lekki, ale uderza mocno.\nBroń @ Ofensywa +[ItemValue].",Leicht und elegant – schlägt dennoch hart zu.\nWaffe @ Angriff +[ItemValue].,"Хоть и лёгкая, а бьёт — будь здоров.\nОружие @ Атака +[ItemValue].","Легка та елегантна, але б'є сильно.\nЗброя @ Атака +[ItemValue].",时尚且轻巧，但打击力很强。[BR]武器@攻击力+[ItemValue]。,
BATALUMINUM_ART,"The ,the ,An ,an ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Aluminiowego Kija,Aluminiowemu Kijowi,Aluminiowy Kij,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","алюминиевая бита,алюминиевой биты,алюминиевой бите,алюминиевую биту,алюминиевой бите,,а,ена,ась,ит,её","алюмінієва бита,алюмінієвої бити,алюмінівій биті,алюмінієву биту,,,ла,а,е,ить,її",",,,,这个,它,是",
BATBIGLEAGUE_NAME,Big League Bat,Batte incroyable,Mazza Serie A,ゴージャスなバット,화려한 배트,Bate de ligas mayores,Bate de primera,Taco 1ª Divisão,Kij Ekstra Klasy,Schläger der Oberliga,Бита Высшей лиги,Бита Вищої ліги,大联盟球棒,
BATBIGLEAGUE_DESC,A favorite of professional players.\nWeapon @ Offense +[ItemValue].,Elle brille de mille feux.\nArme @ Attaque +[ItemValue].,La preferita dei giocatori professionisti.\nArma @ Attacco +[ItemValue].,プロの　おきにいり　かがやくバット。\nぶき＠オフェンス＋[ItemValue],프로 선수들의 애장품.\n무기 @ 오펜스 +[ItemValue].,El favorito de los jugadores profesionales.\nArma @ Ofensa +[ItemValue].,El favorito de los jugadores profesionales.\nArma @ Fuerza +[ItemValue].,O favorito dos jogadores profissionais.\nArma @ Ataque +[ItemValue].,Ulubieniec profesjonalnych graczy.\nBroń @ Ofensywa +[ItemValue].,Der Lieblingsschläger eines Profis.\nWaffe @ Angriff +[ItemValue].,Любимица профессиональных игроков.\nОружие @ Атака +[ItemValue].,Улюбленка професійних гравців.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,专业棒球手的最爱之一。[BR]武器@攻击力+[ItemValue]。,
BATBIGLEAGUE_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Kija Ekstra Klasy,Kijowi Ekstra Klasy,Kij Ekstra Klasy,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","бита Высшей лиги,биты Высшей лиги,бите Высшей лиги,биту Высшей лиги,бите Высшей лиги,,а,ена,ась,ит,её","бита Вищої ліги,бити Вищої ліги,биті Вищої ліги,биту Вищої ліги,,,ла,а,є,ить,її",",,,,这个,它,是",
BATHALLOFFAME_NAME,Hall of Fame Bat,Batte du panthéon,Mazza Hall of Fame,でんどういりバット,전당의 배트,Bate de colección,Bate de fama,Taco Famoso,Wiekopomny Kij,Berühmter Schläger,Бита Зала славы,Бита Залу слави,名人堂球棒,
BATHALLOFFAME_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Wiekopomnego Kija,Wiekopomnemu Kijowi,Wiekopomny Kij,","Ein ,ein ,Ein ,ein ,einen ,Ein ,ein ,Dein ,dein ,ein ,es,alten,wurde,war","бита Зала славы,биты Зала славы,бите Зала славы,биту Зала славы,бите Зала славы,,а,ена,ась,ит,её","бита Залу слави,бити Залу слави,биті Залу слави,биту Залу слави,,,ла,а,є,ить,її",",,,,这个,它,是",
BATHANK_NAME,Hank's Bat,Batte suprême,Mazza di Hank,さいこうのバット,최고의 배트,Bate de Hank,Bate de Hank,Taco do Hank,Kij Hanka,Hanks Schläger,Бита Хэнка,Бита Хенка,汉克球棒,
BATHANK_DESC,It even has his signature!\nWeapon @ Offense +[ItemValue].,Dédicacée par Hank !\n Arme @ Attaque +[ItemValue].,Ha perfino il suo autografo!\nArma @ Attacco +[ItemValue].,ハンクせんしゅの　サインいり。\nぶき＠オフェンス＋[ItemValue],게다가 행크의 친필 사인까지!\n무기 @ 오펜스 +[ItemValue].,¡Hasta tiene su firma!\nArma @ Ofensa +[ItemValue].,¡Incluso tiene su firma!\nArma @ Fuerza +[ItemValue].,Tem até o autógrafo dele!\nArma @ Ataque +[ItemValue].,I to z autografem!\nBroń @ Ofensywa +[ItemValue].,Er ist sogar signiert!\nWaffe @ Angriff +[ItemValue].,На ней даже его подпись!\nОружие @ Атака +[ItemValue].,На ній навіть є його підпис!\nЗброя @ Атака +[ItemValue].,这上面甚至有他的亲笔签名！[BR]武器@攻击力+[ItemValue]。,
BATHANK_ART,",,,,,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,El ,el ,este ,o,,","El ,el ,El ,el ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Kija Hanka,Kijowi Hanka,Kij Hanka,",",,,,,,,,,,ihn,,wurde,war","бита Хэнка,биты Хэнка,бите Хэнка,биту Хэнка,бите Хэнка,,а,ена,ась,ит,её","бита Хенка,бити Хенка,биті Хенка,биту Хенка,,,ла,а,е,ить,її",",,,,,它,是",
BATMINORLEAGUE_NAME,Minor League Bat,Batte robuste,Mazza Serie B,とてもいいバット,아주 좋은 배트,Bate de ligas menores,Bate de segunda,Taco 2ª Divisão,Kij Okręgówki,Schläger der Juniorliga,Бита Низшей лиги,Бита Нижчої ліги,小联盟球棒,
BATMINORLEAGUE_DESC,For up-and-coming baseball stars.\nWeapon @ Offense +[ItemValue].,"Avec ça, vous pouvez affronter des adversaires puissants. Arme @ Attaque +[ItemValue].",Per gli astri nascenti del baseball.\nArma @ Attacco +[ItemValue].,こうしえんに　しゅつじょうするならこれ。\nぶき＠オフェンス＋[ItemValue],고교 야구를 꿈꾸는 꿈나무를 위해.,Para las futuras estrellas beisbolistas.\nArma @ Ofensa +[ItemValue].,Para las futuras estrellas del béisbol.\nArma @ Fuerza +[ItemValue].,Para estrelas do beisebol em ascensão.\nArma @ Ataque +[ItemValue].,Dla wschodzących gwiazd baseballu.\nBroń @ Ofensywa +[ItemValue].,Für an- und aufstrebende Baseball-Stars.\nWaffe @ Angriff +[ItemValue].,Для восходящих звёзд бейсбола.\nОружие @ Атака +[ItemValue].,Для висхідних зірок бейсболу.\nЗброя @ Атака +[ItemValue].,专为那些前途无量的棒球新星所打造。[BR]武器@攻击力+[ItemValue]。,
BATMINORLEAGUE_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Kija Okręgówki,Kijowi Okręgówki,Kij Okręgówki,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","бита Низшей лиги,биты Низшей лиги,бите Низшей лиги,биту Низшей лиги,бите Низшей лиги,,а,ена,ась,ит,её","бита Нижчої ліги,бити Нижчої ліги,биті Нижчої ліги,биту Нижчої ліги,,,ла,а,є,ить,її",",,,,这个,它,是",
BATMRBASEBALL_NAME,Mr. Baseball Bat,Batte de pro,Mazza Mr. Baseball,ミスターのバット,미스터의 배트,Sr. Bate de béisbol,Bate Don Béisbol,Taco Sr. Beisebol,Kij Mr. Baseball,Mr. Baseball-Schläger,Бита «М-р Бейсбол»,Бита «М-р Бейсбол»,棒球先生球棒,
BATMRBASEBALL_DESC,For more serious players.\nWeapon @ Offense +[ItemValue].,Pour les joueurs vraiment sérieux.\nArme @ Attaque +[ItemValue].,Per i veri giocatori.\nArma @ Attacco +[ItemValue].,くさやきゅうの　ミスターがよくつかう。\nぶき＠オフェンス＋[ItemValue],프로 야구 선수들도 애용하는 배트.\n무기 @ 오펜스 +[ItemValue].,Para jugadores que son más serios.\nArma @ Ofensa +[ItemValue].,Para jugadores más experimentados.\nArma @ Fuerza +[ItemValue].,Para os jogadores mais sérios.\nArma @ Ataque +[ItemValue].,"Dla graczy, którzy biorą to na poważnie.\nBroń @ Ofensywa +[ItemValue].",Für mehr ernsthafte Spieler. \nWaffe @ Angriff +[ItemValue].,Для более серьёзных игроков.\nОружие @ Атака +[ItemValue].,Для більш серйозних гравців.\nЗброя @ Атака +[ItemValue].,为更认真的棒球手准备的。[BR]武器@攻击力+[ItemValue]。,
BATMRBASEBALL_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Kija Mr. Baseball,Kijowi Mr. Baseball,Kij Mr. Baseball,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","бита «Мистер Бейсбол»,биты «Мистер Бейсбол»,бите «Мистер Бейсбол»,биту «Мистер Бейсбол»,бите «Мистер Бейсбол»,,а,ена,ась,ит,её","бита «Містер Бейсбол»,бити «Містер Бейсбол»,биті «Містер Бейсбол»,биту «Містер Бейсбол»,,,ла,а,є,ить,її",",,,,这个,它,是",
BATOLD_NAME,Old Bat,Batte fêlée,Mazza vecchia,ふるびたバット,오래된 배트,Bate viejo,Bate viejo,Taco Velho,Stary Kij,Alter Baseballschläger,Старая бита,Стара бита,陈旧球棒,
BATOLD_DESC,A spare bat in case you don't have another.\nIt's too weak to use in battle.,"Une batte de rechange, si vous n'en avez pas d'autre. Trop inefficace pour servir au combat.",Una mazza di scorta se non ne hai altre.\nTroppo fragile per combatterci.,フィールドでつかえる　よびのバット。\n[color][ui_cancel][/color]ボタンで　ふることが　できる。,배트가 없을 때를 대비한 비상용 배트.\n전투에 사용하기엔 많이 낡았다.,Un bate de repuesto en caso de necesitar uno.\nEs demasiado débil para usarlo en batalla.,Un bate de repuesto por si no tienes ningún otro. Es demasiado frágil para usarlo en combate.,Um taco só para quebrar um galho.\nÉ fraco demais para usar em batalha.,"Zapasowy kij na wypadek, gdybyś nie miał innego. Jest za słaby, by używać go w walce.","Ein Ersatzschläger, falls du nichts anderes hast.\nZu schwach, um ihn im Kampf zu verwenden.","Запасная бита на случай, если у тебя нет другой. Совсем не подходит для боя.","Запасна бита. Знадобиться, коли немає іншої.\nЗанадто крихка для бою.",一只备用球棒，以防你手无寸铁。[BR]它太脆弱了，无法用于战斗中。,
BATOLD_ART,"The ,the ,An ,an ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Starego Kija,Staremu Kijowi,Stary Kij,","Ein ,ein ,Ein ,ein ,einen ,Ein ,ein ,Dein ,dein ,ein ,es,alten,wurde,war","старая бита,старой биты,старой бите,старую биту,старой бите,,а,ена,ась,ит,её","стара бита,старої бити,старій биті,стару биту,,,ла,а,е,ить,її",",,,,这个,它,是",
BATPLASTIC_NAME,Plastic Bat,Batte en plastique,Mazza di plastica,ボロのバット,플라스틱 배트,Bate de plástico,Bate de plástico,Taco de Plástico,Plastikowy Kij,Plastik-Schläger,Пластиковая бита,Пластикова бита,塑料球棒,
BATPLASTIC_DESC,A cheap plastic bat.\nWeapon @ Offense +[ItemValue].,Une batte en plastique bas de gamme.\nArme @ Attaque +[ItemValue].,Una mazza di plastica scadente.\nArma @ Attacco +[ItemValue].,[Ninten]　これを　ぶきとして\nつかってみよう！　ぶき@オフェンス＋[ItemValue],싸구려 플라스틱 배트.\n무기 ＠ 오펜스 +[ItemValue].,Un bate de plástico barato.\nArma @ Ofensa +[ItemValue].,Un bate de plástico barato.\nArma @ Fuerza +[ItemValue].,Um taco de plástico barato.\nArma @ Ataque +[ItemValue].,Tani plastikowy kij.\nBroń @ Ofensywa +[ItemValue].,Ein billiger Plastikschläger.\nWaffe @ Angriff +[ItemValue].,Дешёвая пластиковая бита.\nОружие @ Атака +[ItemValue].,Дешева пластикова бита.\nЗброя @ Атака +[ItemValue].,一支便宜的塑料球棒。[BR]武器@攻击力+[ItemValue]。,
BATPLASTIC_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Plastikowego Kija,Plastikowemu Kijowi,Plastikowy Kij,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","пластиковая бита,пластиковой биты,пластиковой бите,пластиковую биту,пластиковой бите,,а,ена,ась,ит,её","пластикова бита,пластикової бити,пластиковій биті,пластикову биту,,,ла,а,е,ить,її",",,,,这个,它,是",
