key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN,pr
DIALOGUE_PODUNK_CUTSCENES_CAROL_CALL_7,"[@]Could you get it, [Ninten]?","[@]Tu peux aller décrocher, [Ninten] ?","[@]Puoi rispondere tu, [Ninten]?",[@][Ninten]　おねがい！,"[@]어서 받아보렴, [Ninten].","[@]¿Podrías contestar, [Ninten]?","[@]¿Podrías cogerlo, [Ninten]?","[@]Pode atender o telefone, [Ninten]?","[@]Mógłbyś odebrać, [Ninten]?","[@]Gehst du bitte ran, [Ninten]?","[@][Ninten], ответишь?","[@][Ninten], можеш відповісти?",[@][Ninten]，你可以帮忙接一下吗？,
DIALOGUE_PODUNK_CUTSCENES_CAROL_CALL_SPEAKER_Carol,Carol,,,キャロル,캐럴,,,,,,Кэрол,Керол,卡罗尔,
DIALOGUE_PODUNK_CUTSCENES_CAROL_PHONE_0,"[@]Telephone! [Ninten], would you please get it?","[@]Téléphone ! [Ninten], tu peux décrocher ?","[@]Il telefono! [Ninten], potresti rispondere?",[@][Ninten]　どこにいくの？\nでんわよ　おねがい。,[@][Ninten]! 전화 좀 받아주겠니?,"[@]¡Teléfono! [Ninten], ¿podrías contestar, por favor?","[@]¡El teléfono! [Ninten], ¿podrías cogerlo?","[@]O telefone! [Ninten], você pode atender, por favor?","[@]Telefon! [Ninten], czy mógłbyś go odebrać?","[@]Telefon! [Ninten], kannst du bitte rangehen?","[@][Ninten], пожалуйста, возьми трубку!","[@]Телефон! [Ninten], будь ласка, візьми слухавку!",[@]有人打电话！[Ninten]，麻烦你去接一下好吗？,
DIALOGUE_PODUNK_CUTSCENES_CAROL_PHONE_SPEAKER_Carol,Carol,,,キャロル,캐럴,,,,,,Кэрол,Керол,卡罗尔,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_0,[@]?!,,,[@]！？,,[@]¡¿?!,[@]¡¿...?!,,,,,,[@]？！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_1,[@]AHHHH!,[@]AHHHH !,,[@]ギャー！！！,[@]으아아악!,[@]¡AHHHH!,[@]¡AAAAH!,,,,[@]А-А-А-А-А!,[@]А-А-А-А-А!,[@]啊啊啊啊啊！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_2,[@]Z-Z-ZOMBIE!!!,[@]U-U-UN ZOMBIE !!!,[@]Z-Z-ZOMBI!!!,[@]ゾンビー！！！,[@]ㅈ-좀ㅂ-비다!!!,[@]¡¡¡U-U-UN ZOMBI!!!,[@]¡¡¡U-U-UN ZOMBI!!!,[@]Z-Z-ZUMBI!!!,,,[@]ЗО-О-ОМБИ!!!,[@]ЗО-О-ОМБІ!!!,[@]丧-丧-丧尸！！！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_4,[@]Stop lying! I can clearly tell you're a zombie![WAIT@]No normal person would walk around with clothes like that!,[@]Arrête de mentir ! Je vois très bien que t'es un zombie ![WAIT@]Les gens normaux se baladent pas habillés comme ça !,[@]Non dire bugie! Lo vedo che sei uno zombi![WAIT@]Nessuno andrebbe in giro vestito così!,[@]は？　にんげんだって？[WAIT@]ウソよ！[DELAY]　わたしは　だまされないんだから！[WAIT@]にんげんだったら　そんな\nへんちくりんなふく　きるはず　ないでしょ！,[@]거짓말하지 마! 그 패션 센스를 봐![WAIT@]정상적인 뇌를 가졌으면 그런 옷을 입고 다니겠어?!,[@]¡Deja de mentir! ¡Se nota claramente que eres un zombi![WAIT@]¡Ninguna persona normal andaría con esa ropa!,[@]¡No mientas! ¡Se nota claramente que eres un zombi![WAIT@]¡Nadie iría con esas pintas!,[@]Você não me engana! Tá na cara que você é um zumbi![WAIT@]Quem mais andaria com umas roupas esquisitas assim?!,"[@]Nie kłam! Wyraźnie widać, że jesteś zombie![WAIT@]Nikt normalny nie chodziłby ubrany w taki sposób!","[@]Hör auf zu lügen! Ich sehe ganz genau, dass du ein Zombie bist![WAIT@]Keine normale Person würde mit solchen Klamotten rumlaufen!","[@]Не ври! Я точно знаю, ты зомби![WAIT@]Ни один нормальный человек не стал бы ходить в этом шмотье!","[@]Не бреши! Точно знаю, що ти зомбі![WAIT@]Жодна нормальна людина не вийшла б на вулицю в таких ганчірках!",[@]别撒谎了！我一眼就能看出你是丧尸！[WAIT@]正常人谁会穿着那种衣服到处走！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_7,"[@]You might be scary, zombie,","[@]T'as beau être flippant, le zombie,","[@]Mi farai anche paura, zombi,",[@]ゾンビは　ちょ　ちょっと　こわいけど・・・。,[@]이 좀비야! 내가 너한테 떨 줄 알아?,"[@]Podrás dar miedo, zombi,","[@]Podrás dar miedo, zombi,","[@]Você pode até ser medonho, zumbi,","[@]Może i jesteś przerażający, zombie,","[@]Du magst gruselig sein, Zombie,","[@]Пугай меня сколько хочешь, зомби...","[@]Може, зомбі, ти і жахливий...",[@]丧尸嘛，虽、虽说有点可怕…,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_8,[@]but [Pippi] never goes down without a fight!,[@][Pippi] est pas du genre à se laisser faire !,"[@]ma te la dovrai vedere con me, [Pippi]!",[@]こんなところで　おとなしく　たべられて\nたまるもんか！　かかってきなさいよ！,[@]가만히 물려주진 않을 거야! 덤벼!,[@]¡pero [Pippi] nunca se rinde sin pelear!,[@]¡pero [Pippi] nunca se rinde sin luchar!,[@]mas a [Pippi] aqui não desiste sem uma briga!,[@]ale [Pippi] nigdy nie poddaje się bez walki!,[@]aber [Pippi] gibt nie ohne Kampf auf!,[@]Но [Pippi] без боя не сдастся!,[@]Але [Pippi] без бою не здасться!,[@]但[Pippi]从不会不战而败！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_REMATCH_0,[@]?!,[@]? !,,[@]ギャー！！！,,[@]¡¿?!,[@]¡¿...?!,,,,,,[@]？！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_REMATCH_1,[@]Y-Y-YOU AGAIN?!!,[@]C-C-C'EST ENCORE TOI ?!!,[@]D-D-DI NUOVO TU?!!,[@]なによ！　こりもせず　またきたの！？,[@]분명 죽였던 거 같은데?!!,[@]¡¡¿T-T-TÚ OTRA VEZ?!!,[@]¡¡¿T-T-TÚ DE NUEVO?!!,[@]V-V-VOCÊ DE NOVO?!!,[@]Z-Z-ZNOWU TY?!!,[@]D-D-Du schon wieder?!!,"[@]Ч-Ч-ЧТО, ОПЯТЬ ТЫ?!!","[@]Щ-Щ-ЩО, ЗНОВУ ТИ?!!",[@]又-又-又是你？！！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_REMATCH_4,"[@]I don't care how many times you come back, zombie,","[@]Tu pourras bien revenir autant de fois que tu voudras, le zombie,","[@]Provaci quanto vuoi, zombi,",[@]なんかい　たたかったって　おんなじよ！,[@]몇백 번이고 살아나도 상관없어!,"[@]No importa cuántas veces regreses, zombi,","[@]Da igual cuántas veces vuelvas, zombi,","[@]Eu não ligo quantas vezes você volte, zumbi,","[@]Nie obchodzi mnie, ile razy wrócisz, zombie,","[@]Mir egal wie oft du zurückkommst, Zombie,","[@]Мне плевать, сколько раз ты ещё вернёшься, зомби!","[@]Мені байдуже, скільки разів ти повернешся, зомбі,",[@]不管来多少次都一样！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_ATTACK_REMATCH_5,[@]but [Pippi] always wins!,[@]mais c'est toujours [Pippi] qui vaincra !,[@]ma vincerà sempre [Pippi]!,[@]わたしは　まけないんだから！,"[@]얼마든지 덤벼, 난 천하무적이니까!","[@]¡porque yo, [Pippi], siempre te venceré!",[@]¡porque [Pippi] siempre gana!,[@]a [Pippi] aqui vai vencer sempre!,[@][Pippi] zawsze wygra!,[@]denn [Pippi] gewinnt immer!,[@][Pippi] всё равно победит!,[@]але [Pippi] завжди виграє!,[@]我[Pippi]还是会赢的！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_0,"[@]Okay, okay! I surrender!","[@]C'est bon, c'est bon ! Je me rends !","[@]Ok, ok, mi arrendo!",[@]いたっ！　こうさん　こうさん！,"[@]미안, 미안! 항복할게!","[@]¡Bien, bien! ¡Me rindo!","[@]¡Vale, vale! ¡Me rindo!",[@]Ok! Ok! Eu me rendo!,"[@]Dobra, dobra! Poddaję się!","[@]Okay, okay! Ich ergebe mich!",[@]Ладно-ладно! Я сдаюсь!,"[@]Гаразд, гаразд! Я здаюся!",[@]好的，好的！我投降啦！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_1,"[@]Just, please don't eat my brain...","[@]Mais au moins, pitié, me mange pas la cervelle...","[@]Non mangiarmi il cervello però, ti prego...",[@]やるなら　やりなさいよ！\nでも　のうみそだけは　たべないで・・・。,[@]내 뇌만 먹지 말아 줘... 제발.,"[@]Solo, por favor, no me comas mi cerebro...","[@]Pero por favor, no me comas el cerebro...","[@]Só por favor, não coma o meu cérebro...","[@]Tylko, proszę, nie zjadaj mi mózgu...","[@]Nur, bitte iss nicht mein Gehirn ...","[@]Только прошу, не ешь мои мозги...","[@]Тільки прошу, не їж мої мізки...",[@]就是，请别吃掉我的脑子…,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_3,[@]Huh?,[@]Hein ?,[@]Eh?,[@]・・・？,[@]...응?,[@]¿Eh?,[@]¿Eh?,[@]Hã?,[@]Hę?,[@]Hä?,[@]А?,[@]Гм?,[@]哈？,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_5,[@]So... you're NOT a zombie?,[@]Donc... t'es PAS un zombie ?,[@]Aspetta... NON sei uno zombi?,[@]え・・・\nほんとに　ゾンビじゃないの？,[@]뭐야... 사람이었어?,[@]Así que... ¿tú NO eres un zombi?,[@]Entonces... ¿no eres un zombi?,[@]Então... você não é um zumbi?,[@]Więc... NIE jesteś zombie?,[@]Du bist also ... KEIN Zombie?,[@]Так ты... не зомби?,[@]Так ти... НЕ зомбі?,[@]所以…你不是个丧尸？,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_7,[@]Why didn't you say so earlier?[WAIT@]This entire situation could have been avoided!,[@]Mais pourquoi tu l'as pas dit plus tôt ?[WAIT@]Toute cette situation aurait pu être évitée !,[@]Perché non l'hai detto subito?[WAIT@]Potevamo risparmiarci tutto questo!,[@]なら　さいしょから　そういってよ！！！[WAIT@]たたかわなくて　すんだのに！！！,[@]왜 진작 말 안 했던 거야![WAIT@]진짜 좀비인 줄 알고 식겁했다고!,[@]¿Por qué no lo dijiste antes?[WAIT@]¡Toda esto se pudo haber evitado!,[@]¡¿Por qué no me lo has dicho antes?![WAIT@]¡Nos habríamos evitado todo este lío!,"[@]Ora, por que você não me disse antes?[WAIT@]A gente podia ter evitado essa confusão toda!",[@]Czemu nie powiedziałeś tego wcześniej?[WAIT@]Można było uniknąć tej całej sytuacji!,[@]Warum hast du das nicht früher gesagt?![WAIT@]Wir hätten die ganze Situation vermeiden können!,[@]Что ж ты раньше не сказал![WAIT@]Мы могли обойтись без всего этого!,[@]Чому ж ти раніше не сказав?[WAIT@]Можна було б уникнути усієї цієї ситуації!,[@]那你怎么不早点说呀？！！[WAIT@]整个事情本来都可以避免的！[WAIT@]这样一来我们就不用打架了！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_10,"[@]Wait a minute... I think I finally recognize you.[WAIT@]You're Mimmie and Minnie's older brother, [Ninten]!","[@]Attends une seconde... Je crois que je te reconnais, maintenant.[WAIT@]T'es [Ninten], le grand frère de Mimmie et Minnie !","[@]Un attimo... ma io ti conosco.[WAIT@]Sei [Ninten], il fratellone di Mimmie e Minni!",[@]あれ？[DELAY]　あなた　もしかして・・・。[WAIT@]ミミーとミニーのおにいちゃんの\n[Ninten]ちゃん　だよね？！,[@]잠깐... 그러고보니 구면인 거 같은데.[WAIT@]아! 미미랑 미니 오빠였구나!,"[@]Espera un minuto... Creo que por fin te reconozco.[WAIT@]Eres el hermano mayor de Mimmie y Minnie, ¡[Ninten]!","[@]Un momento... Creo que te conozco.[WAIT@]¡Eres [Ninten], el hermano mayor de Mimmie y Minnie!",[@]Peraí... Acho que me lembrei de quem você é...[WAIT@]Você é o irmão mais velho da Mimmie e da Minnie! [Ninten]!,"[@]Chwileczkę... chyba jednak cię poznaję.[WAIT@]Jesteś starszym bratem Mimmie i Minnie, [Ninten]!","[@]Warte mal ... Ich glaube, ich erkenne dich endlich.[WAIT@]Du bist Mimmie und Minnies älterer Bruder, [Ninten]!","[@]Погоди... Я тебя узнаю, кажется.[WAIT@]Ты [Ninten] — старший брат Мимми и Минни!","[@]Так, постривай... Здається, я тебе впізнаю.[WAIT@]Ти [Ninten] — старший брат Міммі і Мінні!",[@]咦？[DELAY]等一下…我想我终于认出你来了。[WAIT@]你是米妮和米米的哥哥，[Ninten]！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_12,"[@]Wow, the rumors are true. You really do look like that galactic farm boy!","[@]Waouh, alors les rumeurs disaient vrai. Tu ressembles vraiment à ce fermier des étoiles !","[@]Allora è vero quello che si dice, somigli davvero a quel ragazzo di campagna galattico!",[@]うわぁ　うわさどおりね！\nなんとかスキーウォーカーに　にてる！,[@]진짜 걔네 말대로 스타워즈 주인공이랑 완전 닮았네!,"[@]Guau, los rumores son ciertos. ¡Realmente te pareces a ese granjero galáctico!","[@]Vaya, entonces los rumores son ciertos. ¡Te pareces mucho a ese granjero del espacio!","[@]Uau, então os boatos são verdade. Você se parece mesmo com aquele fazendeiro espacial!","[@]Wow, plotki są prawdziwe. Naprawdę wyglądasz jak ten chłopiec z galaktycznej farmy!",[@]Wow. Die Gerüchte sind wahr. Du siehst aus wie dieser Weltraumbauer!,"[@]Ух ты, а люди-то не врали. Ты и правда похож на того парня из далёкой-далёкой галактики!","[@]Ого, а чутки правдиві. Ти справді виглядаєш як той хлопець з галактичної ферми!",[@]哇，传闻是真的。[WAIT@]你看起来真的很像那个银河系农夫男孩！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_14,[@]What's that?[WAIT@]My mom's looking for me?[WAIT@]And you came all this way just to find me?,[@]Qu'est-ce que tu dis ?[WAIT@]Ma maman me cherche partout ?[WAIT@]Et t'as fait tout ce chemin pour me retrouver ?,[@]Che hai detto?[WAIT@]La mamma mi sta cercando?[WAIT@]E sei venuto fin qui solo per dirmelo?,[@]え？　なに？[WAIT@]まちのみんなが　わたしをさがしてるの！？[WAIT@]それで　[Ninten]ちゃんが　ひとりで\nはかばまで　わたしを　たすけにきてくれたの！？,[@]응?[WAIT@]엄마가 날 찾고 있다고?[WAIT@]그래서 여기까지 온 거고?,[@]¿Qué?[WAIT@]¿Mi mamá me está buscando?[WAIT@]¿Y viniste hasta aquí sólo para encontrarme?,[@]¿Qué?[WAIT@]¿Que mi mamá me está buscando por todos lados?[WAIT@]¿Y has venido hasta aquí a buscarme?,"[@]Quê?[WAIT@]Ah, a minha mãe tava me procurando?[WAIT@]E você veio até aqui só pra me encontrar?","[@]Co takiego?[WAIT@]Moja mama mnie szuka?[WAIT@]A ty przyleciałeś tu tylko po to, żeby mnie znaleźć?","[@]Wie?[WAIT@]Mama sucht nach mir?[WAIT@]Und du bist den ganzen Weg gekommen, nur um mich zu finden?",[@]...А?[WAIT@]Меня ищет мама?[WAIT@]И ты ради этого проделал весь этот путь?,[@]Що?[WAIT@]Моя мама мене шукає?[WAIT@]І ти прийшов сюди лише щоб мене знайти?,[@]什么？[WAIT@]妈妈和小镇的大家在找我？[WAIT@]然后你就一个人跑来墓地找我了吗？,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_18,"[@]Well, aren't you a brave boy!","[@]T'es super courageux, dis donc !",[@]Sei proprio coraggioso!,[@]あなたって　ゆうきあるね？,[@]오빠 진짜 용감하구나!,"[@]¡Vaya, sí que eres un chico valiente!",[@]¡Sí que eres un chico valiente!,[@]Uau! que corajoso!,[@]Czyż nie jesteś dzielnym chłopcem?,[@]Bist du nicht tapfer!,[@]Какой же ты храбрый!,[@]Який ти хоробрий!,[@]哇，你真是一个勇敢的男孩子！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_18-OPT_0,Yes,Oui,Sì,はい,응,Sí,Sí,Sim,Tak,Ja,Ага,Ага,当然,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_18-OPT_1,No,Non,,いいえ,아니,,,Não,Nie,Nee,Да не...,Та не дуже...,没有,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_19,"[@]Don't get too swell headed, ha-ha-ha!","[@]Bon, prends pas la grosse tête non plus, ha ha ha !","[@]Non montarti la testa, ahaha!",[@]この　おちょうしもの。[DELAY:6]　ハハハ！,[@]너무 자화자찬 아니야? 하하하!,"[@]¡No seas tan engreído, jajaja!","[@]¡Que no se te suba tanto a la cabeza! ¡Ja, ja, ja!","[@]Não deixe isso subir à sua cabeça, hahaha!","[@]Nie podniecaj się tak, ha-ha-ha!","[@]Werd ja nicht übermutig, hahaha!","[@]Ну, слишком не зазнавайся, ха-ха-ха!","[@]Ну, вже не зазнавайся, ха-ха-ха!",[@]可别太得意忘形了哦。[DELAY:6]哈-哈-哈-哈-！,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_20,"[@]Really? Well, I think you ARE brave.[WAIT@]You know what? I think I like you, [Ninten]. Do you like me?","[@]Vraiment ? Eh ben moi, je pense que si.[WAIT@]Tu sais quoi ? Je crois que tu me plais, [Ninten]. Est-ce que je te plais aussi, moi ?","[@]Davvero? Secondo me tu SEI coraggioso.[WAIT@]Sai cosa? Mi piaci, [Ninten]. Io ti piaccio?",[@]いいえ！　ゆうき　あるわよ！[WAIT@]なんだか　[Ninten]くんのこと　きにいったわ！\nわたしのことも　きにいってくれた？,[@]정말? 그래도 난 용감하다고 생각해.[WAIT@]오빠? 나 오빠한테 한눈에 반했어.[BR][Ninten] 오빠도 나 좋은 거 같아?,"[@]¿En serio? Bueno, yo creo que tú ERES valiente.[WAIT@]¿Sabes? Creo que me gustas, [Ninten].\n¿Te gusto yo a ti?","[@]¿De verdad? Bueno, yo creo que eres valiente.[WAIT@]¿Sabes? Creo que me gustas, [Ninten].\n¿Te gusto yo a ti?","[@]Sério? Bem, eu acho você corajoso.[WAIT@]Quer saber? Gostei de você, [Ninten]. Você gosta de mim?","[@]Tak? A ja myślę, że JESTEŚ odważny.[WAIT@]Wiesz co? Myślę, że cię lubię, [Ninten]. A ty mnie lubisz?","[@]Echt? Also ich denke, du BIST tapfer.[WAIT@]Weißt du? Ich glaub, ich mag dich [Ninten]. Magst du mich?","[@]Думаешь? А я думаю, ты храбрый![WAIT@]А ещё: по-моему, ты мне нравишься, [Ninten].\nА я тебе нравлюсь?","[@]Невже? А я думаю, ти хоробрий! [WAIT@]Знаєш, що ще? Я думаю, ти мені подобаєшся, [Ninten].\nА я тобі подобаюся?",[@]真的吗？我觉得你真的很勇敢。[WAIT@]你知道吗？我觉得我喜欢你，[Ninten]。[WAIT@]你喜欢我吗？,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_21-OPT_0,Yes,Oui,Sì,はい,응,Sí,Sí,Sim,Tak,Ja,Да,Так,是,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_21-OPT_1,No,Non,,いいえ,아니,,,Não,Nie,Nein,Нет,Ні,否,
DIALOGUE_PODUNK_CUTSCENES_CATACOMBS_PIPPI_DEFEAT_22,[@]Yeah... You probably have someone special already...,[@]Ouais... Tu dois déjà avoir quelqu'un dans ta vie...,[@]Lo capisco... avrai già qualcun altro nel tuo cuore...,[@]そう・・・。　\n[DELAY]すきなひとが　いるのね[DELAY]　きっと・・・。,"[@]그래, 당연히 있겠지... 그래...",[@]Sí... probablemente ya tengas a alguien especial...,[@]Entiendo... Probablemente ya tengas a alguien especial...,[@]É... você provavelmente já tem alguém especial...,[@]Tak... Pewnie masz już tą wyjątkową osobę...,"[@]Tja, du hast wahrscheinlich schon jemand Besonderen im Leben ...","[@]Ага... Наверное, у тебя уже кто-то есть...","[@]Ага... Напевно, у тебе вже хтось є...",[@]好吧…你果然有喜欢的人了呢…[WAIT@]一定是这样子吧…,
