key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
BATTLE_STARMAN_JR_0,It seems that I've miscalculated...,IL SEMBLERAIT QUE JE ME SOIS TROMPÉ DANS MES ESTIMATIONS...,Devo aver\nsbagliato i calcoli...,ソウテイガイ　ダッタ。,내가 계산을 잘못한 것 같군...,Parece que mis cálculos eran incorrectos...,Parece que mis cálculos eran incorrectos...,Parece que meus cálculos estavam errados...,Moje kalkulacje\nzdają się być błędne...,Ich habe mich wohl verkalkuliert ...,"ПОХОЖЕ, Я ОШИБСЯ\nВ РАСЧЁТАХ...","СХОЖЕ, Я ПРОРАХУВАВСЯ...",看起来是我失算了…
BATTLE_STARMAN_JR_1,You appear to be\nmuch stronger than I've anticipated.,TU ES MANIFESTEMENT BIEN PLUS FORT QUE CE QUE J'AVAIS IMAGINÉ.,Sembri più forte\ndi quanto mi aspettassi.,オマエハ　ケイサンシテイタ\nイジョウニ　テゴワイ\nアイテダッタ。,넌 내 예상치보다 훨씬 더 강하다.,Eres mucho más fuerte de lo que esperaba.,Eres mucho más fuerte de lo que esperaba.,Você parece ser muito mais forte do que previ.,Wydajesz się być\nznacznie silniejszy\nniż przewidywałem.,"Du bist viel stärker, als ich erwartet hatte.","ОКАЗЫВАЕТСЯ,\nТЫ ГОРАЗДО\nСИЛЬНЕЕ, ЧЕМ\nПРЕДПОЛАГАЛОСЬ.","ОПИНЯЄТЬСЯ, ТИ НАБАГАТО СИЛЬНІШЕ, НІЖ Я ДУМАВ.",你似乎\n比我预想中的要强很多。
BATTLE_STARMAN_JR_2,But no matter...,MAIS CELA N'A PAS D'IMPORTANCE...,Ma non importa...,ダガ　モンダイハナイ。,하지만 상관없다...,Pero eso no importa...,Pero no importa...,"Mas, não importa...",Ale to nieistotne...,Aber das ist egal ...,НО ЭТО НЕ ИМЕЕТ ЗНАЧЕНИЯ...,АЛЕ НЕМАЄ РІЗНИЦІ...,不过无所谓…
BATTLE_STARMAN_JR_3,This next attack is sure to wipe you out!,CETTE PROCHAINE ATTAQUE VA FORCÉMENT TE RÉDUIRE À NÉANT ¦,Il prossimo attacco\nti sconfiggerà\nper forza!,コノ　コウゲキデ\nコッパミジンニ\nナルガイイ！,이번 공격을 끝으로 넌 끝을 맞이할 것이다!,¡Este próximo ataque te hará trizas!,¡Porque te aniquilaré con mi próximo ataque!,Meu próximo ataque irá acabar com você!,Następny atak\nzmiecie cię z planszy!,Der nächste Angriff wird dich mit Sicherheit auslöschen!,СЛЕДУЮЩАЯ АТАКА ТОЧНО ТЕБЯ ЛИКВИДИРУЕТ!,НАСТУПНА АТАКА ТОЧНО СТРЕ ТЕБЕ З ЛИЦЯ ЦІЄЇ ПЛАНЕТИ!,下一招必定会将你彻底击溃！
BATTLE_FISH_0,"Ey, yer lookin' real rusty, lad!","Hé, moussaillon de malheur ¦ Tu s'rais pas un peu rouillé ?","Arrr, mozzo! Mi sembri un po' arrugginito, eh!",おい！\nさては　うでが　にぶっているな？,"이 자식, 괜찮냐!","¡Eh, te ve' bien oxidao', mi niño!","¡Te beo mu ôççidao, xabâh!","Arr, você está bem enferrujado, marujo!","Coś ci nie idzie, szczurze lądowy!","Siehst a bissl eingerostet aus, Kleiner!","Сынок, да ты ж совсем драться не умеешь!","Та ти, синку, зовсім битися не вмієш!",喂，你看起来可真是手生啊，小子！
BATTLE_FISH_1,Did yer mommy forget to teach ya how to do an [color]Encore[/color]?,Ta môman t'a pas appris comment faire un [color]Encore[/color] ?,"Che succede, nessuno t'ha insegnato come si fa un [color]Encore[/color]?",おめーの　かあちゃん\nさては[color]Encoreわざ[/color]の\nつかいかたを　おしえてないな？,네 엄마는 설마 [color]앙코르[/color] 쓰는 법도 안 가르쳐 준 거냐?,¿Acaso a tu mami se le olvio' enseñarte cómo usa' una [color]Encore[/color]?,¿Ê que tu mare no t'ha ençeñao a marcarte\nun [color]Bis[/color]?,Sua mãe esqueceu de te ensinar como fazer um [color]Bis[/color]?,"Matka cię nie nauczyła, jak się robi [color]Bis[/color]?","Hat dei Mudda vergessen, dir beizubringen, wie man ne [color]Encore[/color] macht?",Мамаша тебя не учила ходить [color]на бис[/color]?,"Невже мамаша не навчила, що таке [color]Біс[/color]?",难道你妈都没教过你咋做一个酷炸天的[color]加演[/color]吗？
BATTLE_FISH_2,"I'd feel bad wailin' on ya, so lemme even the playin' field.","Que le grand cric me croque si j'm'acharne sur un pauv' matelot, alors j'vais p't'êt' plutôt t'aider.","Mi spiacerebbe mandarti al tappeto così facilmente, arrr! Vieni, che te lo spiego io.",いっぽうてきな　たたかいは\nフェアじゃねぇ。\nとくべつに　おしえてやるぜ。,정정당당한 승부를 위해 특별히 알려주마.,"Me sentiría mal arte' una paliza, éjame' que iualo' la pelea.","Me çabría mal darte la der purpo, açí que\ndeha que iguale un poco la coça.","Vou me sentir mal se eu só ficar te atacando, então vou deixar a luta mais justa.","Głupio by mi było cię tak okładać, więc wyrównajmy szanse.",Ich fühl mich bissl schlecht so. Lass mich den Kampf fairer machen.,"Самому объяснить, что ли. А то нечестно получается.","Що мені, самому пояснити?\nА то якось нечесно виходить!",要是就这么揍你吧，还挺过意不去的，那咱就公平点好了！
BATTLE_FISH_3,Ya see that long bar at the bottom of yer screen?,T'as r'marqué la longue barre en bas d'l'écran ?,Vedi quella barra laggiù in fondo allo schermo?,がめんの　したにある\nながいバー・・・\nSPメーターが　みえるだろう？,화면 아래에 기다란 SP 게이지는 보이겠지?,¿Ve' la barra larga que tá' en la parte e' acá' e' la pantalla?,¿Bêh eça barra tan larga que ay aí abaho en tu pantaya?,Está vendo aquela barra grande no inferior da sua tela?,Widzisz ten długi pasek na dole ekranu?,Siehste diesen langen Balken unten am Bildschirm?,"В общем, у тебя там полоска внизу.",Бачиш ту довгу смугу внизу свого екрана?,瞅见没，你屏幕底下那根儿长条条？
BATTLE_FISH_4,"Once ya get \n[color]4 pointers[/color], it'll glow like gold!","Au bout d'[color]4 paliers[/color], elle va s'mettre à briller comme un joyau !","Quando raggiunge [color]4 punti[/color], comincia a brillare come un tesoro sotto il sole!",ゲージを　4つためれば\nピカピカと　かがやきはじめる！,게이지가 [color]4칸[/color] 차면 빛나기 시작할 거다!,"¡Cuando tenga' \n[color]4 puntacos[/color], brillará como oro!","¡En cuanto eço tenga\n[color]4 puntacô[/color], eço ba a\nbriyá como el oro!","Quando você ter \n[color]4 pontos[/color], ela vai brilhar feito ouro!","Gdy zdobędziesz \n[color]4 punkty[/color], zaświeci się jak złoto!","Sobald der Zähler [color]4[/color] zeigt, leuchtet der golden!","Если заполнишь её на [color]4 деления[/color], она засверкает, как золото!","Щойно ти отримаєш [color]4 бали[/color], вона засяє, як золото!",等你攒够了[color]4个点儿[/color]了，它就能亮得跟个金块儿似的！
BATTLE_FISH_5,That's yer opportunity to perform an [color]Encore[/color]!,Ça voudra dire qu'c'est l'occasion d'lancer un [color]Encore[/color] ¦,"Quello è il momento giusto per eseguire un [color]Encore[/color], arrr!",そのときこそ\n[color]Encoreわざを[/color]　つかうときじゃ！,그때야말로 [color]앙코르[/color]를 쓸 타이밍인 거지!,¡Ahí tendra' la oportunida' de usa' una [color]Encore[/color]!,¡Eça êh tu oportunidá pa marcarte un [color]Bis[/color]!,Essa é a sua oportunidade para fazer um [color]Bis[/color]!,To twoja szansa na wykonanie [color]Bisu[/color]!,Das is dann deine Gelegenheit für ne [color]Zugabe[/color]!,Тут-то и ходи [color]на бис[/color]!,Ось тут і виконуй [color]Біс[/color]!,那就是你[color]加演[/color]的好茬儿！
BATTLE_FISH_6,Just imagine a sorta [color][ui_select][/color] [if input:gamepad]button[else]key[/if] [color]when yer doing an action[/color]!,T'auras qu'à imaginer [if input:gamepad]un bouton[else]une touche[/if] [color][ui_select][/color] au moment où tu passes à l'action ¦,Immagina di premere un [if input:gamepad]pulsante[else]tasto[/if] [color][ui_select][/color] [color]mentre compi un'azione[/color]!,こうどう　するときに\n[color][ui_select][/color] [if input:gamepad]button[else]key[/if] を　イメージして\nおせばいい！,"기술을 시전하는 중에, [color][ui_select][/color] [if input:gamepad]button[else]key[/if]키를 상상해라!",¡Sólo imagina alguna clase e' [if input:gamepad]botón[else]tecla[/if] [color][ui_select][/color]  [color]cuando' esté' haciendo una acción![/color],¡Tú çolo imahínate [if input:gamepad]un botón[else]una tecla[/if] [color][ui_select][/color] mientrâ [color]êttâh açiendo la âççión[/color]!,Tente imaginar um tipo de [if input:gamepad]botão[else]tecla[/if] [color][ui_select][/color] [color]Quando estiver fazendo uma ação[/color]!,Wyobraź sobie po prostu taki [if input:gamepad]przycisk[else]klawisz[/if] [color][ui_select][/color] [color]gdy wykonujesz ruch[/color]!,"Stell dir einfach so [if input:gamepad]n[color][ui_select][/color]-Knopf[else]]ne [color][ui_select][/color]-Taste[/if] vor, während du einen Zug machst!","[c]Во время своего действия[/c] представь, будто жмёшь на клавишу [c][ui_select][/c].","[color]Діючи[/color], уяви, що тиснеш на [if input:gamepad]кнопку[else]клавішу[/if] [color][ui_select][/color].",你就当有那么个叫[color][ui_select][/color][if input:gamepad]的小钮儿[else]的小键儿，到时候在你[/if][color]使活出招儿的时候摁就得了[/color]！
BATTLE_FISH_7,"And just like that, ya can [color]act twice[/color] in a turn!","Et ni une ni deux, tu pourras jouer [color]une deuxième fois[/color] pendant ton tour ¦","Così potrai [color]agire due volte[/color] nello stesso turno, sarai bravo come un vecchio lupo di mare!",そうすれば　１ターンに　[color]２かいこうどう[/color]できる・・・\nアンコールが　できるんじゃ！,그러면 행동을 [color]두 번 연속[/color]으로 할 수 있다!,"¡Y tal cual, puede' [color]actua' do' vece'[/color] en un turno!",¡Y açí podrâh [color]âttuâh dôh beçêh[/color] en un tûnno!,"E simples assim, você pode [color]agir duas vezes[/color] em um turno!",I tym sposobem możesz [color]ruszyć się dwa razy[/color] w jednej turze!,Und so kannste dann [color]zweimal[/color] in einem Zug handeln!,И тогда сможешь сходить [color]ещё раз[/color]!,І тоді зможеш сходити [color]ще раз[/color]!,然后就这么着，你就能在一个回合里[color]动弹两回[/color]！
BATTLE_FISH_8,"Got it? Well, hope ya got the lesson, lad! Gyar har!","T'as pigé ? Bon, j'espère qu't'auras retenu la leçon, moussaillon ¦ Yarr har ¦","Capito, mozzo? Lo spero bene! Arr!",ギャハハ！　おしえたからには　ようしゃしないぞ！,크하하! 친절히 알려줬으니 이제 봐주지 않는다!,"¿Entendite'? Ueno, ojalá se te haya quedao' en la cabeza, ¡Jua, jua!","¿L'â piyao? ¡Ea, êppero que ayâ aprendío la lêççión, muxaxo!\n¡Hâh, hâh!","Entendeu? Espero que tenha escutado a lição, garoto! Ha harr!","Kumasz? No to mam nadzieję, że nauka nie poszła w las, młokosie! Gyar har!","Kapiert? Hoffe, des is nun in deinem Kopf. Gyar har!",Смекнул? Смотри не забудь!,"Зрозумів, пуголовку? Дивись не забудь! Гра-ха-ха!",整明白了不？小子，希望你把这门儿手艺给咱记牢了！嘎嘎嘎嘎！
BATTLE_DISTORTO_0,Gah! Useless junk!,Raah ¦ Fichu tas de ferraille ¦,Gah! Brutto catorcio!,やくたたずの　ロボットどもめ！,가! 쓸모없는 깡통 대가리!,¡Puaj! ¡Basura inútil!,¡Puaj! ¡Chatarra inútil!,Argh! Lixo inútil!,Ach! Marny złom!,Mist! Nutzloser Müll!,Ах! Никчёмный металлолом!,Ах! Паршивий металобрухт!,哼！没用的垃圾！
BATTLE_DISTORTO_1,T-this isn't working...\nI need more firepower!,"Ç-ça ne marchera pas comme ça...\nIl me faut plus de puissance de feu ¦",C-così non va... \nMi serve più potenza!,なぜ　うまくいかない？\nもっと　かりょくさえ　あれば！,이-이건 작동을 안 하는데...\n화력이 더 필요해!,¡E-esto no está funcionando!\n¡Necesito más poder de fuego!,¡E-esto no funciona...!\n¡Necesito más potencia de fuego!,I-isso não está dando certo...\nEu preciso de mais poder de fogo!,T-to nie działa...\nPotrzebuję większej siły ognia!,D-Das funktioniert nicht ...\nIch brauche mehr Feuerkraft!,Т-так дело не пойдёт... Мне нужна тяжёлая артиллерия!,В-ви безнадійні... Мені потрібна важка артилерія!,这-这样不行…\n我需要更强大的火力！
BATTLE_DISTORTO_2,"Firepower... Y-yes! Yes, that's it!","De puissance de feu... M-mais oui ¦ Oui, c’est ça ¦",Potenza... S-sì! Esatto!,かりょく・・・そうだ　それだ！,"화력... 그-그래! 그래, 그거야!","Poder de fuego... ¡S-sí! ¡Sí, eso es!",Potencia de fuego...\n¡S-sí! ¡Eso es! ¡Exacto!,"Poder de fogo... S-sim! Sim, é isso!",Siły ognia... t-tak! Już wiem!,Feuerkraft ... J-ja! Das ist es!,"Да, да... Тяжёлая\nартиллерия... Именно!",Артилерія... Т-точно! Ось саме!,火力…对-是的，就是这样！
BATTLE_DRDISTORTO_ROBOTS_0,YES SIR.,"BIEN, MAÎTRE.",SISSIGNORE.,イエッサー！,예. 주인님.,"SÍ, SEÑOR.","SÍ, SEÑOR.","SIM, SENHOR.",TAK JEST.,JAWOHL.,ТАК ТОЧНО.,ТАК ТОЧНО.,遵命！
