key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
DIALOGUE_MAGICANT_BIGBAGGUY1_2-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_MAGICANT_BIGBAGGUY1_3,"[@]So you wouldn't just give your stuff to a random stranger?[WAIT@].[DELAY:1.3:2]..[DELAY] Actually, that might be a good reason.","[@]Quoi ? [DELAY]Tu ne veux pas confier tes affaires à un parfait inconnu ?[WAIT@].[DELAY:1.3:2]..[DELAY] En fait, tu as peut-être raison.[WAIT@]Enfin, j'imagine.","[@]Mh? Non vuoi dare le tue cose a uno sconosciuto?[WAIT@].[DELAY:1.3:2]..[DELAY] Hai ragione, in effetti.",[@]あんたは　みしらぬひとに[BR]じぶんのものを　あげたりしないのかい？\n[WAIT@]・[DELAY:1.3:2]・・[DELAY]よくかんがえたら　[BR]ごもっともな　りゆうかもしれんが。,"[@]제가 훔쳐서 달아나기라도 하겠습니까?[WAIT@].[DELAY:1.3:2]..[DELAY] 뭐, 원래 낯선 사람한테 함부로 주는 건 아니죠. 그렇죠.","[@]Así que, ¿no confiarías en dejar tus cosas a un completo extraño?[WAIT@].[DELAY:1.3:2]..[DELAY] En realidad, esa es una razón muy válida.","[@]¿Cómo? ¿Que no quieres dejarle tus cosas a un extraño?\n[WAIT@].[DELAY:1.3:2]..[DELAY] Bueno, la verdad es que tiene su lógica.","[@]Então você não entrega as suas coisas para um estranho?[WAIT@].[DELAY:1.3:2]..[DELAY] Na verdade, até que faz sentido.","[@]Więc nie zaufałbyś zupełnemu obcemu ze swoimi fantami?[WAIT@].[DELAY:1.3:2]..[DELAY] Może i słusznie, jakby nie patrzeć.\n",[@]Du gibst einer fremden Person nicht einfach deine Sachen?[WAIT@].[DELAY:1.3:2]...[DELAY] Das mag tatsächlich eine kluge Entscheidung sein.,"[@]Ты что,[DELAY:6] не доверяешь свои вещи незнакомцам?[WAIT@].[DELAY:1.3:2]..[DELAY] Хотя в этом есть смысл.","[@]Ти що, не віддаси власні речі повному незнайомцю?[WAIT@].[DELAY:1.3:2]..[DELAY] А ти кебетливий малий.",[@]所以你是不会随便把东西交给一个陌生人的对吧？[WAIT@][DELAY:1.3:2]…[DELAY]那好吧，这倒也算是个好理由。
DIALOGUE_MAGICANT_BIGBAGGUY1_4,"[@]Thank you! [DELAY:6]And sure, sure, [DELAY:6]I'll return it to you.[WAIT@]I just thought it looked pretty cool.","[@]Merci. Je te la rendrai, [DELAY:6]c'est promis.[WAIT@]C'est juste que[DELAY:3:3]... je la trouve très chouette.","[@]Grazie! [DELAY:6]Sì, certo, certo, [DELAY:6]te la ridarò tra un attimo.[WAIT@]La trovavo interessante.",[@]ありがとう！[DELAY:6]あ　そうそう　[DELAY:6]かならず　かえすよ。[WAIT@]なんか　カッコイイな　とおもってね。,"[@]감사합니다! [DELAY:6]예, 물론이죠, 그럼요, [DELAY:6]당연히 다시 돌려드리죠.[WAIT@]그냥 꽤 멋져서요. [DELAY]조금만 구경하겠습니다.","[@]Gracias, prometo [DELAY:6]devolvértela.[WAIT@]Creía que se veía bastante genial.","[@]¡Gracias! [D:6]Claro, claro, [D:6]te la devolveré.\n[W@]Es que me había parecido superchula.","[@]Obrigado! [DELAY:6]E claro, claro, [DELAY:6]eu vou te devolver.[WAIT@]Eu só queria ver de perto porque achei legal.","[@]Dziękuję! [DELAY:6]Jasne, spoko, [DELAY:6]jeszcze ci ją oddam.[WAIT@]Po prostu uznałem, że całkiem fajnie wygląda.","[@]Danke sehr! [DELAY:6]Und klar, [DELAY:6]ich gebe sie dir schon zurück.[WAIT@]Sie sah nur so cool aus.","[@]Спасибо! [DELAY:6]Да, да, [DELAY:4]верну, конечно.[WAIT@]Просто штука очень занятная.","[@]Дякую! [DELAY:6]Не бійся, [DELAY:6]я її поверну.[WAIT@]Я лише подумав, що вона круто виглядає.",[@]谢谢啦！[DELAY:6]当然，当然，[DELAY:6]我会还给你的。[WAIT@]我只是觉得它看上去挺酷的。
DIALOGUE_MAGICANT_BIGBAGGUY2_1,"[@]Oh that's right, [DELAY:6]I have to return your Cash Card!","[@]Oh, c'est vrai, [DELAY:6]je dois te rendre ta Carte bancaire !","[@]Oh, giusto, [DELAY:6]ti devo ridare la Carta di debito!",[@]ああ そうだな。[BR][DELAY:6]キャッシュカードを　かえさなきゃな。,"[@]아, 그렇죠. [DELAY:6]당연히 돌려드려야죠!","[@]Oh, es cierto, [DELAY:6]¡tengo que regresarte tu tarjeta de crédito!","[@]Ah, verdad, [DELAY:6]¡tengo que devolverte la Tarjeta de crédito!","[@]Ah, é verdade. [DELAY:6]Eu preciso devolver o seu Cartão!","[@]A no tak, [DELAY:6]muszę zwrócić twoją Kartę Bankomatową!","[@]Oh, natürlich, [DELAY:6]ich muss dir deine Karte zurückgeben!","[@]Ах да, [DELAY:6]держи карту обратно!","[@]Точно, [DELAY:6]я ж маю повернути тобі платіжну картку!",[@]噢对，[DELAY:6]该把金融卡还给你了！
DIALOGUE_MAGICANT_BIGBAGGUY2_2,[@]I give you this Big Bag. [DELAY]A gift just for you!,"[@]Tiens, voilà un cadeau rien que pour toi. [DELAY]C'est un Grand Sac !",[@]Ti darò questa Borsa grande. [DELAY]È un regalo!,[@]でかぶくろは　あんたに プレゼントするよ。[DELAY][BR]きみにだけの　おみやげさ！,[@]방금 말씀드렸던 가방도 드리겠습니다. [DELAY]감사 선물입니다.,[@]Te doy esta Bolsa grande. [DELAY]Es un regalo para ti.,[@]Toma este Saco grande. [DELAY]¡Un regalito solo para ti!,[@]Toma aqui a Bolsona. [DELAY]É toda sua!,[@]Daję ci tę Dużą Torbę. [DELAY]To prezent specjalnie dla ciebie!,[@]Ich gebe dir diese Große Tasche. [DELAY]Ein Geschenk nur für dich!,[@]А вот и здоровый мешок. [DELAY]Дарю!,"[@]Ось, великий мішок. [DELAY]Подарунок тільки для тебе!",[@]我把这个大袋子送给你，[DELAY]就当作礼物好啦！
DIALOGUE_MAGICANT_BIGBAGGUY2_3,[@][ItemReceiver] got the Big Bag!,[@][ItemReceiver] obtient le Grand Sac !,[@][ItemReceiver] ha ricevuto la Borsa grande!\n,[@][ItemReceiver]は　でかぶくろを　てにいれた。,[@][ItemReceiver][ReceiverArt0] 큰 가방을 획득했다!,[@]¡[ItemReceiver] obtuvo la Bolsa grande!,[@]¡[ItemReceiver] ha conseguido un Saco grande!,[@][ItemReceiver] conseguiu a Bolsona!,[@][ItemReceiver] dostał[ReceiverArt4] Dużą Torbę!,[@][ItemReceiver] bekam die Große Tasche!,[@][ItemReceiver] получил здоровый мешок!,[@][ItemReceiver] отрима[ReceiverArt6] великий мішок!,[@][ItemReceiver]获得了大袋子！
DIALOGUE_MAGICANT_BIGBAGGUY2_4,[@]Load is too heavy?[WAIT@]Remember to come back and get it.,"[@]On dirait que tu es déjà trop chargé...[WAIT@]Reviens plus tard, alors. N'oublie pas !",[@]Hai troppa roba?[WAIT@]Ricorda di tornare a prendertela.\n,[@]もちきれないのか・・・[WAIT@]あとで　わすれずに　とりにおいで。,[@]가방 넣을 공간이 없다고요?[WAIT@]가방 비우고 와서 꼭 받아 가세요.,[@]¿Tienes demasiada carga?[WAIT@]Recuerda regresar y llevártela.,[@]¿Vas muy cargad[LeadArt6]?\n[WAIT@]Acuérdate de venir a por la bolsa.,[@]Já está com muito peso?[WAIT@]Não esquece de voltar depois para pegar.,"[@]Ciężko ci ją teraz wziąć, co?[WAIT@]Pamiętaj, aby po nią wrócić.",[@]Die ist dir zu schwer?[WAIT@]Denke daran wiederzukommen und sie abzuholen.,"[@]Тебе сейчас тяжело?..[WAIT@]Тогда подойди ко мне позже, не забудь! ","[@]Заважко нести?[WAIT@]Не забудь повернутися, щоб забрати його.",[@]东西太重拿不动了吗？[WAIT@]记得回来取哦。
DIALOGUE_MAGICANT_BIGBAGGUY3_0,[@]Has the Big Bag been helpful to you?,"[@]Alors, qu'est-ce que tu en dis, de ce Grand Sac ? Plutôt utile, non ?",[@]La Borsa grande ti è stata utile?,[@]でかぶくろ　やくにたってるかい？,[@]제가 드렸던 큰 가방은 도움이 되었나요?,[@]¿Te ha sido útil la Bolsa grande?,[@]¿Te ha servido el Saco grande?,[@]A Bolsona foi útil pra você?,"[@]Jak tam Duża Torba, jest pomocna?",[@]War die Große Tasche hilfreich?,"[@]Ну, [DELAY:6]как тебе здоровый мешок?",[@]Чи знадобився тобі великий мішок?,[@]那个大袋子对你有帮助吗？
DIALOGUE_MAGICANT_BIGBAGGUY_SPEAKER_Joe,Joe,,,ジョー,조,,,,,,Джо,Джо,乔
DIALOGUE_MAGICANT_CANDY1_1,[@]I'm a swimming cat![WAIT@]Have you heard of Magic Candy?,[@]Je suis un chat nageur ![WAIT@]As-tu déjà entendu parler des Bonbons magiques ?,[@]Sono un gatto nuotatore![WAIT@]Conosci le Caramelle magiche?,[@]おれは　およぐ　ねこ。[WAIT@]よわいこに　ゆうきと　ちからを[BR]あたえる　キャンディを　しってるかい？,[@]나는야 수속성 고양이![WAIT@]매직 캔디에 대해 아냥?,[@]¡Soy un gato nadador![WAIT@]¿Has escuchado del Caramelo mágico?,[@]¡Soy una gata que nada!\n[WAIT@]¿Has oído hablar de los Caramelos mágicos?,[@]Eu sou um gato nadador![WAIT@]Você já ouviu falar do Doce Mágico?,[@]Jestem pływającym kotem![WAIT@]Słyszałeś o Magicznym Cukierku?,[@]Ich bin eine schwimmende Katze![WAIT@][if party:plural]Habt ihr[else]Hast du[/if] von Magischen Bonbons gehört?,"[@]Я кошка-плавунья![WAIT@]А ты знаешь, что такое волшебная конфетка?",[@]Я — плаваюча кішка![WAIT@]Колись чу[LeadArt6] про чарівні цукерки?,[@]我是一只会游泳的猫！[WAIT@]你有听说过魔法糖果吗？
DIALOGUE_MAGICANT_CANDY1_1-OPT_0,Yes,Oui,Sì,はい,응,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_MAGICANT_CANDY1_1-OPT_1,No,Non,,いいえ,아니,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_MAGICANT_CANDY1_2,"[@]I'd give one to you, but you don't look like you'd need it.","[@]Je t'en donnerais bien un, mais tu n'as pas l'air d'en avoir besoin.","[@]Te ne darei una, ma non penso che ti serva.",[@]へーえ。 でも きみは[BR]つよいこだから いらないな。,"[@]하나 줄게냥, 근데 별로 필요는 없어보이는데냥?","[@]Te daría uno, pero no parece que lo necesites.","[@]Te daría uno, pero no parece que lo necesites.","[@]Eu ia te dar um, mas parece que você não precisa.","[@]Dałbym ci jednego, ale nie wygląda na to, żebyś go potrzebował.","[@]Ich würde [if party:plural]euch[else]dir[/if] ja ein Bonbon geben, aber [if party:plural]ihr schaut[else]du schaust[/if] nicht so aus, als würde[if party:plural]t ihr[else]st du[/if] eines brauchen.","[@]Я бы с тобой поделилась, но, кажется, тебе она не понадобится.","[@]Я б дала тобі одну, але, схоже, вона тобі не дуже й потрібна.",[@]我原本想给你一颗，不过你看起来好像并不需要。
DIALOGUE_MAGICANT_CANDY1_3,[@]It'll give some Guts to any weakling who eats it![WAIT@]Go tell all your friends about it![WAIT@]Especially if they're a weakling.,[@]Ces bonbons donnent de l'Audace aux mauviettes quand elles en mangent ![WAIT@]Parles-en à tes amis ![WAIT@]Surtout si l'un d'entre eux est une mauviette.,[@]Riescono a dare un po' di Combattività anche ad un rammollito![WAIT@]Parlane con tutti i tuoi amici![WAIT@]Soprattutto se sono dei rammolliti.,[@]そうか　しらせてあげるよ。[WAIT@]このキャンディをたべた　よわいこは　ガッツがあがるんだ。[WAIT@]きみのともだちの　よわいこにも　このこと　おしえてあげなよ！,[@]먹는 순간 나약한 녀석에게 용기를 북돋아 주지![WAIT@]어서 친구들에게 전해라냥[WAIT@]특히 나약한 친구에게!,[@]¡Le dará un poco de Coraje a cualquier debilucho que lo coma![WAIT@]¡Cuéntale a todos tus amigos![WAIT@]Especialmente si son unos debiluchos.,[@]¡Estos caramelos le dan agallas a cualquier blandengue!\n[WAIT@]¡Cuéntaselo a todos tus amigos!\n[WAIT@]Sobre todo a los que sean unos blandengues.,[@]Ele dá Coragem para qualquer moloide que comer![WAIT@]Conte para todos os seus amigos sobre o doce![WAIT@]Principalmente os moloides.,"[@]Doda Odwagi każdemu słabeuszowi, który go zje![WAIT@]Powiedz o tym wszystkim swoim znajomym![WAIT@]Zwłaszcza jeśli są słabeuszami.","[@]Es gibt jedem Feigling Mut, der es isst.[WAIT@][if party:plural]Geht[else]Geh[/if] und erzähl[if party:plural]t euren[else]e deinen[/if] Freunden davon![WAIT@]Vor allem, wenn sie Feiglinge sind.",[@]Она придаст дерзости любому хлюпику![WAIT@]Иди расскажи о ней своим друзьям![WAIT@]И особенно хлюпикам!,"[@]Вони нададуть сміливості будь-якому хиряку, що їх з’їсть![WAIT@]Розкажи про це всім своїм друзям![WAIT@]Особливо якщо вони – хиряки.",[@]任何人吃了它都能变得勇敢起来！[WAIT@]快去告诉你所有的朋友吧！[WAIT@]尤其是那些软弱的家伙。
DIALOGUE_MAGICANT_CANDY1_4,"[@]Hey, you![DELAY:6] The kid with the glasses![WAIT@]You look like a real weakling.[WAIT@]Here, have this Magic Candy!","[@]Hé, toi ![DELAY:6] Le garçon avec les lunettes ! Tu m'as l'air plutôt faiblard.[WAIT@]Tiens, prends ce Bonbon magique !","[@]Ehi, tu![DELAY:6] Tu, con gli occhiali![WAIT@]Sembri proprio un rammollito.[WAIT@]Tieni, prendi una Caramella magica!",[@]おーい！[DELAY:6] そこの　めがねのこ！[WAIT@]きみ　よわそうだね。[WAIT@]そんなきみには　このふしぎなキャンディを　あげような。,"[@]이봐, 거기! [DELAY:6]너 진짜 물에 젖은 고양이 같다냥[WAIT@]여기, 세상에 단 하나 남은 매직 캔디다냥!","[@]¡Oye, tú![DELAY:6] ¡El niño con los lentes![WAIT@]Tu de verdad pareces un debilucho.[WAIT@]Ten, ¡toma un Caramelo mágico!","[@]¡Oye, tú![DELAY:6] ¡El gafotas!\n[WAIT@]Tienes una pinta de blandengue que no veas.\n[WAIT@]¡Anda, toma un Caramelo mágico!","[@]Ei, você aí![DELAY:6] Você de óculos![WAIT@]Você parece ser o maior moloide.[WAIT@]Toma, um Doce Mágico!","[@]Hej, ty![DELAY:6] Dzieciaku w okularach![WAIT@]Wyglądasz na niezłego mięczaka.[WAIT@]Weź Magicznego Cukierka!","[@]Hey, du! [DELAY:6]Das Kind mit der Brille![WAIT@]Du schaust wie ein richtiger Feigling aus.[WAIT@]Hier, nimm mein Magisches Bonbon!","[@]Эй, ты![DELAY:6] Очкастый![WAIT@]Да ты всем хлюпикам хлюпик![WAIT@]Вот, тебе волшебная конфетка не помешает!","[@]Гей, ти![DELAY:6] Так, ти, з окулярами![WAIT@]Ти, бачу, справжній хиряк.[WAIT@]Ось, тримай-но мою чарівну цукерку!",[@]嘿，你！[DELAY:6]那个戴眼镜的孩子！[WAIT@]你看上去太容易被欺负了。[WAIT@]来，拿着这颗魔法糖果吧！
DIALOGUE_MAGICANT_CANDY1_5,"[@]Oh, it looks like you can't carry any more stuff...","[@]Oh, on dirait que tu ne peux plus rien porter...","[@]Oh, non hai spazio per altri oggetti...",[@]もてないのなら　またおいで。,[@]캔디 하나 들어갈 공간도 없어 보이는데...냥,"[@]Oh, parece que no puedes cargar más cosas...","[@]Oye, parece que no puedes llevar más cosas...","[@]Ah, parece que você não consegue levar mais nada.","[@]Ojej, wygląda na to, że nie możesz już nieść więcej przedmiotów...","[@]Oh, schaut so aus, als kannst du nichts mehr tragen ...","[@]Хм, кажись, у тебя места нет...","[@]Гм, здається, у тебе немає місця...",[@]噢，看样子你拿不下其他的东西了…
DIALOGUE_MAGICANT_CANDY1_6,[@][ItemReceiver] got a Magic Candy!,[@][ItemReceiver] obtient un Bonbon magique !,[@][ItemReceiver] ha ricevuto una Caramella magica!,[@][ItemReceiver]は　ふしぎなキャンディを　てにいれた。,[@][ItemReceiver][ReceiverArt0] 매직 캔디를 획득했다!,[@]¡[ItemReceiver] obtuvo un Caramelo mágico!,[@]¡[ItemReceiver] ha conseguido un Caramelo mágico!,[@][ItemReceiver] conseguiu um Doce Mágico!,[@][ItemReceiver] dostał[ReceiverArt4] Magicznego Cukierka!,[@][ItemReceiver] erhielt ein Magisches Bonbon!,[@][ItemReceiver] получил[ReceiverArt6] волшебную конфету!,[@][ItemReceiver] отрима[ReceiverArt6] чарівну цукерку!,[@][ItemReceiver]获得了魔法糖果！
DIALOGUE_MAGICANT_CANDY2_1,[@]That Magic Candy I gave you was the last one in the whole world.[WAIT@]I hope you liked it.,[@]Ce Bonbon magique que je t'ai donné était le dernier dans le monde entier.[WAIT@]J'espère que tu l'as aimé.,[@]Quella Caramella magica che ti ho dato era l'ultima rimasta al mondo.[WAIT@]Spero ti sia piaciuta.,[@]ふしぎなキャンディ　おいしかっただろ？[WAIT@]あれは　せかいじゅうで　さいごのひとつだったから[BR]きにいってくれたら　うれしいよ。,[@]방금 그 캔디가 마지막이었다냥.[WAIT@]마음에 들었길 바란다냥.,[@]Ese Caramelo mágico que te di era el último en todo el mundo.[WAIT@]Espero que te haya gustado.,[@]El Caramelo mágico que te acabo de dar era el último del mundo mundial.\n[WAIT@]Espero que lo hayas disfrutado.,[@]Aquele Doce Mágico era o último do mundo inteiro.[Wait@]Espero que tenha gostado.,"[@]Ten Magiczny Cukierek, którego ci dałem, był ostatnim na całym świecie.[WAIT@]Mam nadzieję, że ci smakował.","[@]Das Magische Bonbon, das ich dir gegeben habe, war das letzte auf der ganzen Welt.[@]Hoffentlich hat es dir geschmeckt.","[@]Я дала тебе самую последнюю конфетку — таких в мире больше нет и не будет![W@]Надеюсь, она тебе понравилась.","[@]Цукерка, яку я тобі дала, була останньою на всьому світі.[WAIT@]Сподіваюсь, вона тобі сподобалася.",[@]我给你的那颗魔法糖果是世界上最后一颗了。[WAIT@]希望你喜欢。
