key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN,pr
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETMISOGYNYGIRL_0,"[@]The girl's bathroom is always filled!\n[W@]Apparently, the boys' bathroom has way more toilets than the girls' bathroom.\n[W@]Don't you think that's unfair?\n","[@]Les toilettes des filles sont tout le temps occupées ![W@]En fait, il paraît qu'il y a beaucoup plus de toilettes chez les garçons que chez les filles.[W@]Tu trouves pas que c'est carrément pas juste ?",[@]Il bagno delle femmine è sempre pieno![W@]Sembra che abbia molti meno bagni di quello dei maschi.[W@]Non ti sembra ingiusto?,[@]ここにならんでると　なぜか　わからないけど[BR]ラーメンやを　おもいだすわ。[W@]ぎょうれつができるほど　だいにんきで…[W@]あなたも　そうおもう？,[@]여자 화장실은 항상 꽉 차 있어![D:6] 남자 화장실이 여자 화장실보다 변기가 훨씬 많다던데.[W@]완전 불공평하지 않아?,[@]¡El baño de las niñas siempre está repleto!\n[W@]Aparentemente el de los niños tiene muchos más inodoros que el de las niñas.\n[W@]¿No crees que es injusto?,"[@]¡El baño de chicas siempre está lleno!\n[W@]Por lo visto, en el baño de chicos hay muchos más váteres que en el de chicas.\n[W@]¿A que es injusto?",[@]Não é justo! O banheiro das meninas vive cheio!\n[W@]Estou achando que o banheiro dos meninos tem muito mais vasos que o das meninas.\n[W@]Você não acha isso injusto?\n,"[@]Damska łazienka jest wiecznie zatłoczona!\n[W@]Okazuje się, że w łazience dla chłopców jest znacznie więcej toalet, niż w tej dla dziewczyn.\n[W@]Nie uważasz, że to niesprawiedliwe?",[@]Die Mädchentoiletten sind immer alle besetzt![W@]Aber bei den Jungs gibt es auch viel mehr Toiletten als bei den Mädchen.[W@]Ist das nicht unfair?,"[@]Туалет для девочек постоянно занят! [W@]У мальчиков унитазов явно больше. [D:6]Разве это справедливо![W@]А по-твоему, справедливо?","[@]Несправедливо![D:6] Чому в туалеті для хлопчиків більше унітазів, ніж у туалеті у дівчаток?[W@]Як гадаєш, це несправедливо?",[@]女厕所里经常满人！[W@]而且很明显，男厕所的马桶可比女厕所的要多太多了。[W@]这样也太不公平了吧！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETMISOGYNYGIRL_0-OPT_0,Yes,Si,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,的确,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETMISOGYNYGIRL_0-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Weiß nicht,Нет,Ні,并非,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETMISOGYNYGIRL_1,[@]Hee-hee! That's right!,[@]Hi hi ! T'as trop raison !,[@]Eheh! Vero?,[@]ほんとに？,[@]히히! 그렇지!,"[@]¡Ji, ji! ¡Tal cual!","[@]¡Je, je! ¡Así es!",[@]Hi-hi! É isso aí!,[@]Tihi! Dokładnie!,[@]Hihihi! Das stimmt!,[@]Справедливо?!,[@]Хі-хі! Правильно!,[@]呵呵，[DELAY]就是说啊！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETMISOGYNYGIRL_2,[@]Are you single by any chance?,"[@]Tu serais pas célibataire, par hasard ?",[@]Per caso sei single?,[@][D:3:3]・・・あなたも　なかなか　ツウなのね・・・,[@]혹시 혼자야?,[@]¿Por casualidad eres soltero?,[@]¿Por casualidad estás soltero?,"[@]Você é solteiro, por acaso?",[@]Czy jesteś może singlem?,[@]Bist du vielleicht Single?,[@]Ну и катись в унитаз!,"[@]До речі, у тебе є дівчина?",[@]要是大家都能这么想该多好啊！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETMISOGYNYGIRL_3,[@]Oh yeah? [D]Well I hope you fall in your toilet!,[@]Ah ouais ? [D]Eh ben j'espère que tu vas tomber dans la cuvette !,[@]Ah sì? [D]Spero che tu cada dentro al water!,[@]あら　そう・・・[D][BR]ちゅうかそばで　たとえたほうが　よかったかしら。,[@]그래? [D]변기에 빠져버리길 바라!,"[@]¿Ah, sí? [D]¡Pues ojalá te caigas directito en tu inodoro!","[@]¿Ah, no? [D]¡Pues ojalá que te caigas en un váter!",[@]Ah é? [D]Pois eu espero que você caia dentro de um vaso!,"[@]Ta? [D]Cóż, mam nadzieję, że wpadniesz do swojej toalety!",[@]Ach ja?[D] Ich hoffe du rutschst das Klo hinunter!,[@]Ну конечно! Хи-хи...\n[W@]А у тебя случайно нет девушки?,"[@]Грубіян! [D]Я сподіваюся, ти впадеш в унітаз!",[@]哦，呵呵，[D]你可真没眼力见！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETMISOGYNYGIRL_SPEAKER,Alicia,Alicia,,アリシア,알리시아,,,,Alicja,,Алисия,Алісія,艾莉西亚,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETWAITINGGIRL_0,"[@]I've been waiting for ages, but all the toilets are taken!","[@]Ça fait super longtemps que j'attends, mais les toilettes sont toutes occupées !",[@]Sono passati secoli e i bagni sono ancora tutti occupati!,[@]ずっとまってるのに　トイレがあかないの。,"[@]계속 기다리고 있는데, 대체 언제쯤 열리는 거야!","[@]Llevo siglos esperando, ¡pero todos los inodoros están ocupados!","[@]¡Llevo esperando una eternidad, pero es que todos los baños siguen ocupados!","[@]Estou esperando há horas, mas todos os vasos estão ocupados!","[@]Czekam tu już wieki, a toalety nadal są zajęte!","[@]Ich warte schon seit Ewigkeiten, aber alle Toiletten sind besetzt!",[@]Да почему никто не выходит![W@]Я тут уже сто лет стою!,"[@]Я чекаю вже вічність, але усі туалети ще досі зайняти!",[@]我已经等了好长时间了，可是所有马桶都有人占着！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_TOILETWAITINGGIRL_SPEAKER,Jade,Jade,,ジェード,제이드,,,,,,Джейд,Джейд,捷德,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_CANCARTWHEELKID_0,[@]Do you know how to do a cartwheel?\n[W@]All first graders know how to do a cartwheel.\n[W@]It's one of our natural abilities.\n,"[@]Tu sais faire la roue, toi ?[WAIT@]Tous les élèves de CP savent faire la roue.[WAIT@]C'est une de nos capacités naturelles. [DELAY:6]Eh ouais !",[@]Sai fare la ruota?\n[W@]Tutti quelli in prima elementare sanno come si fa.\n[W@]Ce l'abbiamo nel sangue.\n,[@]しょうがく　いちねんせいだったら[BR]さかあがりくらい　できるものよねぇ。[W@]あなたも　さかあがり　できるよね？,[@]물구나무선 채로 옆돌기할 줄 알아?[W@]1학년이면 다 할 줄 안다고 하던데...[W@]우리 모두에게 타고난 능력인가 봐.,[@]¿Sabes cómo hacer una voltereta?\n[W@]Todos los de primero sabemos cómo hacer una.\n[W@]Es una de nuestras habilidades naturales.\n,[@]¿Sabes hacer la rueda?[W@]Todos los de primero sabemos hacerla.[W@]Es una de nuestras habilidades naturales.,[@]Você sabe dar estrelinha?[W@]Todos os alunos do primeiro ano sabem dar estrelinha.[W@]É um dom natural.,[@]Umiesz zrobić gwiazdę?\n[W@]Wszyscy pierwszoklasiści to potrafią.\n[W@]To jedna z naszych naturalnych zdolności.,"[@]Weißt du, wie man einen Radschlag macht?\n[W@]Alle Erstklässler wissen, wie man ein Rad schlägt.\n[W@]Das gehört zu unseren natürlichen Fähigkeiten.",[@]А ты можешь сделать колесо?\n[W@]Все первоклашки умеют делать колесо.\n[W@]Это у нас врождённое.,"[@]А ти можеш зробити колесо?\n[W@]Усі ми, першокласники, вміємо робити колесо.\n[W@]Це одна з наших вроджених здібностей.",[@]你知道怎么做侧手翻吗？[W@]一年级的小学生全都会做哦，[W@]这可是我们与生俱来的能力。,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_CANCARTWHEELKID_SPEAKER,Enid,Enid,,エニド,이니드,,,Enídia,,,Энид,Енід,伊妮德,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_CANTCARTWHEELKID_0,[@]I can’t do a cartwheel.,[@]J'arrive pas à faire la roue,[@]Io non so fare la ruota.,[@]ぼく　さかあがりできないのよ。,[@]난 물구나무 못 해.,[@]No sé hacer una voltereta.,[@]No sé hacer la rueda.,[@]Eu não sei dar estrelinha.,[@]Nie umiem zrobić gwiazdy.,[@]Ich kann kein Rad schlagen.,[@]Я не умею делать колесо.,[@]Я не вмію робити колесо.,[@]我还是不会做侧手翻。,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_CANTCARTWHEELKID_SPEAKER,Kayo,Kayo,,カヨ,카요,,,,,,Каё,Кайо,佳代,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_FAVFOODHATER_0,"[@]I’m so hungry, I could eat[DELAY:4:3]... [D]anything but [FavFood].[W@]Hey, why do you look so offended?","[@]J'ai tellement faim que je pourrais manger[DELAY:4:3]... [D]n'importe quoi. Sauf un plat d[elision][FavFood].[W@]Hé, pourquoi on dirait que t'es vexé[LeadArt6] ?","[@]Ho così tanta fame che mi mangerei[DELAY:4:3]... [D]qualunque cosa a parte [FavFood].[W@]Ehi, perché te la sei presa?",[@]おなかがすいて　なんでもたべられちゃいそう。[BR][D][FavFood]じゃなければ　ね。[W@][DELAY:4:3]・・・なんか　おこらせるようなこと　いった？,"[@]배고파 죽겠어, 아무거라도 당장 집어 먹고 싶을 정도야[DELAY:4:3]... [D][FavFood] 빼고.[W@]왜 그런 표정이야?","[@]Estoy tan hambriento, me comería[DELAY:4:3]... [D]todo menos \n[FavFood].[W@]Oye, ¿por qué tan enojad[LeadArt6]?","[@]Tengo tanta hambre que me comería[DELAY:4:3]... [D]lo que sea menos [FavFood].[W@]Oye, ¿por qué pareces enfadad[LeadArt6]?","[@]Mas que fome, eu poderia comer[DELAY:4:3]... [D]qualquer coisa, menos [FavFood] agora.[W@]Ei, por que está fazendo essa cara?","[@]Jestem taki głodny, że mógłbym zjeść[DELAY:4:3]... [D]cokolwiek, byle nie [FavFood].[W@]Hej, co cię tak nagle uraziło?","[@]Ich bin so hungrig, ich könnte alles fressen [DELAY:4:3]... [D]alles außer [FavFood].[W@]Hey, warum schaust du so beleidigt?",[@]Я сейчас готов съесть всё что угодно.[DELAY:4:2].. [D]только если это не [FavFood]![W@]Ты чего вдруг такой серьёзный?,"[@]Я такий голодний, що готовий з'їсти все[DELAY:4:3]... [D]тільки не [FavFood].[W@]Гей, що тебе так засмутило?",[@]我饿得简直什么都能吃得下，除了…[D][FavFood]。[W@]嘿，你那一脸不爽的表情是什么意思？,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_FAVFOODHATER_SPEAKER,Devin,Devin,,デビン,데빈,,,,,,Девин,Девін,德文,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_COMPUTERHATER_0,"[@][LLOYD]’s the type to become a “computer engineer” when he grows up.\n[W@]Sounds pretty lame, if you ask me. Computers are just a fad.\n","[@][LLOYD], c'est le genre de garçons qui vont devenir informaticiens quand ils seront grands.[W@]Ça a l'air trop nul, si tu veux mon avis. Les ordinateurs, c'est juste une mode.",[@][LLOYD] è il tipo da diventare un “ingegnere informatico” da grande.\n[W@]Secondo me è da sfigati. I computer passeranno di moda.\n,[@][Lloyd]って　しょうらいは[BR]コンピュータかんけいの　しごとに[BR]つくんじゃないかな。　[W@]インターネットを　だれもがつかう[BR]しゃかいなんて　そうぞう　つかないや。,[@][LLOYD][particle:LLOYD:0] 나중에 커서 “컴퓨터 엔지니어”가 될 거 같아.[W@]내가 보기엔 완전 별로야. [W@]컴퓨터 같은 건 그냥 지나가는 유행일 뿐이라고.,"[@][LLOYD] es el típico que quiere ser un “informático” cuando sea grande.\n[W@]A mí me parece ridículo, se nota que la moda de las computadoras no durará nada.\n",[@][LLOYD] es el típico que de mayor quiere ser «ingeniero informático».[W@]A mí me parece de pringaos. Lo de los ordenadores es una moda pasajera.,"[@][LLOYD] leva jeito para ser um ""engenheiro da computação"" quando crescer.[W@]Parece bem chato. Essa coisa de computador é pura modinha.","[@][LLOYD] chyba zostanie “inżynierem komputerowym” kiedy dorośnie.\n[W@]Według mnie, to strasznie lamerskie. Komputery szybko wyjdą z mody.","[@][LLOYD] ist so ein Typ, der später einmal „Computeringenieur” wird.\n[W@]Klingt ziemlich lahm, wenn du mich fragst. Computer sind doch nur eine Modeerscheinung.","[@][LLOYD] хочет стать «компьютерным инженером».\n[W@]Ерунда, как по мне. Вся эта мода на компьютеры быстро утихнет.","[@][LLOYD], коли виросте, напевно стане «комп'ютерним інженером».\n[W@]Дурниця якась, як на мене.[D] Усі знають, що комп'ютери скоро вийдуть із моди.",[@][LLOYD]长大后大概会成为那种“电脑工程师”吧。[W@]依我看，那工作太没劲了，电脑不过是一时流行罢了。,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_COMPUTERHATER_SPEAKER,Zachary,Zachary,,ザッカリー,재커리,,,,,,Закари,Закарі,扎卡利,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_FAILSUBTRACTGIRL_0,[@]I still don’t know how to carry over in subtraction...[W@]Why does math need to be so hard?,"[@]Je sais toujours pas faire des soustractions avec une retenue...[W@]Pourquoi c'est si dur, les maths ?",[@]Non ho ancora capito le sottrazioni con il prestito...[W@]Perché la matematica è così difficile?\n\n,[@]わたし　ひきざんの　くりさがりが　わからない。[W@]さんすうって　むずかしい！,[@]난 아직도 뺄셈할 때 받아내림이 뭔지 모르겠어...[W@]수학은 왜 이렇게 어려워야 하는 거야?,[@]Aún no me se dan las restas...[W@]¿Por qué las matemáticas son tan difíciles?\n,[@]Todavía no me salen las restas con llevada...[W@]¿Por qué las mates son tan difíciles?,"[@]Eu ainda não sei como que faz o ""pegar emprestado"" na subtração...[W@]Por que matemática é tão difícil?",[@]Nadal nie wiem na czym polega pożyczanie w odejmowaniu...[W@]Czemu matma musi być taka trudna?,"[@]Ich weiß immer noch nicht, wie man bei der Subtraktion überträgt ...[W@]Warum muss Mathe so schwer sein?","[@]Я так и не поняла, как вычитать столбиком с двумя цифрами...[W@]Почему математика такая сложная?","[@]Я досі не розумію, як віднімати в стовпчик з переходом... [W@]Чому математика така складна?",[@]我还是搞不懂减法里要怎么进位…[W@]为什么数学非得这么难啊？,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_FAILSUBTRACTGIRL_1,"[@]I looked at an older kid's math book just now...\n[W@]You tellin’ me I’ll have to subtract letters and stuff?!\n[W@]I'm never making it outta first grade, man...\n","[@]Je viens de regarder un livre de maths de grand...[W@]Tu veux dire qu'on va devoir faire des soustractions de lettres et tout ?![W@]Je vais jamais passer le CP, c'est pas possible...",[@]Ho sbirciato il libro di matematica di un bambino più grande...\n[W@]Perciò dobbiamo sottrarre perfino lettere e simili?!\n[W@]Non andrò mai in seconda elementare...,[@]まえに　にいちゃんの　きょうかしょ[BR]こっそり　よんでみたけど・・・[W@]こめおんなまなぶ？　ってほんで　なんと！[DELAY:4][BR]えいごを　ひきざんしてたの！[W@]・・・もうわかんないや！,[@]방금 위에 학년의 수학책을 펼쳐봤는데...[W@]글자까지 뺄셈하는 거야?![W@]난 평생 1학년에서 못 벗어날 거 같아...,"[@]Acabo de revisar el cuaderno de matemáticas a uno de los niños grandes...\n[W@]¡¿Acaso tendré que restar letras después?!\n[W@]Nunca voy a pasar de primero, bro...",[@]Acabo de ver el cuaderno de mates de un niño mayor...[W@]¡¿Me estás diciendo que también hay letras?![W@]Nunca voy a pasar de primero...,"[@]Eu estava olhando o livro de matemática de um colega mais velho...[W@]Quer dizer que depois vou ter que subtrair letras e outras coisas?![W@]Nossa, eu nunca vou sair do primeiro ano...","[@]Miałem okazję zerknąć na podręcznik od matmy starszaka...\n[W@]I co, będę musiał odejmować jakieś literki i co bądź?!\n[W@]Jeny, nigdy nie zdam do drugiej klasy...","[@]Ich habe mir gerade das Mathebuch von jemand Älteren angesehen ...\n[W@]Du willst mir sagen, dass ich Buchstaben und sowas subtrahieren muss?!\n[W@]Ich werde die erste Klasse nie schaffen, Mann ...",[@]Я заглянула в учебник по математике второго класса...\n[W@]То есть мне ещё придётся решать примеры с буквами?!\n[W@]Я так из первого класса никогда не вылезу...,"[@]Я заглянула до підручника з математики у старшокласника... [D]Нам ще доведеться вирішувати приклади з літерами?!\n[W@]Ех, так я ніколи не вилізу з першого класу...",[@]我刚才看了一眼高年级学生的数学书…[W@]你是说，我以后还得计算字母之类的东西？！[W@]天呐，我觉得我这辈子都没法从一年级升上去了…,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_FAILSUBTRACTGIRL_SPEAKER,Polly,Polly,,ポリー,폴리,,,,,,Полли,Поллі,波莉,
