key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
FIELD_SWING,Swing,Swing,Colpisci,スイング,스윙,Batear,Batear,Golpear,Zamachnięcie,Schwingen,Взмах битой,Розмах,挥棒
FIELD_SWING_DESC,Press [color][ui_cancel][/color] when [Ninten] is the leader to Swing your bat. Can let you get a first strike on enemies.,Appuyez sur [color][ui_cancel][/color] quand [Ninten] est le chef d'équipe pour frapper avec votre batte.\nPermet de porter un premier coup à l'ennemi.,Premi [color][ui_cancel][/color] con [Ninten] come capogruppo per Colpire con la mazza.\nPermetto un attacco preventivo sui nemici.,[Ninten]が　リーダーのとき　[color][ui_cancel][/color]で　バットをスイングする。\nものをこわしたり　てきにこうげきもできる。,"[Ninten][particle:Ninten:1] 리더일 때, [color][ui_cancel][/color]키를 눌러 배트를 휘두른다.\n필드에서 적을 공격해 전투에 돌입할 수 있다.",Presiona [color][ui_cancel][/color] cuando [Ninten] sea el líder para batear.\nPuede usarse para dar el primer golpe a los enemigos.,Pulsa [color][ui_cancel][/color] cuando [Ninten] sea el líder para batear. Puede usarse para atacar primero a los enemigos.,Pressione [color][ui_cancel][/color] quando [Ninten] for o líder para Golpear com o taco.\nPode ser usado para atacar primeiro os inimigos.,"Naciśnij [color][ui_cancel][/color], gdy [Ninten] jest liderem, aby wykonać zamach kijem.\nMoże być użyty do zadania wrogom pierwszego ciosu.","Drücke [color][ui_cancel][/color] um [genitive:Ninten] Schläger zu schwingen, wenn er führt. Kann benutzt werden, um Erstschläge bei Gegnern zu erzielen.","Если [Ninten] лидер команды, нажми [color][ui_cancel][/color], чтобы сделать мах битой. Позволяет нанести первый удар по врагу.","Якщо лідер команди — [Ninten], натисни [color][ui_cancel][/color], щоб зробити розмах битою. Дозволяє завдати першого удару по ворогу.",当[Ninten]成为领队时，按下[color][ui_cancel][/color]即可挥动球棒，可以让你对敌人发动先制攻击。
FIELD_TELEPATHY,Telepathy,Télépathie,Telepatia,テレパシー,텔레파시,Telepatía,Telepatía,Telepatia,Telepatia,Telepathie,Телепатия,Телепатія,心灵感应
FIELD_TELEPATHY_DESC,"Hold [color][ui_toggle][/color] to Crouch, then press [color][ui_accept][/color] to read the thoughts of people and animals with Telepathy.","Maintenez [color][ui_toggle][/color] pour vous accroupir, puis appuyez sur [color][ui_accept][/color]. Permet de lire dans les pensées des gens et des animaux.","Tieni premuto [color][ui_toggle][/color] per Accovacciarti, poi premi [color][ui_accept][/color] per leggere nel pensiero a persone e animali con la Telepatia.",[color][ui_toggle][/color]で　しゃがみながら\n[color][ui_accept][/color]を　おすとテレパシーが　つかえる。\nあいての　こころが　よめる。,"[color][ui_toggle][/color]키를 눌러 웅크린 채, [color][ui_accept][/color]키를 눌러 사용할\n수 있다.\n동물과 사람의 생각을 읽어 보자.","Mantén presionado [color][ui_toggle][/color] para agacharte, y después pulsa [color][ui_accept][/color] para leer los pensamientos de personas y animales usando telepatía.","Mantén pulsado [color][ui_toggle][/color] para agacharte, y después pulsa [color][ui_accept][/color] para leer los pensamientos de personas y animales usando telepatía.",Segure [color][ui_toggle][/color] para Agachar e pressione [color][ui_accept][/color] para ler os pensamentos de pessoas e animais com Telepatia.,"Kucnij przytrzymując [color][ui_toggle][/color], a następnie\nnaciśnij [color][ui_accept][/color], aby użyć Telepatii by móc czytać innym w myślach.","Halte [color][ui_toggle][/color] zum Hinhocken, drücke dann [color][ui_accept][/color] um mit Telepathie die Gedanken von Menschen und Tieren zu lesen.","Чтобы прочесть мысли человека или животного с помощью телепатии, присядь (удерживай [color][ui_toggle][/color]), а затем нажми [color][ui_accept][/color].","Щоб скористатися телепатією, пригнись,\nутримуючи [color][ui_toggle][/color], та натисни [color][ui_accept][/color].\nДозволяє читати думки людей та тварин.",按住[color][ui_toggle][/color]键蹲伏，随后按住[color][ui_accept][/color]键以使用心灵感应[BR]来感应他人和动物的想法。
FIELD_TELEPORT,Teleport,Téléportation,Teletrasporto,テレポート,텔레포트,Teletransporte,Teletransporte,Teleporte,Teleportacja,Teleportieren,Телепортация,Телепортація,瞬间传送
FIELD_TELEPORT_DESC,,,,,,,,,,,,,
FIELD_PK_FIRE,PK Fire,PK Feu,PsicoFuoco,PKファイアー,PK 파이어,PK Fuego,PK Fuego,PK Fogo,PK Ogień,PK-Feuer,ПК-огонь,ПСИ Вогонь,PK火焰
FIELD_PK_FIRE_DESC,,,,,,,,,,,,,
FIELD_PK_FREEZE,PK Freeze,PK Glace,PsicoGhiaccio,PKフリーズ,PK 프리즈,PK Hielo,PK Hielo,PK Gelo,PK Mróz,PK-Frost,ПК-стужа,ПСИ Мороз,PK冰冻
FIELD_PK_FREEZE_DESC,,,,,,,,,,,,,
FIELD_PK_THUNDER,PK Thunder,PK Foudre,PsicoTuono,PKサンダー,PK 썬더,PK Trueno,PK Trueno,PK Raio,PK Piorun,PK-Donner,ПК-гроза,ПСИ Гроза,PK雷电
FIELD_PK_THUNDER_DESC,,,,,,,,,,,,,
