key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
BATTLE_PSIMENU_ASSIST,Assist,Soutien,Aiuto,アシスト,도움,Asistir,Apoyo,Auxílio,Wsparcia,Unterstützen,Помощь,Допомога,辅助类
BATTLE_TARGET_ALL_ENEMIES,All Enemies,Tous les ennemis,Tutti i nemici,ぜんたい,모든 적,Todos los enemigos,A todos los enemigos,Todos os inimigos,Wszyscy wrogowie,Alle Gegner,Всем врагам,Усім ворогам,全体敌人
BATTLE_TARGET_ALL_ALLIES,All Allies,Tous les alliés,Tutti gli alleati,ぜんいん,모든 동료,Todos los aliados,A todos los aliados,Todos os aliados,Wszyscy sojusznicy,Alle Verbündeten,Всем союзникам,Усім союзникам,全体队友
BATTLE_MSG_EXP_ONE_ALLY,{name} gained {value} exp.,{name} gagne {value} points d'expérience.,{name} guadagna {value} punti esperienza.,{name}は{value}の　けいけんちをえた。,{name}{n0} EXP를 {value}만큼 얻었다.,{name} obtuvo {value} de EXP.,{name} ha conseguido {value} puntos de experiencia.,{name} ganhou {value} de exp.,{name} zyskał{n4} {value} exp.,{name} erhielt {value} Erfahrungspunkte.,{name} получил{n6} {value} единиц{v1} опыта.,{name} отрима{n6} {value} одиниц{v1} досвіду.,{name}获得了{value}点经验值。
BATTLE_MSG_EXP_TWO_ALLIES,{name} and {target} gained {value} exp each.,{name} et {target} gagnent {value} points d'expérience chacun.,{name} e {target} guadagnano {value} punti esperienza ciascuno.,{name}と{target}は{value}の　けいけんちをえた。,{name}{n3} {target}{t0} 각각 EXP를 {value}만큼 얻었다.,{name} y {target} obtuvieron {value} de EXP. cada uno.,{name} {and} {target} han conseguido {value} puntos de experiencia cada uno.,{name} e {target} ganharam {value} de exp. cada.,{name} i {target} zyskali po {value} exp.,{name} und {target} erhielten jeweils {value} Erfahrungspunkte.,{name} и {target} получили по {value} единиц{v0} опыта.,{name} і {target} отримали по {value} одиниц{v0} досвіду кожен.,{name}和{target}各获得了{value}点经验值。
BATTLE_MSG_EXP_MANY_ALLIES,{name} and {n4} friends gained {value} exp each.,{name} et ses amis gagnent {value} points d'expérience chacun.,{name} e i suoi amici guadagnano {value} punti esperienza ciascuno.,{name}たちはそれぞれ{value}の　けいけんちをえた。,{name}{n3} 친구들은 각각 EXP를 {value}만큼 얻었다.,{name} y sus amigos obtuvieron {value} de EXP. cada uno.,{name} y sus amigos han conseguido {value} puntos de experiencia cada uno.,{name} e seus amigos ganharam {value} de exp. cada.,{name} i {n0} przyjaciele zyskali po {value} exp.,{name} und {n4}e Freunde erhielten jeweils {value} Erfahrungspunkte.,{name} и {n10} друзья получили по {value} единиц{v0} опыта.,{name} і {n10} друзі отримали по {value} одиниц{v0} досвіду кожен.,{name}和{n4}队友各获得了{value}点经验值。
BATTLE_MSG_EXP0_ONE_ALLY,{name} gained 0 exp.,{name} gagne 0 point d'expérience.,{name} guadagna 0 punti esperienza.,{name}は0の　けいけんちをえた。,{name}{n0} EXP를 0만큼 얻었다.,{name} obtuvo 0 de EXP.,{name} ha conseguido 0 puntos de experiencia.,{name} ganhou 0 de exp.,{name} zyskał{n4} 0 exp.,{name} erhielt 0 Erfahrungspunkte.,{name} получил{n6} 0 единиц опыта.,{name} отрима{n6} 0 одиниць досвіду.,{name}获得了0点经验值。
BATTLE_MSG_EXP0_TWO_ALLIES,{name} and {target} gained 0 exp each.,{name} et {target} gagnent 0 point d'expérience chacun.,{name} e {target} guadagnano 0 punti esperienza ciascuno.,{name}と{target}は0の　けいけんちをえた。,{name}{n3} {target}{t0} 각각 EXP를 0만큼 얻었다.,{name} {and} {target} obtuvieron 0 de EXP. cada uno.,{name} {and} {target} han conseguido 0 puntos de experiencia.,{name} e {target} ganharam 0 de exp. cada.,{name} i {target} zyskali po 0 exp.,{name} und {target} erhielten 0 Erfahrungspunkte.,{name} и {target} получили по 0 единиц опыта.,{name} і {target} отримали по 0 одиниць досвіду кожен.,{name}和{target}各获得了0点经验值。
BATTLE_MSG_EXP0_MANY_ALLIES,{name} and {n4} friends gained 0 exp each.,{name} et ses amis gagnent 0 point d'expérience chacun.,{name} e i suoi amici guadagnano 0 punti esperienza ciascuno.,{name}たちはそれぞれ0の　けいけんちをえた。,{name}{n3} 친구들은 각각 EXP를 0만큼 얻었다.,{name} y sus amigos obtuvieron 0 EXP. cada uno.,{name} y sus amigos han conseguido 0 puntos de experiencia.,{name} e seus amigos ganharam 0 de exp. cada.,{name} i {n0} przyjaciele zyskali po 0 exp.,{name} und {n4}e Freunde erhielten 0 Erfahrungspunkte.,{name} и {n10} друзья получили по 0 единиц опыта.,{name} і {n10} друзі отримали по 0 одиниць досвіду кожен.,{name}和{n4}队友各获得了0点经验值。
BATTLE_MSG_PRESENT,The enemy dropped a present!,L'ennemi a laissé un paquet ¦,Il nemico ha lasciato un regalo!,てきは　プレゼントのはこを　おいていった。,적은 선물 상자를 떨어뜨렸다!,¡El enemigo ha dejado un regalo!,¡El enemigo ha dejado un regalo!,O oponente tinha um presente!,Wróg upuścił prezent!,Der Gegner ließ ein Geschenk fallen!,Противник обронил подарок!,Ворог впустив подарунок!,敌人的身上掉落了一个礼物盒！
BATTLE_MSG_PRESENT_INSIDE,"Inside the present, there {i6} {i3}{item}.","Dans le paquet, il y a {i3}{item}.",Il regalo conteneva {i3}{item}.,プレゼントのなかみは　{item}だった。,상자 안에는 {item}{i1} 있었다.,"Dentro, había {i3}{item}.","Dentro, había {i3}{item}.","Dentro do presente, tinha {i3}{item}.",W prezencie znajdował{i4} się {item}.,In dem Geschenk {i13} {i3}{item}.,Внутри леж{i9} {i0}.,Всередині бу{i6} {i0}.,礼物盒的里面{i6}{i3}{item}。
BATTLE_MSG_PRESENT_TAKING,{n0}{name} took {i5}.,{n0}{name} {i8}prend.,{n0}{name} l{i5} prende.,{name}は　{item}を　てにいれた！,{name}{n0} {item}{i2} 가져갔다.,{n0}{name} l{i5} tomó.,{n0}{name} l{i5} ha cogido.,{n0}{name} {i1}pegou.,{name} zabrał{n4} {i3}.,{n0}{name} nahm {i10} mit.,{name} забирает {i10} себе.,{name} взяв {i10}.,{n0}{name}把{i5}拿走了。
BATTLE_MSG_PRESENT_GIVING,{i0}{item} {i6} put inside {name}'s bag.,{i0}{item} {i10} été placé{i5} dans le sac {n4}{name},{item} mess{i5} nella borsa di {name}.,{item}を　{name}のバッグにいれた。,{item}{i2} {name}의 가방에 넣었다.,{i0}{item} ha{i7} sido guardad{i5} en el inventario de {name}.,{i0}{item} ha{i7} sido guardad{i5} en el inventario de {name}.,{i0}{item} {i8} colocad{i6} na mochila d{n4} {name}.,{i3} umieszczono w torbie {n1}.,{i0}{item} {i12} in {n11} Tasche gelegt.,{item} убран{i6} в сумку {n1}.,{item} поклали до сумки {n1}.,把{i0}{item}{i6}放到了{name}的包里。
BATTLE_MSG_PRESENT_FULL,But you can't carry any more stuff...,Mais vous ne pouvez rien porter de plus...,Ma non c'è più spazio...,しかし　これいじょう　もてない・・・,하지만 더 이상 들고 다닐 수 없다...,Pero ya no puedes cargar más cosas...,Pero ya no puedes cargar con más cosas...,Mas você não pode carregar mais nada...,Ale nie możesz nosić ze sobą więcej rzeczy...,Aber du kannst nichts mehr tragen ...,Но тебе некуда {i10} положить...,Але у вас немає місця...,但是你不能再携带更多物品了…
BATTLE_MSG_GAME_OVER,The party was defeated...,L'équipe a été vaincue...,Il gruppo è stato sconfitto...,たたかいに　やぶれた。,싸움에서 패배했다...,El equipo ha sido derrotado...,El grupo ha caído...,A batalha foi perdida...,Drużyna została pokonana...,Das Team wurde besiegt ...,Команда повержена...,Команда зазнала поразки...,整个队伍全军覆没了…
BATTLE_MSG_SKILL,{n0}{name} attacks!,{n0}{name} attaque ¦,{n0}{name} attacca!,{name}の　こうげき！,{name}의 공격!,¡{n0}{name} ataca!,¡{n0}{name} ataca!,{n0}{name} ataca!,{name} atakuje!,{n0}{name} greift an!,{name} атаку{n9}!,{name} атакує!,{n0}{name}的攻击！
BATTLE_MSG_PSI,{n0}{name} tried {skill}{skillLevel}!,{n0}{name} tente {skill}{skillLevel} ¦,{n0}{name} prova a usare {skill}{skillLevel}!,{name}は{skill}{skillLevel}をこころみた！,{name}{n0} {skill}{skillLevel}{s2} 시도했다!,¡{n0}{name} usó {skill}{skillLevel}!,¡{n0}{name} ha usado {skill}{skillLevel}!,{n0}{name} usou {skill}{skillLevel}!,{name} spróbował{n4} użyć {s1}{skillLevel}!,{n0}{name} versucht {skill}{skillLevel} auszuführen!,{name} пробует применить {s3}{skillLevel}!,{name} спробува{n6} використати {s3}{skillLevel}!,{n0}{name}尝试了{skill}{skillLevel}！
BATTLE_MSG_NOTENOUGH_HP,... But didn't have enough HP!,... Mais n'a pas assez de PV ¦,... Ma non ha abbastanza PS!,・・・が　HPが　たりなかった！,... 하지만 HP가 충분하지 않다!,... ¡Pero no tenía suficientes PV!,...¡Pero no tiene suficientes PV!,... Mas não tinha HP suficiente!,... Ale ma za mało HP!,... Hat aber nicht genügend KP!,...но не хватило ОЗ!,...але не вистачило ОЗ!,…但是HP不够了！
BATTLE_MSG_NOTENOUGH_PP,... But didn't have enough PP!,... Mais n'a pas assez de PP ¦,... Ma non ha abbastanza PP!,・・・が　PPが　たりなかった！,... 하지만 PP가 충분하지 않다!,... ¡Pero no tenía suficientes PP!,...¡Pero no tiene suficientes PP!,... Mas não tinha PP suficiente!,... Ale ma za mało PP!,... Hat aber nicht genügend PP!,...но не хватило ОП!,...але не вистачило ОП!,…但是PP不够了！
BATTLE_MSG_ITEM_SELF,{n0}{name} used {i1}{item}!,{n0}{name} utilise {i1}{item} ¦,{n0}{name} usa {i1}{item}!,{name}は\n{item}を　つかった！,{name}{n0} {item}{i2} 사용했다!,¡{n0}{name} usó {i1}{item}!,¡{n0}{name} ha usado {i1}{item}!,{n0}{name} usou {i1}{item}!,{name} użył{n4} {i1}!,{n0}{name} benutzte {i6}{item}!,{name} использу{n9} {i3}!,{name} використа{n6} {i3}!,{n0}{name}使用了{i1}{item}！
BATTLE_MSG_ITEM_OTHER,{n0}{name} used {i1}{item} on {t1}{target}!,{n0}{name} utilise {i1}{item} sur {t1}{target} ¦,{n0}{name} usa {i1}{item} contro {t1}{target}!,{name}は\n{item}を　{target}に　つかった！,{name}{n0} {item}{i2} {target}에게 사용했다!,¡{n0}{name} usó {i1}{item} en {t1}{target}!,¡{n0}{name} ha usado {i1}{item} en {t1}{target}!,{n0}{name} usou {i1}{item} n{t4} {target}!,{name} użył{n4} {i1} na {t6}!,{n0}{name} benutzte {i6}{item} auf {t5}{t13}!,{name} дал{n6} {t2} {i3}!,{name} використа{n6} {i3} на {t4}!,{n0}{name}对{i1}{item}使用了{t1}{target}！
BATTLE_MSG_FLEE,{n0}{name} ran away!,{n0}{name} prend la fuite ¦,{n0}{name} fugge!,{name}は　にげだした！,{name}{n0} 도망쳤다!,¡{n0}{name} huyó!,¡{n0}{name} huye!,{n0}{name} fugiu!,{name} ucieka!,{n0}{name} rannte davon!,{name} сбега{n9}!,{name} тікає!,{n0}{name}逃走了！
BATTLE_MSG_FLEE_FAIL,Couldn't run!,Vous n'avez pas réussi à fuir ¦,Non puoi fuggire!,・・・だめでした。,... 그러나 도망칠 수 없었다.,¡Pero no pudo escapar!,¡Pero no ha podido escapar!,Mas não deu para fugir!,Nie udało się uciec!,Konnte aber nicht fliehen!,Но сбежать не удалось!,Не вдалося втекти!,跑不掉！
BATTLE_MSG_SHIELD_START_S,{t0}{target}'s body was enveloped by a shield!,Le corps {t4}{target} est enveloppé d'un bouclier ¦,Il corpo {t4}{target} viene avvolto da uno Scudo!,{target}のからだが\nシールドに　つつまれた！,{target}의 몸은 쉴드로 둘러싸여 있다!,¡El cuerpo {t4}{target} fue cubierto por un escudo!,¡Un escudo ha cubierto {t5}{target}!,O corpo d{t4} {target} foi envolvido por uma barreira!,Tarcza otacza ciało {t1}!,{t11} Körper wurde von einem Schild umhüllt!,Тело {t1} укрыто щитом!,Тіло {t1} обгорнув щит!,{t0}{target}的身体被护盾笼罩起来了！
BATTLE_MSG_SHIELD_START_PS,{t0}{target}'s body was enveloped by a PSI Shield!,Le corps {t4}{target} est enveloppé d'un bouclier PSI ¦,Il corpo {t4}{target} viene avvolto da uno Scudo PSI!,{target}のからだが\nサイコシールドに　つつまれた！,{target}의 몸은 PSI 쉴드로 둘러싸여 있다!,¡El cuerpo {t4}{target} fue cubierto por un escudo PSI!,¡Un escudo PSI ha cubierto {t5}{target}!,O corpo d{t4} {target} foi envolvido por uma Barreira PSI!,Tarcza PSI otacza ciało {t1}!,{t11} Körper wurde von einem PSI-Schild umhüllt!,Тело {t1} укрыто Психощитом!,Тіло {t1} обгорнув ПСИ-щит!,{t0}{target}的身体被PSI护盾笼罩起来了！
BATTLE_MSG_SHIELD_START_C,{t0}{target}'s body was enveloped by a Counter!,Le corps {t4}{target} est enveloppé d'un contre ¦,Il corpo {t4}{target} viene avvolto da uno Scudo Riflettente!,{target}のからだが\nカウンターに　つつまれた！,{target}의 몸은 카운터로 둘러싸여 있다!,¡El cuerpo {t4}{target} fue cubierto por un reflejo!,¡Un escudo reflector ha cubierto {t5}{target}!,O corpo d{t4} {target} foi envolvido por um Revidar!,Kontra otacza ciało {t1}!,{t11} Körper wurde von einem Konterschild umhüllt!,Тело {t1} укрыто Рефлектором!,Тіло {t1} обгорнув щит-дзеркало!,{t0}{target}的身体被减半反射笼罩起来了！
BATTLE_MSG_SHIELD_START_PC,{t0}{target}'s body was enveloped by a PSI Counter!,Le corps {t4}{target} est enveloppé d'un contre PSI ¦,Il corpo {t4}{target} viene avvolto da uno Scudo Riflettente PSI!,{target}のからだが\nサイコカウンターに　つつまれた！,{target}의 몸은 PSI 카운터로 둘러싸여 있다!,¡El cuerpo {t4}{target} fue cubierto por un reflejo PSI!,¡Un escudo reflector PSI ha cubierto {t5}{target}!,O corpo d{t4} {target} foi envolvido por um Revidar PSI!,Kontra PSI otacza ciało {t1}!,{t11} Körper wurde von einem PSI-Konterschild umhüllt!,Тело {t1} укрыто Психорефлектором!,Тіло {t1} обгорнуло ПСИ-дзеркало!,{t0}{target}的身体被PSI减半反射笼罩起来了！
BATTLE_MSG_SHIELD_RENEW_S,{t0}{target}'s shield was reinforced!,Le bouclier {t4}{target} a été renforcé ¦,Lo scudo {t4}{target} viene rinforzato!,{target}の　シールドの\nつよさが　ました！,{target}의 쉴드가 강화되었다!,¡El escudo {t4}{target} fue reforzado!,¡El escudo {t4}{target} se ha reforzado!,O escudo d{t4} {target} foi reforçado!,Tarcza {t1} została wzmocniona!,{t11} Schild wurde gestärkt!,Щит {t1} усилился!,Щит {t1} оновився!,{t0}{target}的护盾被强化了！
BATTLE_MSG_SHIELD_RENEW_PS,{t0}{target}'s PSI Shield was reinforced!,Le bouclier PSI {t4}{target} a été renforcé ¦,Lo Scudo PSI {t4}{target} viene rinforzato!,{target}の　サイコシールドの\nつよさが　ました！,{target}의 PSI 쉴드가 강화되었다!,¡El escudo PSI {t4}{target} fue reforzado!,¡El escudo PSI {t4}{target} se ha reforzado!,O Escudo PSI d{t4} {target} foi reforçado!,Tarcza PSI {t1} została wzmocniona!,{t11} PSI-Schild wurde gestärkt!,Психощит {t1} усилился!,ПСИ-щит {t1} оновився!,{t0}{target}的PSI护盾被强化了！
BATTLE_MSG_SHIELD_RENEW_C,{t0}{target}'s Counter was reinforced!,Le contre {t4}{target} a été renforcé ¦,Lo Scudo Riflettente {t4}{target} viene rinforzato!,{target}の　カウンターの\nつよさが　ました！,{target}의 카운터가 강화되었다!,¡El reflejo {t4}{target} fue reforzado!,¡El escudo reflector {t4}{target} se ha reforzado!,O Revidar d{t4} {target} foi reforçado!,Kontra {t1} została wzmocniona!,{t11} Konterschild wurde gestärkt!,Рефлектор {t1} усилился!,Щит-дзеркало {t1} оновився!,{t0}{target}的减半反射被强化了！
BATTLE_MSG_SHIELD_RENEW_PC,{t0}{target}'s PSI Counter was reinforced!,Le contre PSI {t4}{target} a été renforcé ¦,Lo Scudo Riflettente PSI {t4}{target} viene rinforzato!,{target}の　サイコカウンターの\nつよさが　ました！,{target}의 PSI 카운터가 강화되었다!,¡El reflejo PSI {t4}{target} fue reforzado!,¡El escudo reflector PSI {t4}{target} se ha reforzado!,O Revidar PSI d{t4} {target} foi reforçado!,Kontra PSI {t1} została wzmocniona!,{t11} PSI-Konterschild wurde gestärkt!,Психорефлектор {t1} усилился!,ПСИ-дзеркало {t1} оновився!,{t0}{target}的PSI减半反射被强化了！
BATTLE_MSG_SHIELD_STOP_S,{t0}{target}'s shield vanished!,Le bouclier {t4}{target} disparaît ¦,Lo scudo {t4}{target} svanisce!,{target}のシールドは\nきえて　なくなった！,{target}의 쉴드가 사라졌다!,¡El escudo {t4}{target} desapareció!,¡El escudo {t4}{target} ha desaparecido!,O escudo d{t4} {target} desapareceu!,Tarcza {t1} zanikła!,{t11} Schild löste sich auf!,Щит {t1} исчез!,Щит {t1} зник!,{t0}{target}的护盾消失了！
BATTLE_MSG_SHIELD_STOP_PS,{t0}{target}'s PSI Shield vanished!,Le bouclier PSI {t4}{target} disparaît ¦,Lo Scudo PSI {t4}{target} svanisce!,{target}のサイコシールドは\nきえて　なくなった！,{target}의 PSI 쉴드가 사라졌다!,¡El escudo PSI {t4}{target} desapareció!,¡El escudo PSI {t4}{target} ha desaparecido!,O Escudo PSI d{t4} {target} desapareceu!,Tarcza PSI {t1} zanikła!,{t11} PSI-Schild löste sich auf!,Психощит {t1} исчез!,ПСИ-щит {t1} зник!,{t0}{target}的PSI护盾消失了！
BATTLE_MSG_SHIELD_STOP_C,{t0}{target}'s Counter vanished!,Le contre {t4}{target} disparaît ¦,Lo Scudo Riflettente {t4}{target} svanisce!,{target}のカウンターは\nきえて　なくなった！,{target}의 카운터가 사라졌다!,¡El reflejo {t4}{target} desapareció!,¡El escudo reflector {t4}{target} ha desaparecido!,O Revidar d{t4} {target} desapareceu!,Kontra {t1} zanikła!,{t11} Konterschild löste sich auf!,Рефлектор {t1} исчез!,Щит-дзеркало {t1} зник!,{t0}{target}的减半反射消失了！
BATTLE_MSG_SHIELD_STOP_PC,{t0}{target}'s PSI Counter vanished!,Le contre PSI {t4}{target} disparaît ¦,Lo Scudo Riflettente PSI {t4}{target} svanisce!,{target}のサイコカウンターは\nきえて　なくなった！,{target}의 PSI 카운터가 사라졌다!,¡El reflejo PSI {t4}{target} desapareció!,¡El escudo reflector PSI {t4}{target} ha desaparecido!,O Revidar PSI d{t4} {target} desapareceu!,Kontra PSI {t1} zanikła!,{t11} PSI-Konterschild löste sich auf!,Психорефлектор {t1} исчез!,ПСИ-дзеркало {t1} зникло!,{t0}{target}的PSI减半反射消失了！
BATTLE_MSG_REFLECT_BEAM_COURAGE,{t0}{target}'s {item} shined a bright light!{wait}\nIt reflected the beam back!,{i0}{item} {t4}{target} brille d'une lumière vive ¦{wait}\nIl renvoie le rayon droit vers l'adversaire ¦,{i0}{item} {t4}{target} brilla intensamente!{wait}Ha rimandato il raggio al mittente!{wait}\n,{target}の　{item}が　まぶしく　ひかった！{wait}\nビームをはねかえした！,{target}의 {item}{i1} 밝게 빛났다!{wait}\n빔을 그대로 반사했다!,¡{i0}{item} {t4}{target} emanó una luz brillante!{wait}\n¡Y reflejó el rayo de vuelta!,¡{i0}{item} {t4}{target} ha emanado una luz brillante!{wait}\n¡Y ha reflejado el rayo de vuelta!,{i0}{item} d{t4} {target} emitiu uma luz brilhante!{wait}\nO raio foi refletido!,{item} {t1} zabłysnęła jasnym światłem!{wait}\nOdbiła promień z powrotem!,{t11} {item} schien in hellem Licht!{wait}\nEr reflektierte den Strahl zurück!,{item} {t1} засиял ярким светом!{wait}\nИ он отразил луч!,{item} {t1} засяяв яскравим світлом!{wait}\nВін віддзеркалив промінь!,{t0}{target}的{item}散发出耀眼的光芒！{wait}\n它将光束原封不动的反射了回去！
BATTLE_MSG_REFLECT_BEAM_COURAGE_1,{t0}{target}'s {item} shined a bright light!,{i0}{item} {t4}{target} brille d'une lumière vive ¦,{i0}{item} {t4}{target} brilla intensamente!,{target}の　{item}が　まぶしく　ひかった！,{target}의 {item}{i1} 밝게 빛났다!,¡{i0}{item} {t4}{target} emanó una luz brillante!,¡{i0}{item} {t4}{target} ha emanado una luz brillante!,{i0}{item} d{t4} {target} emitiu uma luz brilhante!,{item} {t1} zabłysnęła jasnym światłem!,{t11} {item} schien in hellem Licht!,{item} {t1} засиял ярким светом!,{item} {t1} засяяв яскравим світлом!,{t0}{target}的{item}散发出耀眼的光芒！
BATTLE_MSG_REFLECT_BEAM_COURAGE_2,It reflected the beam back!,Il renvoie le rayon droit vers l'adversaire ¦,Ha rimandato il raggio al mittente!,ビームをはねかえした！,빔을 그대로 반사했다!,¡Y reflejó el rayo de vuelta!,¡Y ha reflejado el rayo de vuelta!,O raio foi refletido!,Odbiła promień z powrotem!,Er reflektierte den Strahl zurück!,И он отразил луч!,Він віддзеркалив промінь!,它将光束原封不动的反射了回去！
BATTLE_MSG_REFLECT_BEAM,{t0}{target}'s {item} reflected the beam back!,{i0}{item} {t4}{target} renvoie le rayon ¦,{i0}{item} {t4}{target} ha rimandato il raggio al mittente!,{target}の　{item}は　ビームをはねかえした！,{target}의 {item}{i1} 빔을 그대로 반사했다!,¡{i0}{item} {t4}{target} reflejó el rayo de vuelta!,¡{i0}{item} {t4}{target} ha reflejado el rayo de vuelta!,{i0}{item} d{t4} {target} refletiu o laser de volta!,{item} {t1} odbił{i4} promień z powrotem!,{i0}{item} {t7} {t12} reflektierte den Strahl zurück!,{item} {t1} отразил луч во врага!,{item} {t1} віддзеркалив промінь!,{t0}{target}的{item}将光束原封不动的反射了回去！
BATTLE_MSG_REFLECT_LIGHTNING,{t0}{target}'s {item} reflected the lightning back!,{i0}{item} {t4}{target} renvoie la foudre ¦,{i0}{item} {t4}{target} ha rimandato il fulmine al mittente!,{target}の　{item}は　カミナリをはねかえした！,{target}의 {item}{i1} 번개를 그대로 반사했다!,¡{i0}{item} {t4}{target} reflejó el relámpago de vuelta!,¡{i0}{item} {t4}{target} ha reflejado el relámpago de vuelta!,{i0}{item} d{t4} {target} refletiu o raio de volta!,{item} {t1} odbił{i4} błyskawicę z powrotem!,{i0}{item} {t7} {t12} reflektierte den Blitz zurück!,{item} {t1} отразил молнию во врага!,{item} {t1} віддзеркалив блискавку!,{t0}{target}的{item}发出了耀眼的光芒！
BATTLE_MSG_SPY_NAME,Name: ,Nom : ,Nome: ,なまえ：,이름: ,Nombre: ,Nombre: ,Nome: ,Imię: ,,Имя: ,Ім'я: ,人物：
BATTLE_MSG_SPY_FAIL,{n0}{name} could not gather any information from {t1}{target}!,{n0}{name} n'a pas pu obtenir d'informations sur {t1}{target} ¦,{n0}{name} non riesce a ottenere informazioni sul nemico!,{name}は　てきをぶんせきできなかった！,{name}{n0} 적으로부터 아무 정보도 캐낼 수 없었다!,¡{n0}{name} no pudo obtener información del enemigo!,¡{n0}{name} no ha podido sacar información del enemigo!,{n0}{name} não conseguiu nenhuma informação sobre o inimigo!,{name} nie zdobył{n4} żadnych informacji od wroga!,{n0}{n10} konnte keine Informationen über den Gegner sammeln!,{n2} не смог получить информацию о враге!,{n2} не вдалось отримати інформацію про ворога!,{n0}{name}无法从{t1}{target}那里获取信息！
BATTLE_MSG_SPY_WEAKNESS,Weakness: ,Vulnérabilité : ,Debolezza: ,じゃくてん：,약점:,Debilidad: ,Debilidad: ,Fraqueza: ,Słabość: ,Schwäche: ,Слабость к: ,Слабк{t7} до: ,弱点：
BATTLE_MSG_SPY_RESISTANCE,Resistance: ,Résistance : ,Resistenza: ,たいせい：,저항:,Resistencia: ,Resistencia: ,Resistência: ,Wytrzymałość: ,Resistenz: ,Сопротивление к: ,Стійк{t7} до: ,抵抗：
BATTLE_MSG_SPY_IMMUNITY,Immunity: ,Immunité : ,Immunità: ,むこう：,면역:,Inmunidad: ,Inmunidad: ,Imunidade: ,Odporność: ,Immunität: ,Иммунитет к: ,Імунн{t7} до: ,免疫：
BATTLE_MSG_SPY_WEAKNESS_PLUR,Weaknesses: ,Vulnérabilités : ,Debolezze: ,じゃくてん：,약점:,Debilidades: ,Debilidades: ,Fraquezas: ,Słabości: ,Schwächen: ,Слабость к: ,Слабк{t7} до: ,弱点：
BATTLE_MSG_SPY_RESISTANCE_PLUR,Resistances: ,Résistances : ,Resistenze: ,たいせい：,저항:,Resistencias: ,Resistencias: ,Resistências: ,Wytrzymałości: ,Resistenzen: ,Сопротивление к: ,Стійк{t7} до: ,抵抗：
BATTLE_MSG_SPY_IMMUNITY_PLUR,Immunities: ,Immunités : ,Immunità: ,むこう：,면역:,Inmunidades: ,Inmunidades: ,Imunidades: ,Odporności: ,Immunitäten: ,Иммунитет к: ,Імунн{t7} до: ,免疫：
BATTLE_MSG_SPY_HP,HP: %s/%s.,PV : %s/%s.,PS: %s/%s.,HP：%s/%s。,HP: %s/%s.,PV: %s/%s.,PV: %s/%s.,HP: %s/%s.,HP: %s/%s.,KP: %s/%s.,ОЗ: %s/%s.,ОЗ: %s/%s.,HP：%s/%s。
BATTLE_MSG_SPY_PP,PP: %s/%s.,PP : %s/%s.,PP: %s/%s.,PP：%s/%s。,PP: %s/%s.,PP: %s/%s.,PP: %s/%s.,PP: %s/%s.,PP: %s/%s.,PP: %s/%s.,ОП: %s/%s.,ОП: %s/%s.,PP：%s/%s。
