key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
ARMOR_DESC,It would be nice to have armor of your own.,Ça doit être sympa d'avoir sa propre armure.,Non sarebbe male avere un'armatura tutta tua.,こっちも　よろいを　みにつけたいよ。,우리도 갑주가 있으면 좋을 텐데.,Sería bueno tener tu propia armadura.,Estaría bien tener una armadura propia.,Seria muito bom se você tivesse uma armadura.,Byłoby miło samemu mieć zbroję.,Es wäre schön eine eigene Rüstung zu haben.,Хорошо бы иметь собственные доспехи.,Добре було б мати власні обладунки.,要是你自己也有铠甲就好了。
ARMOR_ART,"The ,the ,An ,an ,its,it,it","L',l',Une ,une ,de l',à l',e,la ,se","L',l',Un',un',dell',all',a,la ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ,à ","jej,Zbroi,Zbroi,Zbroję,a,a,Zbroi","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Rüstung,Rüstung,Rüstung,Rüstung","доспехи,доспехов,доспехам,доспехи,доспехах,,и,ены,ись,ют,их","обладунки,обладунків,обладункам,обладунки,обладунку,,ли,і,ють,ять,їх",",,一个,一个,它的,它,它"
BAGLADY_NAME,Bag Lady,Ménagère,Signorotta,おばさん,아줌마,Señora Bolsos,Señora Bolsos,Dona Sacoleira,Moher z Torbą,Tütendame,Дама с сумками,Тітка з сумками,提袋女士
BAGLADY_DESC,Her refrigerator-shaped body holds a heart of ice.,Son corps façonné tel un réfrigérateur renferme un cœur de glace.,Quel fisico da frigorifero cela un cuore di ghiaccio.,れいぞうこの　ような　からだつきの\nなかみは　こおりの　ハートだ。,냉장고 같은 몸에 얼음 같은 심장을 지녔다.,Su cuerpo con forma de refrigeradora sostiene un corazón de hielo.,Su cuerpo con forma de nevera sostiene un corazón helado.,Seu corpo de geladeira carrega um coração de gelo.,Ciało w kształcie lodówki skrywające serce z lodu.,Ihr kühlschrankartiger Körper trägt ein Herz aus Eis.,В её холодильникоподобном туловище хранится ледяное сердце.,Її холодильникоподібний тулуб приховує крижане серце.,她那冰箱般的身躯里，藏着一颗冰冷的心。
BAGLADY_ART,"The ,the ,A ,a ,her,she,her","La ,la ,Une ,une ,de la ,à la ,e,la ,se","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ,à ","jego,Mohra z Torbą,Mohrowi z Torbą,Mohra z Torbą,,y,Mohrze z Torbą","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Tütendame,Tütendame,Tütendame,Tütendame","дама с сумками,дамы с сумками,даме с сумками,даму с сумками,даме с сумками,,а,ена,ась,ет,её","тітка з сумками,тітки з сумками,тітці з сумками,тітку з сумками,тітці з сумками,,ла,а,є,ить,її",",,一个,一个,她的,她,她的"
BARBOT_NAME,Barbot,Barrebot,,バーボット,바보트,,,Bar-bô,,,Прутобот,Стержнебот,酒保机器人
BARBOT_DESC,A malnourished robot?,Un robot sous-alimenté ?,Un robot denutrito?,えいようふりょうの　ロボット？,예의 바른 로봇?,¿Un robot desnutrido?,¿Un robot desnutrido?,Um robô desnutrido?,Niedożywiony robot?,Ein unterernährter Bot?,Тощий робот?,Голодуючий робот?,一个营养不良的机器人？
BARBOT_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Barbota,Barbotowi,Barbota,,y,Barbocie","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Barbot,Barbots,Barbot,Barbot","прутобот,прутобота,прутоботу,прутобота,прутоботе,,,ён,ся,ет,его","стержнебот,стержнебота,стержнеботу,стержнебота,стержнеботі,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
BBGANGSTER_NAME,BB Gangster,Membre du BB Gang,Gangster BB,ブラブラだん,BB단,BB gángster,BB gángster,BB Gângster,Gangster BB,BB-Gangster,Гангстер-чернокров,Гангстер-чорнокров,黑帮BB党
BBGANGSTER_DESC,"A real bad apple, stay out of his way.",Il suffirait de vaincre leur chef pour tous les remettre à leur place.,Stai alla larga da questa mela marcia.,ふりょうの　リーダーを　たおせば\nかれらは　まともに　なるだろう。,두목을 쓰러트려야 길을 비켜줄 것이다.,"Una verdadera manzana podrida, mantente fuera de su camino.","Un verdadero liante, mantente fuera de su camino.","Uma péssima influência, fique longe dele.","Prawdziwy kawał drania, nie wchodź mu w drogę.",Ein ganz übler Geselle. Komm ihm nicht in die Quere.,Самый настоящий мерзавец. Держись от него подальше!,Запеклий негідник. Обминай його десятою дорогою.,一个烂透了的坏苹果，最好别挡他的路。
BBGANGSTER_ART,"The ,the ,A ,a ,his,he,him","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Gangstera BB,Gangsterowi BB,Gangstera BB,,y,Gangsterze BB","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,BB-Gangster,BB-Gangsters,BB-Gangster,BB-Gangster","гангстер-чернокров,гангстера-чернокрова,гангстеру-чернокрову,гангстера-чернокрова,гангстере-чернокрове,,,ён,ся,ет,его","гангстер-чорнокров,гангстера-чорнокрова,гангстеру-чорнокрову,гангстера-чорнокрова,гангстеру-чорнокровці,ов,в,ий,є,ить,його",",,一个,一个,他的,他,他"
BEAR_NAME,Bear,Ours,Orso,くま,곰,Oso,Oso,Urso Pardo,Niedźwiedź,Bär,Медведь,Ведмідь,熊
BEAR_DESC,"Somebody ate his porridge, and he isn't too happy about it!",Quelqu'un a mangé sa bouillie et il n'est pas content du tout ¦,"Qualcuno ha mangiato la sua zuppa, e ora è su tutte le furie!",だれかに　エサを　とられて\nきげんが　そうとう　よくない！,누군가 죽을 먹어버려서 언짢아하고 있다.,"¡Alguien se comió su avena, y no está muy contento!","¡Alguien se comió sus gachas, y no le ha hecho mucha gracia!",Alguém comeu seu mingau e ele não está nem um pouco feliz!,Ktoś zjadł mu owsiankę i wcale mu się to nie podoba!,Jemand hat seinen Brei gegessen und er ist nicht gerade glücklich darüber!,"Кто-то съел его кашу, и он этим недоволен!","Хтось з'їв його кашу, і він не в настрої!",有人偷喝了他的粥，他对此不太高兴！
BEAR_ART,"The ,the ,A ,a ,its,it,it","L',l',Un ,un ,de l',à l',,le ,x","L',l',Un ,un ,dell',all',o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Niedźwiedzia,Niedźwiedziowi,Niedźwiedzia,,y,Niedźwiedziu","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Bär,Bären,Bären,Bären","медведь,медведя,медведю,медведя,медведе,,,ён,ся,ет,его","ведмідь,ведмедя,ведмедю,ведмедя,ведмеді,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
BIGFOOT_NAME,Big Foot,Bigfoot,,ビッグフット,빅풋,Pie Grande,Pie Grande,Pé-Grande,Wielka Stopa,Bigfoot,Бигфут,Бігфут,大脚怪
BIGFOOT_DESC,Surprised? It really does exist!,Surpris ? Il existe vraiment ¦,Sorpresa! Esiste davvero!,おどろいたか？　じつざいの　かいぶつ　だったのだ！,놀랐는가? 정말 존재한다!,¿Sorprendido? ¡Realmente existe!,¿Te sorprende? ¡Existe de verdad!,Surpreso? Ele existe mesmo!,Zaskoczony? Naprawdę istnieje!,Überrascht? Er existiert wirklich!,"Да-да, он и правда существует!",Здивовані? Він справді існує!,惊讶吗？它真的存在！
BIGFOOT_ART,",,,,its,it,it","Le ,le ,Le ,le ,du ,au ,,le ,x",",,,,di ,a ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ",",,,,o,seu ,ao ","jej,Wielkiej Stopy,Wielkiej Stopie,Wielką Stopę,a,a,Wielkiej Stopie","Der ,der ,Der ,der ,sein,den ,ihn,vom,,,Bigfoot,Bigfoots,Bigfoot,Bigfoot","бигфут,бигфута,бигфуту,бигфута,бигфуте,,,ён,ся,ет,его","бігфут,бігфута,бігфуту,бігфута,бігфуті,ов,в,ий,є,ить,його",",,,,它的,它,它"
BIGWOODOH_NAME,Big Woodoh,Gros Tronchou,Gran Troncone,だいウッドー,대웃드,Gran roble,Gran madero,Madeirão,Duży Drzewiec,Groß-Gehölz,Большое древло,Великий дубодум,巨大木多
BIGWOODOH_DESC,Should you fight or run?,Devriez-vous l'affronter ? Ou devriez-vous le fuir ?,Combattere? O fuggire?,たたかうべきか　にげるべきか？,"싸울 것인가, 도망칠 것인가?",¿Deberías luchar o huir?,¿Deberías luchar o huir?,É melhor lutar ou fugir?,Powinieneś walczyć czy zwiewać?,Solltest du kämpfen oder fliehen?,Сражаться или бежать?,Битися чи тікати?,你应该战斗还是逃跑？
BIGWOODOH_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Dużego Woodoha,Dużemu Woodohowi,Dużego Woodoha,,y,Dużym Woodoh","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Groß-Gehölz,Groß-Gehölzes,Groß-Gehölz,Groß-Gehölz","большое древло,большого древла,большому древлу,большое древло,большом древле,,о,ено,ось,ет,его","великий дубодум,великого дубодума,великому дубодуму,великого дубодума,великому дубодумі,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
BIONICSCORPION_NAME,Bionic Scorpion,Scorpion bionique,Bio-scorpione,バイオサソリ,바이오 전갈,Escorpión biónico,Escorpión biónico,Escorpião Biônico,Bioniczny Skorpion,Bionischer Skorpion,Бионический скорпион,Біонічний скорпіон,仿生蝎子
BIONICSCORPION_DESC,Beware of its poison and stone of origin.,Gare à son poison et à ses attaques pétrifiantes ¦,Attenzione al veleno e alla pietra dell'origine.,どくと　いしに　きをつけろ。,독과 기원의 돌을 조심하라.,Cuidado con su veneno y piedra de origen.,Ten cuidado con su veneno y piedra de origen.,Cuidado com seu veneno e sua pedra da origem.,Uważaj na jego truciznę i kamień źródła.,Vorsicht vor seinem Gift und seiner Stein-Materie.,Берегись его отравляющих и окаменяющих атак!,"Бережись! Він може отруїти тебе, або перетворити на камінь!",务必当心它的剧毒以及起源之石。
BIONICSCORPION_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Bionicznego Skorpiona,Bionicznemu Skorpionowi,Bionicznego Skorpiona,,y,Bionicznym Skorpionie","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Bionische Skorpion,Bionischen Skorpions,Bionischen Skorpion,Bionischen Skorpion","бионический скорпион,бионического скорпиона,бионическому скорпиону,бионического скорпиона,бионическом скорпионе,,,ён,ся,ет,его","біонічний скорпіон,біонічного скорпіона,біонічному скорпіону,біонічного скорпіона,біонічному скорпіоні,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
BIOPEDE_NAME,Biopede,Mille-pattes bionique,Bio-millepiedi,バイオムカデ,바이오 지네,Ciempiés biónico,Ciempiés biónico,Lacraia Biônica,Bionoga,Bionischer Tausendfüßer,Бионожка,Біоніжка,生化蜈蚣
BIOPEDE_DESC,Its strong poison was developed in a laboratory.,On a dû lui administrer un puissant poison dans un laboratoire quelque part.,Il suo potente veleno è stato realizzato in laboratorio.,けんきゅうじょで　きょうりょくな　どくを　さずけられた\nらしい。,실험실에서 개발된 강한 독을 지녔다.,Su fuerte veneno fue desarrollado en un laboratorio.,Su fuerte veneno fue desarrollado en un laboratorio.,Seu veneno forte foi feito em laboratório.,Jej silna trucizna została wyprodukowana w laboratorium.,Sein starkes Gift wurde in einem Labor entwickelt.,Её яд был разработан в лаборатории.,Її потужна отрута була розроблена в лабораторії.,它的剧毒是在实验室里研制的。
BIOPEDE_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","A ,a ,Uma ,uma ,a,sua ,à ","jej,Bionogi,Bionodze,Bionogę,a,a,Bionodze","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Bionische Tausendfüßer,Bionischen Tausendfüßers,Bionischen Tausendfüßer,Bionischen Tausendfüßer","бионожка,бионожки,бионожке,бионожку,бионожке,,а,ена,ась,ет,её","біоніжка,біоніжки,біоніжці,біоніжку,біоніжці,,ла,а,є,ить,її",",,一个,一个,它的,它,它"
BISON_NAME,Bison,Bison,Bisonte,バイソン,들소,Bisonte,Bisonte,Bisão,Żubr,,Бизон,Бізон,野牛
BISON_DESC,A face only a mother could love.,"La seule à ne pas avoir peur du visage de cette bête, c'est sa mère.",Ogni bisontone è bell'a mamma soja.,ははおや　いがいの　だれもが　おそれる　つらがまえ。,오직 엄마만 사랑할 수 있는 얼굴을 하고 있다.,Una cara que sólo una madre podría amar.,Un rostro que solo una madre podría amar.,Um rosto que só uma mãe poderia amar.,"Twarz, którą mogłaby pokochać tylko matka.","Ein Gesicht, das nur seine Mutter lieben könnte.",Только собственная мать может любить такую морду.,Таке обличчя тільки власна мать покохає.,这张脸也许只有妈妈才爱得起来。
BISON_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Żubra,Żubrowi,Żubra,,y,Żubrze","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Bison,Bisons,Bison,Bison","бизон,бизона,бизону,бизона,бизоне,,,ён,ся,ет,его","бізон,бізона,бізону,бізона,бізоні,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
BLUESTARMAN_NAME,Blue Starman,Starman bleu,Starman blu,ブルースターマン,블루 스타맨,Starman azul,Starman azul,Starman Azul,Niebieski Starman,Blauer Starman,Синий стармен,Синій стармен,蓝色星人
BLUESTARMAN_DESC,His sole purpose is to keep passengers from passing through the cave.,Sa mission est d'empêcher quiconque de traverser la grotte...,Il suo scopo è impedire a chiunque di attraversare la caverna.,かれの　しめいは　だれにも\nほらあなを　ぬけさせないことだ。,그의 유일한 목적은 누구도 동굴을 지나가지 못하게\n막는 것이다.,Su único propósito es evitar que la gente atraviese la cueva.,Su único propósito es evitar que la gente cruce la cueva.,Seu único propósito é evitar que pessoas passem pela caverna.,Jego jedynym celem jest powstrzymanie pasażerów przechodzących przez jaskinię.,Sein einziger Zweck ist es Leute am Durchgehen dieser Höhle zu hindern.,Его единственная миссия — не пропускать никого через пещеру.,Його єдина місія — не пустити нікого через печеру.,他的唯一职责就是阻止其他人通过这个洞穴。
BLUESTARMAN_ART,"The ,the ,A ,a ,his,he,him","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Niebieskiego Starmana,Niebieskiemu Starmanowi,Niebieskiego Starmana,,y,Niebieskim Starmanie","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Blaue Starman,Blauen Starmans,Blauen Starman,Blauen Starman","синий стармен,синего стармена,синему стармену,синего стармена,синем стармене,,,ён,ся,ет,его","синій стармен,синього стармена,синьому стармену,синього стармена,синьому стармені,ов,в,ий,є,ить,його",",,一个,一个,他的,他,他"
BOMBER_NAME,Bomber,Explosœuf,,ボマー,폭탄마,Bombardero,Bombardero,Bombardeiro,Bombowiec,,Подрывник,Підривник,轰炸机
BOMBER_DESC,"Shaped like an egg, but a little tougher.","Il ressemble à un œuf, mais en plus dur.","Somiglia a un uovo, ma, fidati, è molto più duro.",たまごみたいだが　もっと　かたいぞ。,"달걀처럼 생겼지만, 깡패이다.","Con forma de huevo, pero un poco más duro.","Con forma de huevo, pero un poco más duro.","Tem a forma de um ovo, porém mais resistente.","Kształtem przypomina jajo, ale jest nieco wytrzymalszy.","Geformt wie ein Ei, aber etwas härter.","По форме — яйцо, а на деле чуть крепче.","Виглядає, як яйце, але насправді міцніше.",形状像鸡蛋，不过稍微硬一些。
BOMBER_ART,"The ,the ,A ,a ,its,it,it","L',l',Un ,un ,de l',à l',,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","A ,a ,Uma ,uma ,a,sua ,à ","jego,Bombowca,Bombowcowi,Bombowca,,y,Bombowcu","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Bomber,Bombers,Bomber,Bomber","подрывник,подрывника,подрывнику,подрывника,подрывнике,,,ён,ся,ет,его","підривник,підривника,підривнику,підривника,підривнику,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
BUFFALO_NAME,Buffalo,Buffle,Bufalo,バッファロー,버팔로,Búfalo,Búfalo,Búfalo,Bawół,Büffel,Буйвол,Буйвол,水牛
BUFFALO_DESC,Its father won't even look at its face.,Même le père de cette bête a peur de son visage.,Suo padre non lo guarda neanche in faccia.,じつの　ちちおや　でさえ　おそれる　つらがまえ。,아빠조차 쳐다보지 못할 얼굴을 하고 있다.,Su padre ni siquiera le mira a la cara.,Ni siquiera su padre lo mira a los ojos.,Nem o próprio pai olha pra cara dele.,Jego ojciec nawet nie spojrzy mu w twarz.,Sein Vater will ihm nicht mal ins Gesicht schauen.,На его морду даже отец не взглянет.,Навіть його тато не подивиться на таку морду.,一张连爸爸都不愿看的脸。
BUFFALO_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Bawoła,Bawołowi,Bawoła,,y,Bawole","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Büffel,Büffels,Büffel,Büffel","буйвол,буйвола,буйволу,буйвола,буйволе,,,ён,ся,ет,его","буйвол,буйвола,буйволу,буйвола,буйволі,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
CAPYBARA_NAME,Capybara,Capybara,Capibara,カピバラ,카피바라,Capibara,Capibara,Capivara,Kapibara,Wasserschwein,Капибара,Капібара,水豚
CAPYBARA_DESC,It appears to be a giant hamster.,Il ressemble à un hamster géant.,Sembra un criceto gigante.,ぼんやりな　ひとみは　なにを　おもうのか。,거대한 햄스터가 나타났다.,Parece ser un hámster gigante.,Parece un hámster gigante.,Parece um hamster gigante.,Wygląda jak ogromny chomik.,Es scheint ein riesiger Hamster zu sein.,Что-то вроде огромного хомяка.,"Схоже, якийсь величезний хом'як.",看起来像一只超大号的仓鼠。
CAPYBARA_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","A ,a ,Uma ,uma ,a,sua ,à ","jej,Kapibary,Kapibarze,Kapibarę,a,a,Kapibarze","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Wasserschwein,Wasserschweins,Wasserschwein,Wasserschwein","капибара,капибары,капибаре,капибару,капибара,,а,ена,ась,ет,её","капібара,капібари,капібарі,капібару,капібатрі,,ла,а,є,ить,її",",,一个,一个,它的,它,它"
CENTIPEDE_NAME,Centipede,Mille-pattes,Centopiedi,ムカデ,지네,Ciempiés,Ciempiés,Centopéia,Stonoga,Tausendfüßer,Многоножка,Сороконіжка,蜈蚣
CENTIPEDE_DESC,Exterminate with insecticide.,Réglez-lui son compte avec de l'insecticide.,Da eliminare con l'insetticida.,さっちゅうざいで　やっつけろー。,살충제로 박멸시키자.,Exterminar con insecticida.,Extermínalo con insecticida.,Extermine com inseticida.,Wytęp środkiem owadobójczym.,Mit Insektiziden vernichten.,Уничтожь её аэрозолем.,Знищте її інсектицидом.,喷洒杀虫剂来消灭它。
CENTIPEDE_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","A ,a ,Uma ,uma ,a,sua ,à ","jej,Stonogi,Stonodze,Stonogę,a,a,Stonodze","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Tausendfüßer,Tausendfüßers,Tausendfüßer,Tausendfüßer","многоножка,многоножки,многоножке,многоножку,многоножке,,а,ена,ась,ет,её","сороконіжка,сороконіжки,сороконіжці,сороконіжку,сороконіжці,,ла,а,є,ить,її",",,一个,一个,它的,它,它"
CEREBRUM_NAME,Cerebrum,Cerebrum,,ブレインガ,브레인거,,Cerébrum,,Mózgonogi,Wanderhirn,Мозг на ножках,Мозочок,巨脑怪
CEREBRUM_DESC,Its IQ is probably over 200.,Son QI dépasse probablement les 200.,Avrà un QI oltre 200.,じゃあくな　じっけんが　うみだした\nうごきまわる　のうみそ。,IQ는 아마 200을 넘을 것이다.,Su IQ probablemente supere a los 200.,Tiene un CI de probablemente más de 200.,Seu QI provavelmente é de mais de 200.,Ma pewnie ponad 200 IQ.,Sein IQ ist wahrscheinlich höher als 200.,"У него IQ, наверное, выше 200.","Його IQ, ймвовірно, далеко за 200.",它的智商可能超过200。
