key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN,pr
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_1,"[@]Please, don't break down...[DELAY] Not now![DELAY] I can't afford to be distracted![WAIT@]I built you,[DELAY] programmed you![DELAY:10] H-how can you just...[DELAY] ABANDON ME LIKE THIS?![WAIT@]Y-you're doing this on purpose,[DELAY:4] aren't you?[DELAY:10] You wanted to leave me all this time,[DELAY] just like everyone else?![WAIT@]ANSWER ME, YOU BUSTED MACHINE!","[@]Je t'en prie, ne me lâche pas...[DELAY] Pas maintenant ! [DELAY]Je ne peux pas me laisser distraire ![W@]Je t'ai construit,[DELAY] je t'ai programmé ![DELAY:10] C-comment peux-tu...[DELAY] M'ABANDONNER COMME ÇA ?![W@]T-tu le fais exprès,[DELAY:4] n'est-ce pas ?[DELAY:10] Depuis tout ce temps, tu veux m'abandonner,[DELAY] comme tous les autres ?![WAIT@]RÉPONDS, TAS DE FERRAILLE !","[@]Ti prego, funziona...[DELAY] Non romperti ora![DELAY] Non posso permettermi distrazioni![WAIT@]Ti ho creato,[DELAY] programmato![DELAY:10] C-Come puoi...[DELAY] ABBANDONARMI COSÌ?![WAIT@]L-Lo fai apposta,[DELAY:4] vero?[DELAY:10] Hai sempre voluto lasciarmi solo,[DELAY] come tutti gli altri![WAIT@]RISPONDIMI, BRUTTO AMMASSO DI FERRAGLIA!\n",[@]こわれないでくれ・・・[D]おねがいだ！[W@]おれが　おまえを　つくってやったと　いうのに　なんてことを　するんだ！[W@]まさか　ほかのやつらの　ように　さいしょから　おれを　みはなす　つもり　だったのか？！[WAIT@]へんとうしろ！　この　ポンコツマシン！,"[@]제발 멈추지 마...[DELAY] 지금은 안 돼![DELAY] 한눈팔 여유 따위는 없단 말이야![WAIT@]널 만든 것도![DELAY] 널 프로그래밍한 것도! 전부 나라고![DELAY:10] 그-그런데 어떻게 네가...[DELAY] 날 이렇게 버릴 수가 있어?![WAIT@]이것도 다 일부로 이러는 거지,[DELAY:4] 그렇지?[DELAY:10] 넌 그냥 처음부터 날 떠나고 싶었던 것뿐이야, [DELAY]여타 다른 인간들처럼 말이야!![WAIT@]대답해, 이 깡통 대가리야!","[@]Por favor, no te averíes...[DELAY] ¡No ahora![DELAY] ¡No puedo permitirme distracciones![WAIT@]¡Yo te construí,[DELAY] te programé![DELAY:10] C-cómo puedes tan solo...[DELAY] ¡¿ABANDONARME ASÍ?![WAIT@]L-lo estás haciendo a propósito,[DELAY:4] ¿no?[DELAY:10] ¡¿Me querías abandonar todo este tiempo,[DELAY] igual que todos los demás?![WAIT@]¡RESPÓNDEME, MALDITA MÁQUINA DESCOMPUESTA!","[@]No te averíes, por favor...[DELAY] ¡Ahora no![DELAY] ¡No puedo permitirme distracciones!\n[WAIT@]¡Te he construido![DELAY] ¡Te he programado![DELAY:10] ¿C-cómo puedes...[DELAY] ¡ABANDONARME ASÍ!?\n[WAIT@]L-lo haces adrede,[DELAY:4] ¿verdad?[DELAY:10] ¡¿Querías dejarme todo este tiempo,[DELAY] igual que todos los demás?!\n[WAIT@]¡RÉSPONDEME, PEDAZO DE CHATARRA!","[@]Por favor, não estrague...[DELAY] Agora não![DELAY] Eu não posso ficar me distraindo![WAIT@]Eu te construí,[DELAY] te programei![DELAY:10] C-como você pode...[DELAY] ME ABANDONAR ASSIM?![WAIT@]V-você está fazendo isso de propósito,[DELAY:4] não é?[DELAY:10] Você sempre quis ir embora,[DELAY] igual todo mundo?![WAIT@]ME RESPONDA, SEU MONTE DE LATA VELHA!","[@]Proszę, nie zepsuj się...[DELAY] Nie teraz![DELAY] Nie mogę się teraz rozpraszać![WAIT@]Zbudowałem cię,[DELAY] zaprogramowałem![DELAY:10] J-jak możesz mnie...[DELAY] TAK PO PROSTU OPUŚCIĆ?![WAIT@]T-ty robisz to specjalnie,[DELAY:4] co nie?[DELAY:10] Od początku chciałeś mnie opuścić,[DELAY] jak wszyscy inni?![WAIT@]ODPOWIEDZ, TY KUPO ZŁOMU!","[@]Bitte, nicht zusammenbrechen ...[DELAY] Nicht jetzt![DELAY] Ich kann mir keine Ablenkung leisten![WAIT@]Ich habe dich gebaut,[DELAY] dich programmiert![DELAY:10] W-wie kannst du mich nur ... [DELAY] MICH NUR SO IM STICH LASSEN?![WAIT@]D-das machst du absichtlich,[DELAY:4] nicht wahr?[DELAY:10] Du wolltest mich die ganze Zeit verlassen,[DELAY] genau wie alle anderen?![WAIT@]ANTWORTE MIR, DU DEFEKTE BLECHBÜCHSE!","[@]Прошу тебя, не выходи из строя...[D] Только не сейчас![D] Мне сейчас не до этого![W@]Я тебя сконструировал![D] Я тебя запрограммировал![D:10] Д-да как ты можешь...[D] ВЗЯТЬ И ОСТАВИТЬ МЕНЯ?![W@]Я знаю, [DELAY:4]т-ты это нарочно!!![D:10] Ты всё это время хотел бросить меня, [D:4]как и все![W@]ОТВЕЧАЙ, ДРЯННОЙ КУСОК МЕТАЛЛА!","[@]Будь ласка,[DELAY:3] не виходь з ладу...[DELAY:8] Не зараз![DELAY] Я не можу відволікатись!\n[WAIT@]Я збудував тебе,[DELAY:3] запрограмував![DELAY:10] Як т-ти смієш...[DELAY] ПРОСТО ТАК МЕНЕ ПОКИНУТИ?!\n[WAIT@]Т-ти робиш це навмисно,[DELAY:4] правда?[DELAY:10] Весь цей час ти хотів піти від мене,[DELAY] як і всі інші?!\n[WAIT@]ВІДПОВІДАЙ,[DELAY:3] НІКЧЕМНА ТИ БЛЯШАНКА!\n",[@]拜托了，别出故障…[DELAY]别是现在！[DELAY]我不能分心！[WAIT@]是我制造了你，[DELAY]是我给你编的程序！[DELAY:10]你、你怎么能就这样…[DELAY]这样抛弃我？！[WAIT@]你、你是故意的，[DELAY:4]对不对？[DELAY:10]你一直都想离开我，[DELAY]就像其他人一样？！[WAIT@]回答我，你这台破机器！,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_2,[@]N-no...,[@]N-non...,[@]N-No...\n,[@]そ　そんな・・・,[@]ㅇ-안 돼...,,,[@]N-não...,[@]N-nie...,[@]N-nein ...,[@]Н-нет...,[@]Н-ні...,[@]不…,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_3,"[@]It's not fair to say that...[DELAY] Not fair at all...[WAIT@]Y-you probably hate me,[DELAY:4] right?[WAIT@]Do you t-think Goldie hated me too?[DELAY] All along[DELAY:4:3]...?","[@]Ce n'est pas juste de dire ça...[DELAY] Vraiment pas juste...[WAIT@]T-tu dois me détester,[DELAY:4] n'est-ce pas ?[WAIT@]Tu c-crois que Goldie me détestait aussi ?[DELAY] Depuis le début[DELAY:4:3]... ?","[@]Non posso dire cose del genere...[DELAY] Non è giusto...[WAIT@]M-Mi odi,[DELAY:4] non è vero?[WAIT@]Anche Goldie mi odiava?[DELAY] È così, vero[DELAY:4:3]...?\n",[@]ひ　ひきょうもの！[WAIT@]お　おまえも　ぼくのことが　きらいなのだろう？[WAIT@]まさか　ダンカンくんも　ぼくのことが　きらいだったとでも　いうのか？[D]さいしょから　ずっと[D:4:3]・・・？,"[@]그렇게 말하면 안 되는 거였는데...[DELAY] 정말 끔찍한 말을...[DELAY] ㄴ-너도 날 싫어하는 거지,[DELAY:4] 그렇지?[WAIT@]골디도 날 ㅅ-싫어 했던걸까?[DELAY] 처음부터[DELAY:4:3]...?","[@]No es justo decir eso...[DELAY] No lo es para nada...[WAIT@]T-tú probablemente también me odias,[DELAY:4] ¿cierto?[WAIT@]¿Acaso p-piensas que Goldi también me odiaba?[DELAY] ¿Todo este tiempo[DELAY:4:3]...?","[@]No es justo decir eso...[DELAY] Nada justo...\n[WAIT@]P-probablemente me odias,[DELAY:4] ¿verdad?\n[WAIT@]¿C-crees que Goldi también me odiaba?[DELAY] ¿Desde el principio[DELAY:4:3]...?","[@]Não é justo dizer isso...[DELAY] Não é justo...[WAIT@]V-você deve me odiar,[DELAY:4] né?[WAIT@]Você acha que o Rico também me odiava?[DELAY] Todo esse tempo[DELAY:4:3]...?","[@]Nie mogę tak mówić...[DELAY] To niesprawiedliwe...[WAIT@]P-pewnie mnie nienawidzisz,[DELAY:4] prawda?[WAIT@]Czy m-myślisz, że Goldie mnie też nienawidził?[DELAY] Od samego początku[DELAY:4:3]...?","[@]Es ist nicht fair, das zu sagen ...[D] Ganz und gar nicht fair ...[W@]W-wahrscheinlich hasst du mich jetzt,[D:4] oder?[W@]Glaubst du, Goldie hat mich auch gehasst?[D] Die ganze Zeit über[D:4:3] ...?","[@]Нет, это грубо...[D] слишком грубо...[W@]Т-ты, наверное,[D:4] меня ненавидишь?[W@]Может, Голди тоже меня ненавидел?[D][BR]С самого начала[DELAY:3:3]?..","[@]Несправедливо це казати...[DELAY] несправедливо...[WAIT@]Т-ти,[DELAY:3] напевно,[DELAY:3] мене ненавидиш,[DELAY:4] так?[WAIT@]Н-невже...[DELAY] невже Голді теж мене ненавидів?[DELAY][BR]Весь цей час[DELAY:4:3]...?\n",[@]你这么说…不公平…[DELAY]一点都不公平…[WAIT@]你、你大概很恨我吧，[DELAY:4]对吗？[WAIT@]你觉得…小戈德也恨我吗？[DELAY]自始至终…？,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_4,[@]Hello?[DELAY] Excuse us?,[@]Bonjour ?[DELAY] Excusez-nous ?,[@]Salve?[DELAY] Ci scusi?\n,[@]すみません[DELAY]　えっと・・・,[@]안녕하세요?[DELAY] 저기요?,[@]¿Hola?[DELAY] ¿Disculpe?,[@]¿Buenas?[DELAY] ¿Disculpe?,[@]Olá?[DELAY] Com licença?,[@]Halo?[DELAY] Czy można?,[@]Hallo?[DELAY] Entschuldigen Sie?,[@]Здравствуйте?[D] Извините?,[@]Добрий день?[DELAY] Перепрошую?,[@]你好？[DELAY]打扰一下？,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_5,[@]W-who are you?![DELAY:7] Who sent you here?!,[@]Q-qui êtes vous ?![DELAY:7] Qui vous a envoyés ?!,[@]C-Chi siete?![DELAY:7] Chi vi ha mandato?!\n,[@]お　おまえたちは　だれだっ？！[DELAY:7][BR]さ[D]　さては[D]　わしを[BR]つかまえにきたとでも　いうのかっ？！,[@]너네는 ㄴ-누구야?![DELAY:7] 누가 너희들을 보낸 거지?!,[@]¡¿Q-quiénes son?![DELAY:7] ¡¿Quién los envió aquí?!,[@]¡¿Y v-vosotros quiénes sois?![DELAY:7] ¡¿Quién os ha enviado?!,[@]Q-quem são vocês?![DELAY:7] Quem mandou vocês aqui?!,[@]A-a wy to kto?![DELAY:7] Kto was tu przysłał?!,[@]W-wer seid ihr?![DELAY:7] Wer hat euch hergeschickt?!,[@]В-вы к-кто такие?![D:7] Кто вас сюда послал?!,[@]Х-хто ви?![DELAY:7] Хто вас сюди прислав?!,[@]你-你是谁？！[DELAY:7]是谁派你来的？！,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_6,[@]Um...[DELAY] We just wanted to ask about...,[@]Euh...[DELAY] On voulait juste vous demander...,[@]Ehm...[DELAY] Vorremmo solo chiederle...\n,[@]いや　ききたいだけ　なんだ！[D][BR]きみは　なぜ・・・,[@]음...[DELAY] 저희는 그냥 물어보고 싶은 게...,[@]Em...[DELAY] Solo queríamos preguntarle sobre...,[@]Esto...[DELAY] Solo queríamos preguntarle sobre...,[@]Hum...[DELAY] A gente só queria perguntar...,[@]Ym...[DELAY] Chcieliśmy tylko spytać...,"[@]Ähm ...[DELAY] Wir wollten Sie nur fragen, ob ...",[@]Мы...[D] просто хотели спросить...,[@]Е-е...[DELAY] Ми всього лиш хотіли запитати про...,[@]呃…[DELAY]我们只是想问一下，关于…,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_7,[@]G-get away from me!,[@]N-n'approchez pas !,[@]S-State indietro!\n,[@]お　[DELAY:3]おれから　はなれろ！,[@]가-가까이 오지 마!,[@]¡A-aléjate de mi!,[@]¡A-alejaos de mí!,[@]F-fiquem longe de mim!,[@]Z-z dala ode mnie!,[@]G-geht weg von mir!,[@]Не подходите!,[@]В-відійдіть від мене!,[@]别、[DELAY:2]别靠近我！[DELAY:3]离我远点！,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_8,"[@]Help![DELAY] Somebody, help me!","[@]Au secours ![DELAY] Que quelqu'un vienne m'aider !",[@]Aiuto![DELAY] Aiutatemi!\n,[@]だれかっ！[DELAY][BR]だれでも　なんでもいいから　たすけてくれ！,"[@]도와주세요![DELAY] 누가, 누가 좀 도와주세요!","[@]¡Auxilio![DELAY] ¡Por favor, que alguien me ayude!",[@]¡Auxilio![DELAY] ¡Que alguien me ayude!,[@]Socorro![DELAY] Alguém me ajude!,[@]Pomocy![DELAY] Niech ktoś mi pomoże!,[@]Hilfe![DELAY] Hilf mir jemand!,[@]На помощь![D] Кто-нибудь![D:6] Караул!,"[@]Допоможіть![DELAY] Хто-небудь, рятуйте!",[@]救命！[DELAY]来人啊，救我！,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_9,"[@]Oh, f-finally![WAIT@]Secure the area![DELAY:5] They broke into my factory!","[@]Oh, p-pas trop tôt ![WAIT@]Sécurisez la zone ![DELAY:5] Ils sont entrés par effraction dans mon usine !","[@]Oh, f-finalmente![WAIT@]Mettete in sicurezza l'area![DELAY:5] Hanno fatto irruzione nella mia fabbrica!\n",[@]き　きてくれた　かっ！[WAIT@]よし　エリアを　ふうさしろ！[DELAY:5]よくも　わしのこうじょうに　はいりやがったな！,"[@]아... ㄷ-드디어![WAIT@]주변을 봉쇄해![DELAY:5] 이 녀석들이 내 공장에 침입했어!","[@]¡Oh, p-por fin![WAIT@]¡Asegura el área![DELAY:5] ¡Están invadiendo mi fábrica!","[@]¡Ah, p-por fin![WAIT@]¡Asegura la zona![DELAY:5] ¡Están invadiendo mi fábrica!","[@]Oh, a-até que enfim![WAIT@]Isolem a área![DELAY:5] Eles invadiram a minha fábrica!","[@]O, n-nareszcie![WAIT@]Bronić terenu![DELAY:5] Włamali się do mojej fabryki!","[@]Oh, e-endlich![WAIT@]Sicher das Areal![DELAY:5] Sie sind in meine Fabrik eingebrochen!","[@]Ох, н-ну неужели![W@]Очистить территорию![D:5] Они вторглись на мой завод!","[@]Ух,[DELAY:3] н-ну нарешті![WAIT@]Зачистити територію! [DELAY]Вони проникли на мій завод!",[@]哦，终[DELAY:2]，终于来了！[WAIT@]封锁这片区域！[DELAY:5]他们闯进我的工厂了！,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO2_10,"[@]YES SIR.","[@]OUI MONSEIGNEUR.","[@]SISSIGNORE.\n",[@]イエッサー。,[@]예. 주인님.,"[@]SÍ, SEÑOR.","[@]SÍ, SEÑOR.","[@]SIM, SENHOR.","[@]TAK JEST.","[@]JA, MEISTER.","[@]ТАК ТОЧНО.","[@]ТАК ТОЧНО.",[@]遵命。,
DIALOGUE_MERRYSVILLE_CUTSCENES_DISTORTO3_0,[@]What happened?!,[@]Qu'est-ce qui s'est passé ?!,[@]Che succede?!,[@]ど　どうしたんだ？！,[@]ㅁ-뭐야?!,[@]¡¿Qué pasó?!,[@]¡¿Qué ha ocurrido?!,[@]O que houve?!,[@]Co się stało?!,[@]Was ist hier passiert?,[@]Что такое?!,[@]Що трапилось?!,[@]发生什么事了？！,
